Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles,budget_numeric,grossWorldWWide_numeric,gross_US_Canada_numeric,opening_weekend_numeric,profit,roi,total_wins,total_nominations,runtime_minutes,release_month,release_decade,release_weekday,cast_size,genre_count,country_count,rating_mismatch
1. The Four Horsemen of the Apocalypse,1921,2h 30m,Passed,7.1,3.8K,,An extended family split up in France and Germany find themselves on opposing sides of the battlefield during World War I.,https://www.imdb.com/title/tt0012190/?ref_=sr_i_1,"['Vicente Blasco Ibáñez', 'June Mathis']",['Rex Ingram'],"['Rudolph Valentino', 'Alice Terry', 'Pomeroy Cannon', 'Josef Swickard', 'Bridgetta Clark', 'Virginia Warwick', 'Alan Hale', 'Mabel Van Buren', 'Stuart Holmes', 'John St. Polis', 'Mark Fenton', 'Derek Ghent', 'Nigel De Brulier', 'Bowditch M. Turner', 'Edward Connelly', 'Wallace Beery', 'Harry Northrup', 'Arthur Hoyt']","['Julio Desnoyers', 'Marguerite Laurier', 'Julio Madariaga', 'Marcelo Desnoyers', 'Doña Luisa Mdariaga Desnoyers', 'Chichí Desnoyers', 'Karl von Hartrott', 'Elena Madariaga von Hartrott', 'Otto von Hartrott', 'Etienne Laurier', 'Senator Lacour', 'René Lacour', 'Tchernoff', 'Argensola', 'Lodgekeeper', 'Lt. Col. von Richthosen', 'The General', 'Lt. Schnitz']","$800,000 (estimated)",,"$9,183,673","$9,183,673",April 1921,['United States'],"['Gilmore Ranch, Fairfax, Los Angeles, California, USA (South American scenes)']",['Metro Pictures Corporation'],Awards 1 win total,,22 Critic reviews,Minor Silent Epic,"['Epic', 'War Epic', 'Drama', 'Romance', 'War']","['None', 'English']",,,7.1,3839.0,Passed,"national film registry,anti war,blockbuster,gaucho,trench warfare",https://m.media-amazon.com/images/M/MV5BOGE4MjAxZWEtZWUzMy00Zjg5LTgxOTktN2I0NjlmZGZmNjc5XkEyXkFqcGc@._V1_.jpg,['Rex Ingram'],"['Vicente Blasco Ibáñez', 'June Mathis']","['Rudolph Valentino', 'Alice Terry', 'Pomeroy Cannon']",150.0,Mild,Mild,,Mild,Mild,,,,,,,,"['March 6, 1921: (New York City, New York, premiere)', 'August 14, 1922: (London)']","['March 6, 1921: (New York City, New York, premiere)', 'August 14, 1922: (London)']",800000.0,9183673.0,9183673.0,,8383673.0,10.47959125,,,150.0,4.0,1920.0,,18,5,1,False
2. Destiny,1921,1h 54m,Not Rated,7.6,7.4K,,"When a woman's fiancé disappears, Death gives her three chances to save him from his fate.",https://www.imdb.com/title/tt0012494/?ref_=sr_i_2,"['Fritz Lang', 'Thea von Harbou']",['Fritz Lang'],"['Bernhard Goetzke', 'Lil Dagover', 'Walter Janssen', 'Hans Sternberg', 'Karl Rückert', 'Max Adalbert', 'Wilhelm Diegelmann', 'Erich Pabst', 'Karl Platen', 'Hermann Picha', 'Paul Rehkopf', 'Max Pfeiffer', 'Georg John', 'Lydia Potechina', 'Grete Berger', 'Eduard von Winterstein', 'Erika Unruh', 'Rudolf Klein-Rogge']","['Death', 'Young Woman', 'Young Man', 'Mayor', 'Reverend', 'Notary', 'Doctor', 'Teacher', 'Pharmacist', 'Taylor', 'Grave-Digger', 'Night Watchman', 'Beggar', 'Landlady', 'Mother', 'Kalif', 'Ayesha', 'Derwisch']",,"$2,334","$12,156","$12,156","January 30, 1922",['Germany'],"['Studio Babelsberg, Potsdam, Brandenburg, Germany']",['Decla-Bioscop AG'],Awards 2 nominations total,,51 Critic reviews,if only movies today used their sfx so well,"['Psychological Drama', 'Drama', 'Fantasy', 'Horror', 'Thriller']","['None', 'German']",,,7.6,7399.0,Not Rated,"expressionism,reaper,monster movie,silent film,silent movie",https://m.media-amazon.com/images/M/MV5BOGQ4NjhkMDktOTJhMC00ZTk0LTliYzEtOTAyZDcxMmZlMTE4XkEyXkFqcGc@._V1_.jpg,['Fritz Lang'],"['Fritz Lang', 'Thea von Harbou']","['Bernhard Goetzke', 'Lil Dagover', 'Walter Janssen']",114.0,Mild,Mild,,Mild,Mild,,,,,,,,"['October 6, 1921: (Berlin, premiere)']","['October 6, 1921: (Berlin, premiere)']",,12156.0,12156.0,2334.0,,,,,114.0,1.0,1920.0,Monday,18,5,1,False
3. The Last Door,1921,50m,,,,,"At a reception given at the Rogers mansion in his honor, Somerset Carroll surprises the guests by averring that he would give aid to a female convict reported to have escaped. Later, alone in the library, he is appealed to by a young girl who confesses to being pursued by the police, and he takes her to his own house. There she reveals herself to be Helen Rogers, playing a game with him on the advice of her guests. He then declares himself a crook, holding the real Carroll prisoner, with the intention of robbing the Rogers mansion. She follows and shields ""The Magnet"" from the police, the real Carroll having escaped and notified them, and through her interference he eludes his would-be captors.",https://www.imdb.com/title/tt0012378/?ref_=sr_i_3,"['W. Bert Foster', 'Ralph Ince', 'Edward J. Montagne']",['William P.S. Earle'],"[""Eugene O'Brien"", 'Charles Craig', 'Nita Naldi', 'Helen Pillsbury', 'Martha Mansfield', 'Katherine Perry', 'Warren Cook']","['The Magnet', 'Freddie Tripp', 'The Widow', 'Mrs. Rogers', 'Helen Rogers', 'Guest', 'Colonel']",,$488,$488,$488,"May 10, 1921",['United States'],,['Selznick Pictures Corporation'],,,,,"['Crime', 'Drama', 'Mystery']","['None', 'English']",,,,,,"escaped prisoner,false identity,robbery,melodrama",https://m.media-amazon.com/images/M/MV5BNmVkODQ4ZjktNGYwNy00NmQyLWI4ZDUtZmUzNDM5NmU2YmNlXkEyXkFqcGc@._V1_.jpg,['William P.S. Earle'],"['W. Bert Foster', 'Ralph Ince', 'Edward J. Montagne']","['Eugene O&apos;Brien', 'Charles Craig', 'Nita Naldi']",50.0,,,,,,,,,,,,,,,,488.0,488.0,488.0,,,,,50.0,5.0,1920.0,Tuesday,7,3,1,
4. The Kid,1921,1h 8m,Passed,8.2,146K,,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",https://www.imdb.com/title/tt0012349/?ref_=sr_i_4,['Charles Chaplin'],['Charles Chaplin'],"['Charles Chaplin', 'Edna Purviance', 'Jackie Coogan', 'Carl Miller', 'Albert Austin', 'Beulah Bains', 'Nellie Bly Baker', 'Henry Bergman', 'Edward Biby', 'B.F. Blinn', 'Kitty Bradbury', 'Frank Campeau', 'Bliss Chevalier', 'Frances Cochran', 'Elsie Codd', 'Jack Coogan Sr.', 'Estelle Cook', 'Lillian Crane']","['A Tramp', 'The Woman', 'The Child', 'The Man', 'Car Thief', 'Bride', 'Slum Nurse', 'Professor Guido', 'Orphan Asylum Driver', 'His Assistant', ""Bride's Mother"", 'Welfare Officer', 'Extra in Wedding Scene', 'Extra in Reception Scene', 'Extra in Alley Scene', 'Pickpocket', 'Extra in Wedding Scene', 'Extra in Wedding Scene']","$250,000 (estimated)",,"$46,650",,"February 6, 1921",['United States'],"['Chaplin Studios - 1416 N. La Brea Avenue, Hollywood, Los Angeles, California, USA']",['Charles Chaplin Productions'],Top rated movie #144 Awards 2 wins total,,127 Critic reviews,Chaplin understands how close slapstick is to pathos in this classic tearjerking comedy; and remember: kids love this movie,"['Buddy Comedy', 'Coming-of-Age', 'Farce', 'Slapstick', 'Tragedy', 'Comedy', 'Drama', 'Family']","['None', 'English']",,,8.2,146342.0,Passed,"the little tramp character,1910s,orphan,abandoned baby,rich poor",https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_.jpg,['Charles Chaplin'],['Charles Chaplin'],"['Charles Chaplin', 'Edna Purviance', 'Jackie Coogan']",68.0,,,,Mild,Mild,,,,,,,,"['January 16, 1921: (Chicago, Illinois, premiere)', 'January 21, 1921: (New York City, New York)', 'January 30, 1921: (Detroit, Michigan)']","['January 16, 1921: (Chicago, Illinois, premiere)', 'January 21, 1921: (New York City, New York)', 'January 30, 1921: (Detroit, Michigan)']",250000.0,46650.0,,,-203350.0,-0.8134,,,68.0,2.0,1920.0,Sunday,18,8,1,False
5. The Phantom Carriage,1921,1h 47m,Not Rated,8.0,16K,,"On New Year's Eve, the driver of a ghostly carriage forces a drunken man to reflect on his selfish, wasted life.",https://www.imdb.com/title/tt0012364/?ref_=sr_i_5,"['Selma Lagerlöf', 'Victor Sjöström']",['Victor Sjöström'],"['Victor Sjöström', 'Hilda Borgström', 'Tore Svennberg', 'Astrid Holm', 'Concordia Selander', 'Lisa Lundholm', 'Tor Weijden', 'Einar Axelsson', 'Olof Ås', 'Nils Aréhn', 'Simon Lindstrand', 'Nils Elffors', 'Algot Gunnarsson', 'Hildur Lithman', 'Josua Bengtson', 'Emmy Albiin', 'Helga Brofeldt', 'Mona Geijer-Falkner']","['David Holm', 'Anna Holm - David Holms fru', 'Georges - Davids vän', 'Syster Edit - Slumsyster', 'Edits mor', 'Syster Maria - Slumsyster', 'Gustafsson - Frälsningssoldat', 'Davids yngre bror', 'Den första körkarlen', 'Fängelsepredikanten', 'Davids supkamrat på kyrkogården (1)', 'Davids supkamrat på kyrkogården (2)', 'En arbetare på krogen', 'Arbetarhustrun på krogen', 'Ena kortspelaren', 'Kvinna med lungsot', 'Servitris på krogen (1)', 'Servitris på krogen (2)']",,,,,"June 4, 1922",['Sweden'],"['Svensk Filmindustri, Filmstaden, Råsunda, Stockholms län, Sweden (Studio)']",['Svensk Filmindustri (SF)'],,,100 Critic reviews,"Groundbreaking and Somewhat Confusing, but Good","['Dark Fantasy', 'Supernatural Fantasy', 'Supernatural Horror', 'Drama', 'Fantasy', 'Horror']","['None', 'Swedish']",,,8.0,15891.0,Not Rated,"ghost story,ghost,new year&apos;s eve,flashback,cemetery",https://m.media-amazon.com/images/M/MV5BNGVmY2EyZTktYzUwMy00YTU1LWJhZDYtNjIwYTFhMTZhOTVhXkEyXkFqcGc@._V1_.jpg,['Victor Sjöström'],"['Selma Lagerlöf', 'Victor Sjöström']","['Victor Sjöström', 'Hilda Borgström', 'Tore Svennberg']",107.0,,Mild,,Mild,Mild,,,"['Alexander Bako', 'Axel Esbensen']",,,,,"['December 16, 1921: (Berlin)']","['December 16, 1921: (Berlin)']",,,,,,,,,107.0,6.0,1920.0,Sunday,18,6,1,False
6. The Affairs of Anatol,1921,1h 57m,Unrated,6.6,1.5K,,Socialite Anatol Spencer seeks a better relation than he has with his wife. He sets up the friend of his youth Emilie in an apartment and she two-times him; he comforts near-suicidal Annie and she robs him.,https://www.imdb.com/title/tt0011909/?ref_=sr_i_6,"['Arthur Schnitzler', 'Jeanie Macpherson']",['Cecil B. DeMille'],"['Wallace Reid', 'Gloria Swanson', 'Elliott Dexter', 'Bebe Daniels', 'Monte Blue', 'Wanda Hawley', 'Theodore Roberts', 'Agnes Ayres', 'Theodore Kosloff', 'Laura Anson', 'Alma Bennett', 'William Boyd', 'Shannon Day', 'Julia Faye', 'Elinor Glyn', 'Winter Hall', 'Raymond Hatton', 'Fred Huntley']","['Anatol Spencer', ""Vivian Spencer - Anatol's Wife"", 'Max Runyon', 'Satan Synne', 'Abner Elliott', 'Emilie Dixon', 'Gordon Bronson', 'Annie Elliott', 'Mr. Nazzer Singh - Hindu Hypnotist', ""Vivian's Maid"", 'Chorus Girl', 'Guest', 'Chorus Girl', 'Tibra', 'Bridge Player', 'Dr. Johnston', 'Great Blatsky - Violin Teacher', 'Stage Manager']",,,,,"September 25, 1921",['United States'],,['Paramount Pictures'],Awards 1 win total,,2 Critic reviews,Tragic Wallace Reid In DeMille Comedy,"['Comedy', 'Drama']",['None'],,,6.6,1455.0,Unrated,"jazz age,decadence,demille and swanson,theft,based on a stage play",https://m.media-amazon.com/images/M/MV5BMTg1NGYyYWQtYjdmYS00NTljLWFhOWQtNjgzYTljNjMzYmUxXkEyXkFqcGc@._V1_.jpg,['Cecil B. DeMille'],"['Arthur Schnitzler', 'Jeanie Macpherson']","['Wallace Reid', 'Gloria Swanson', 'Elliott Dexter']",117.0,,,,,,,,,,,,,"['August 15, 1921: (Chicago, Illinois)']","['August 15, 1921: (Chicago, Illinois)']",,,,,,,,,117.0,9.0,1920.0,Sunday,18,2,1,False
7. Miss Lulu Bett,1921,1h 11m,Not Rated,6.8,461,,"A once-timid young woman gains newfound confidence after a failed marriage, much to the chagrin of her miserable family.",https://www.imdb.com/title/tt0012465/?ref_=sr_i_7,"['Clara Beranger', 'Zona Gale']",['William C. de Mille'],"['Lois Wilson', 'Milton Sills', 'Theodore Roberts', 'Helen Ferguson', 'Mabel Van Buren', 'Mae Giraci', 'Clarence Burton', 'Ethel Wales', 'Taylor Graves', 'Charles Ogle', 'Peaches Jackson', 'Carrie Clark Ward']","['Lulu Bett', 'Neil Cornish', 'Dwight Deacon', 'Diana Deacon', 'Ina Deacon', 'Monona Deacon', 'Ninian Deacon', 'Grandma Bett', 'Bobby Larkin', 'Station Agent', 'Child', 'Gossip']",,,,,November 1921,['United States'],,['Paramount Pictures'],Awards 2 wins total,,3 Critic reviews,Entertaining despite the cornball ending,"['Comedy', 'Drama']",['None'],,,6.8,461.0,Not Rated,"national film registry,sister sister relationship,self discovery,schoolmaster,love",https://m.media-amazon.com/images/M/MV5BOGUyMTFhOTAtNWI5MC00Y2ZjLThmYWItZTU3Y2YyYTMzNjAwXkEyXkFqcGc@._V1_.jpg,['William C. de Mille'],"['Clara Beranger', 'Zona Gale']","['Lois Wilson', 'Milton Sills', 'Theodore Roberts']",71.0,,,,,,,,,,,,,"['November 14, 1921: (Los Angeles, CA)', 'May 7, 2026: (San Francisco Silent Film Festival)']","['November 14, 1921: (Los Angeles, CA)', 'May 7, 2026: (San Francisco Silent Film Festival)']",,,,,,,,,71.0,11.0,1920.0,,12,2,1,False
8. Seven Years Bad Luck,1921,1h 2m,TV-G,7.0,1.5K,,"After breaking a mirror in his home, superstitious Max tries to avoid situations which could bring bad luck-- but in doing so, causes himself the worst luck imaginable.",https://www.imdb.com/title/tt0127834/?ref_=sr_i_8,['Max Linder'],['Max Linder'],"['Max Linder', 'Alta Allen', 'Betty K. Peterson', 'Ralph McCullough', 'Thelma Percy', 'Chance Ward', 'Hugh Saxon', 'C.E. Anderson', 'F.B. Crayne', 'Lola Gonzales', 'Harry Mann', 'Pudgy the Dog', 'Joe Martin']","['Max', ""Betty - Max's Fiancée"", ""Mary - Max's Maid"", ""John - Max's Valet"", ""Station Master's Daughter"", 'The Railroad Conductor', 'The Station Master', 'A Jail Bird', ""Max's False Friend"", ""Betty's Hawaiian Maid"", ""Max's Chef in Mirror Gag"", ""Frizotto - Betty's Dog"", 'The Chimpanzee']",,,,,"February 6, 1921",['United States'],"[""The Albert Llewellyn Cheney House, 15 Berkeley Square, Los Angeles, California, USA (Betty's house, at 34.0360°N, 118.3116°W, demolished for the Santa Monica Freeway)""]",['Max Linder Productions'],,,18 Critic reviews,Max Linder at his finest,"['Farce', 'Slapstick', 'Comedy']","['None', 'English']",,,7.0,1475.0,TV-G,"slapstick comedy,pet cat,pet dog,drunken man,marriage engagement",https://m.media-amazon.com/images/M/MV5BYmE2ZjQyZWYtMzM1MC00MDBmLTg5MjgtOTUxZTRiMjc0NTE0XkEyXkFqcGc@._V1_.jpg,['Max Linder'],['Max Linder'],"['Max Linder', 'Alta Allen', 'Betty K. Peterson']",62.0,,,,,,,,,,,,,,,,,,,,,,,62.0,2.0,1920.0,Sunday,13,3,1,False
9. The Sheik,1921,1h 26m,Passed,6.2,4K,,"A charming Arabian sheik becomes infatuated with an adventurous, modern-thinking Englishwoman and abducts her to his home in the Saharan desert.",https://www.imdb.com/title/tt0012675/?ref_=sr_i_9,"['Edith Maude Hull', 'Monte M. Katterjohn']",['George Melford'],"['Rudolph Valentino', 'Agnes Ayres', 'Ruth Miller', 'George Waggner', 'Frank Butler', 'Charles Brinley', 'Lucien Littlefield', 'Adolphe Menjou', 'Walter Long', 'Sally Blane', 'Earl Gordon Bostwick', 'Sidney Bracey', 'Rafael Negrete', 'Natacha Rambova', 'Loretta Young', 'Polly Ann Young']","['The Sheik - Ahmed Ben Hassan', 'Lady Diana Mayo', 'Zilah - A Marriage Market Prospect', 'Youssef - Tribal Chieftain', 'Sir Aubrey Mayo', ""Mustapha Ali - Diana's Guide"", 'Gaston - French Valet', 'Dr. Raoul de St. Hubert', 'Omair - the Bandit', 'Arab Child', 'Suitor', 'Officer talking with Diana at Party', 'Violinist', 'Arab Dancer', 'Arab Child', 'Arab Child']","$200,000 (estimated)",,,,"November 20, 1921",['United States'],"['Guadalupe-Nipomo Dunes, California, USA']",['Paramount Pictures'],Awards 1 win total,,37 Critic reviews,Where the new entertainment does not elbow with the old one,"['Adventure', 'Drama', 'Romance']","['None', 'English']",,,6.2,3958.0,Passed,"woman tries to murder a man,desert landscape,kidnapping a woman,woman tries to escape from a man,stranded in desert",https://m.media-amazon.com/images/M/MV5BYzQzOTZkOTEtODk1Ny00NzdlLTk0ODQtZjAyMGE5MTg2ZmVjXkEyXkFqcGc@._V1_.jpg,['George Melford'],"['Edith Maude Hull', 'Monte M. Katterjohn']","['Rudolph Valentino', 'Agnes Ayres', 'Ruth Miller']",86.0,,Mild,,Mild,Mild,,,,,,,,"['October 30, 1921: (Los Angeles, California, premiere)', 'January 1922: (London)']","['October 30, 1921: (Los Angeles, California, premiere)', 'January 1922: (London)']",200000.0,,,,,,,,86.0,11.0,1920.0,Sunday,16,3,1,False
10. Orphans of the Storm,1921,2h 30m,Not Rated,7.3,5.8K,,"Two orphaned sisters are caught up in the turmoil of the French Revolution, encountering misery and love along the way.",https://www.imdb.com/title/tt0012532/?ref_=sr_i_10,"[""Adolphe d'Ennery"", 'Eugène Cormon', 'D.W. Griffith']",['D.W. Griffith'],"['Lillian Gish', 'Dorothy Gish', 'Joseph Schildkraut', 'Frank Losee', 'Katherine Emmet', 'Morgan Wallace', 'Lucille La Verne', 'Sheldon Lewis', 'Frank Puglia', 'Creighton Hale', 'Monte Blue', 'Sidney Herbert', 'Lee Kohlmar', 'Marcia Harris', 'Adolph Lestina', 'Kate Bruce', 'Flora Finch', 'Louis Wolheim']","['Henriette Girard', 'Louise Girard', 'Chevalier de Vaudrey', 'Count de Linieres', 'Countess de Linieres', 'Marquis de Praille', 'Mother Frochard', 'Jacques Frochard', 'Pierre Frochard', 'Picard', 'Danton', 'Robespierre', 'King Louis XVI', ""Henriette's Landlady"", 'Doctor', 'Sister Genevieve', 'Starving Peasant', 'Executioner']","$1,000,000 (estimated)",,,,"January 30, 1922",['United States'],"['Mamaroneck, New York, USA (D.W. Griffith: Father of Film)']",['D.W. Griffith Productions'],Awards 1 win total,,27 Critic reviews,A masterpiece from one of the great innovators of early cinema,"['Costume Drama', 'Epic', 'Historical Epic', 'Period Drama', 'Political Drama', 'Romantic Epic', 'Drama', 'History', 'Romance']","['None', 'English']",,,7.3,5782.0,Not Rated,"torture,forced to sing,france,epic drama,political drama",https://m.media-amazon.com/images/M/MV5BMDM1ZmM5NWUtYmNlNy00ODcyLWFmNDQtMWI0Y2NmOGI4YzQ2XkEyXkFqcGc@._V1_.jpg,['D.W. Griffith'],"['Adolphe d&apos;Ennery', 'Eugène Cormon', 'D.W. Griffith']","['Lillian Gish', 'Dorothy Gish', 'Joseph Schildkraut']",150.0,,,,,,,,,,,,,"['December 28, 1921: (Boston, Massachusetts)']","['December 28, 1921: (Boston, Massachusetts)']",1000000.0,,,,,,,,150.0,1.0,1920.0,Monday,18,9,1,False
