Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles,budget_numeric,grossWorldWWide_numeric,gross_US_Canada_numeric,opening_weekend_numeric,profit,roi,total_wins,total_nominations,runtime_minutes,release_month,release_decade,release_weekday,cast_size,genre_count,country_count,rating_mismatch
1. Nosferatu,1922,1h 35m,Not Rated,7.8,124K,,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,https://www.imdb.com/title/tt0013442/?ref_=sr_i_1,"['Bram Stoker', 'Henrik Galeen']",['F.W. Murnau'],"['Max Schreck', 'Alexander Granach', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff', 'Gustav Botz', 'John Gottowt', 'Max Nemetz', 'Wolfgang Heinz', 'Albert Venohr', 'Karl Etlinger', 'Hans Lanser-Ludolff', 'Loni Nest', 'Fritz Rasp', 'Josef Sareny', 'Fanny Schreck', 'Eric van Viele']","['Graf Orlok', 'Knock - ein Häusermakler', 'Hutter', 'Ellen - seine Frau', 'Harding - ein Reeder', 'Ruth - seine Schwester', 'Professor Sievers - der Stadtarzt', 'Professor Bulwer - ein Paracelsianer', 'Ein Kapitän', '1. Matrose', '2. Matrose', 'Kontrolleur am Kai', 'A magistrate', 'Child at Window', 'Knocks Mitarbeiter', 'Head Coachman', 'Krankenschwester im Hospital', 'Matrose 2']",,,"$53,514",,"December 19, 1922",['Germany'],"['Starhrad Castle, Nezbudská Lúcka, Slovakia (castle in ruins)']","['Jofa-Atelier Berlin-Johannisthal', 'Prana-Film GmbH']",Awards 3 wins & 2 nominations total,3 wins & 2 nominations total,241 Critic reviews,Erratic but good,"['Dark Fantasy', 'Folk Horror', 'Supernatural Fantasy', 'Supernatural Horror', 'Vampire Horror', 'Fantasy', 'Horror']","['None', 'German', 'English']",,,7.8,123877.0,Not Rated,"vampire,expressionism,gothic,monster,19th century",https://m.media-amazon.com/images/M/MV5BNmU0YjQ5OTUtZGJiYS00MWY0LTkxYjYtODEyZGJmYjhkNWIxXkEyXkFqcGc@._V1_.jpg,['F.W. Murnau'],"['Bram Stoker', 'Henrik Galeen']","['Max Schreck', 'Alexander Granach', 'Gustav von Wangenheim']",95.0,,Mild,,Mild,Moderate,,,,,,,,"['February 16, 1922: (The Hague)', 'March 4, 1922: (Gala premiere)', 'March 15, 1922: (theatrical premiere)']","['February 16, 1922: (The Hague)', 'March 4, 1922: (Gala premiere)', 'March 15, 1922: (theatrical premiere)']",,53514.0,,,,,3.0,2.0,95.0,12.0,1920.0,Tuesday,18,7,1,False
2. Häxan,1922,1h 45m,Not Rated,7.6,19K,,"Fictionalized documentary showing the evolution of witchcraft, from its pagan roots to its confusion with hysteria in Eastern Europe.",https://www.imdb.com/title/tt0013257/?ref_=sr_i_2,['Benjamin Christensen'],['Benjamin Christensen'],"['Benjamin Christensen', 'Elisabeth Christensen', 'Maren Pedersen', 'Clara Pontoppidan', 'Elith Pio', 'Oscar Stribolt', 'Tora Teje', 'John Andersen', 'Poul Reumert', 'Karen Winther', 'Kate Fabian', 'Else Vermehren', 'Astrid Holm', 'Johannes Andersen', 'Gerda Madsen', 'Aage Hertel', 'Ib Schønberg', 'Emmy Schønfeld']","['Djævlen (The Devil)', 'En ældre bondekone (Older Farm Lady)', 'Heksen (The Witch)', 'Nonne (Nun)', 'Heksedommer (Witch Judge - The Young Monk)', 'Graabroder (Gray Monk)', 'En hysterisk kvinde (Hysterical Woman)', 'Chief Inquisitor', 'Juveler (Jeweler)', ""Anna's Sister"", 'Gammel jomfru (Old Maid)', 'Nonne (Nun)', 'Anna', 'Heksedommer (Witch Judge)', 'Nonne', 'Heksedommer (Witch Judge)', 'Heksedommer (Witch Judge)', 'Marie - The Seamstress']","SEK 2,000,000 (estimated)",,,,"May 27, 1929","['Sweden', 'Denmark']","['Copenhagen, Denmark']","['Aljosha Production Company', 'Svensk Filmindustri (SF)']",,,116 Critic reviews,Beautiful and atmospheric,"['Swedish', 'Dark Fantasy', 'Docudrama', 'Faith & Spirituality Documentary', 'Folk Horror', 'Supernatural Fantasy', 'Supernatural Horror', 'Witch Horror', 'Documentary', 'Fantasy']","['Swedish', 'Danish']",,,7.6,19384.0,Not Rated,"witchcraft,witch trial,middle ages,devil worship,witch",https://m.media-amazon.com/images/M/MV5BMjEwMzgzMTEtYzI3ZS00M2M4LWJjZGYtY2UxZjgzNzNjNjc0XkEyXkFqcGc@._V1_.jpg,['Benjamin Christensen'],['Benjamin Christensen'],"['Benjamin Christensen', 'Elisabeth Christensen', 'Maren Pedersen']",105.0,Mild,Moderate,Mild,,Moderate,,,,,,,,"['November 7, 1922: (Copenhagen)']","['November 7, 1922: (Copenhagen)']",2000000.0,,,,,,,,105.0,5.0,1920.0,Monday,18,10,2,False
3. Nanook of the North,1922,1h 18m,Passed,7.6,14K,,"In this silent predecessor to the modern documentary, film-maker Robert J. Flaherty spends one year following the lives of Nanook and his family, Inuits living in the Arctic Circle.",https://www.imdb.com/title/tt0013427/?ref_=sr_i_3,"['Frances H. Flaherty', 'Robert J. Flaherty']",['Robert J. Flaherty'],"['Allakariallak', 'Alice Nevalinga', 'Cunayou', 'Allegoo', 'Camock', 'Berry Kroeger']","['Self - Nanook', ""Self - Nanook's Wife - the Smiling One"", ""Self - Cunayou - Nanook's Daughter"", ""Self - Allegoo - Nanook's Son"", ""Self - Camock - Nanook's Cat"", 'Self - Narrator (1939 re-release)']","$53,000 (estimated)",,,,"June 11, 1922","['France', 'United States']","['Hudson Bay, Québec, Canada']",['Les Frères Revillon'],Awards 2 wins total,,67 Critic reviews,A delight,"['Docudrama', 'Travel Documentary', 'Documentary']",['English'],,,7.6,14466.0,Passed,"inuit,igloo,kayak,canada,arctic",https://m.media-amazon.com/images/M/MV5BMTg4Njk3MjU5Ml5BMl5BanBnXkFtZTgwOTIyODg5MTE@._V1_.jpg,['Robert J. Flaherty'],"['Frances H. Flaherty', 'Robert J. Flaherty']","['Allakariallak', 'Alice Nevalinga', 'Cunayou']",78.0,Mild,Mild,,,Mild,,,,,,,,['March 1923: (Prague)'],['March 1923: (Prague)'],53000.0,,,,,,,,78.0,6.0,1920.0,Sunday,6,3,2,False
"4. Dr. Mabuse, the Gambler",1922,2h 35m,Not Rated,7.8,10K,,Arch-criminal Dr. Mabuse sets out to make a fortune and run Berlin. Detective Wenk sets out to stop him.,https://www.imdb.com/title/tt0013086/?ref_=sr_i_4,"['Norbert Jacques', 'Thea von Harbou', 'Fritz Lang']",['Fritz Lang'],"['Rudolf Klein-Rogge', 'Aud Egede-Nissen', 'Gertrude Welcker', 'Alfred Abel', 'Bernhard Goetzke', 'Paul Richter', 'Robert Forster-Larrinaga', 'Hans Adalbert Schlettow', 'Georg John', 'Károly Huszár', 'Grete Berger', 'Julius Falkenstein', 'Lydia Potechina', 'Julius E. Herrmann', 'Max Adalbert', 'Anita Berber', 'Paul Biensfeldt', 'Gustav Botz']","['Dr. Mabuse', 'Cara Carozza, the dancer', 'Countess Dusy Told', 'Count Told', 'Prosecutor von Wenk', 'Edgar Hull', 'Spoerri', 'Georg, the Chauffeur', 'Pesch', 'Hawasch', 'Fine, a servant', 'Karsten', 'The Russian', 'Emil Schramm', None, 'Taenzerin im Frack', 'Mann, der die Pistole bekommt', None]",,,,,"April 27, 1922",['Germany'],"['Berliner Union-Film, Oberlandstraße 26-35, Tempelhof, Berlin, Germany']",['Uco-Film GmbH'],Awards 1 nomination total,,90 Critic reviews,superior for its time,"['Psychological Thriller', 'Crime', 'Mystery', 'Thriller']","['None', 'German']",,,7.8,9988.0,Not Rated,"berlin germany,master of disguise,mind control,criminal underworld,counterfeit money",https://m.media-amazon.com/images/M/MV5BM2FkMGNhOGUtMjE4OC00MzFlLTgxNmYtZGU0YjQ3YzMzMGM2XkEyXkFqcGc@._V1_.jpg,['Fritz Lang'],"['Norbert Jacques', 'Thea von Harbou', 'Fritz Lang']","['Rudolf Klein-Rogge', 'Aud Egede-Nissen', 'Gertrude Welcker']",155.0,Mild,Mild,,Moderate,Mild,,,,,,,,"['May 26, 1922: (part 2)', 'February 3, 1923: (part 1)', 'February 8, 1923: (Barcelona)']","['May 26, 1922: (part 2)', 'February 3, 1923: (part 1)', 'February 8, 1923: (Barcelona)']",,,,,,,,,155.0,4.0,1920.0,Thursday,18,4,1,False
5. Robin Hood,1922,2h 23m,Not Rated,7.0,2.7K,,A nobleman becomes the vigilante Robin Hood who protects the oppressed English people from the tyrannical Prince John.,https://www.imdb.com/title/tt0013556/?ref_=sr_i_5,"['Douglas Fairbanks', 'Kenneth Davenport', 'Allan Dwan']",['Allan Dwan'],"['Douglas Fairbanks', 'Wallace Beery', 'Sam De Grasse', 'Enid Bennett', 'Paul Dickey', 'William Lowery', 'Roy Coulson', 'Billie Bennett', 'Merrill McCormick', 'Wilson Benge', 'Willard Louis', 'Alan Hale', 'Bud Geary', 'Lloyd Talman', 'Frank Austin', 'Ted Billings', 'Nino Cochise', 'Ann Doran']","['The Earl of Huntingdon', 'Richard the Lion-Hearted', 'Prince John', 'Lady Marian Fitzwalter', 'Sir Guy of Gisbourne', 'The High Sheriff of Nottingham', ""The King's Jester"", ""Lady Marian's Serving Woman"", 'Henchman to Prince John', 'Henchman to Prince John', 'Friar Tuck', 'Little John', 'Will Scarlett', 'Allan-a-Dale', 'Friar', 'Peasant', 'Minor Role', 'Page to Richard']","$1,500,000 (estimated)",,,,"March 23, 1923",['United States'],"['Bronson Canyon, Griffith Park - 4730 Crystal Springs Drive, Los Angeles, California, USA']",['Douglas Fairbanks Pictures'],Awards 3 wins total,,27 Critic reviews,Good Entertainment & An Ideal Role For Fairbanks,"['Swashbuckler', 'Adventure', 'Family', 'Romance']","['None', 'English']",,,7.0,2716.0,Not Rated,"character name as title,king john character,robin hood character,maid marian character,friar tuck character",https://m.media-amazon.com/images/M/MV5BMTQwODY0MTUyM15BMl5BanBnXkFtZTgwNzk4OTcwMjE@._V1_.jpg,['Allan Dwan'],"['Douglas Fairbanks', 'Kenneth Davenport', 'Allan Dwan']","['Douglas Fairbanks', 'Wallace Beery', 'Sam De Grasse']",143.0,,Mild,,,,,,,,,,,"['October 18, 1922: (Los Angeles, California, premiere)', 'December 16, 1922: (London)']","['October 18, 1922: (Los Angeles, California, premiere)', 'December 16, 1922: (London)']",1500000.0,,,,,,,,143.0,3.0,1920.0,Friday,18,4,1,False
6. Sherlock Holmes,1922,1h 25m,Not Rated,5.8,797,,A young Sherlock Holmes seeks to bring down the criminal mastermind Moriarty as he solves a crime involving a blackmailed prince.,https://www.imdb.com/title/tt0013597/?ref_=sr_i_6,"['Earle Browne', 'Arthur Conan Doyle', 'Marion Fairfax']",['Albert Parker'],"['John Barrymore', 'Roland Young', 'Carol Dempster', 'Gustav von Seyffertitz', 'Louis Wolheim', 'Percy Knight', 'William Powell', 'Hedda Hopper', 'Peggy Bayfield', 'Margaret Kemp', 'Anders Randolf', 'Robert Schable', 'Reginald Denny', 'David Torrence', 'Robert Fischer', 'Lumsden Hare', 'Jerry Devine', 'John Willard']","['Sherlock Holmes', 'Dr. Watson', 'Alice Faulkner', 'Prof. Moriarty', 'Craigin', 'Sid Jones', 'Foreman Wells', 'Madge Larrabee', 'Rose Faulkner', 'Terese', 'James Larrabee', 'Alf Bassick', 'Prince Alexis', 'Count von Stalburg', 'Otto', 'Dr. Leighton', 'Billy', 'Inspector Gregson']",,,,"$384,770","March 7, 1922",['United States'],['Switzerland (Exterior)'],['Goldwyn Pictures Corporation'],Awards 1 win total,,15 Critic reviews,The Case of the Missing Film,"['Drama', 'Mystery']","['None', 'English']",,,5.8,797.0,Not Rated,"character name as title,sherlock holmes character,dr. john watson character,two word title,criminal",https://m.media-amazon.com/images/M/MV5BMjE4NzIwMTY5MF5BMl5BanBnXkFtZTcwMDU0MDMzNA@@._V1_.jpg,['Albert Parker'],"['Earle Browne', 'Arthur Conan Doyle', 'Marion Fairfax']","['John Barrymore', 'Roland Young', 'Carol Dempster']",85.0,,,,,,,,,,,,,"['January 21, 1926: (limited)']","['January 21, 1926: (limited)']",,,384770.0,,,,,,85.0,3.0,1920.0,Tuesday,18,2,1,False
7. Foolish Wives,1922,1h 57m,Not Rated,7.0,4.4K,,A con artist masquerades as Russian nobility and attempts to seduce the wife of an American diplomat.,https://www.imdb.com/title/tt0013140/?ref_=sr_i_7,"['Erich von Stroheim', 'Marian Ainslee', 'Walter Anthony']",['Erich von Stroheim'],"['Rudolph Christians', 'Miss DuPont', 'Maude George', 'Mae Busch', 'Erich von Stroheim', 'Dale Fuller', 'Albert Edmondson', 'Cesare Gravina', 'Malvina Polo', 'C.J. Allen', 'Nigel De Brulier', 'Robert Edeson', 'Agnes Emerson', 'Louise Emmons', 'Harrison Ford', 'Valerie Germonprez', 'Mrs. Kent', 'Mme. Kopetzky']","['Andrew J. Hughes - U.S. Special-Envoy to Monaco', 'Helen Hughes', 'Princess Olga Petchnikoff', 'Princess Vera Petchnikoff', 'Count Sergius Karamzin - Capt. 3rd Hussars Imper. Russian Army', 'Maruschka', 'Pavel Pavlich', 'Cesare Ventucci', 'Marietta Ventucci', 'Albert 1 - Prince of Monaco', 'Monk', 'Andrew J. Hughes', 'Bit Role', 'Mother Garoupe', 'Rude Soldier', 'Extra', ""Dr. Judd's Wife"", 'Actress']","$1,100,000 (estimated)",,,,"January 11, 1922",['United States'],"['Point Lobos State Natural Reserve, California, USA (at Point Lobos)']",['Universal Film Manufacturing Company'],Awards 1 win total,,41 Critic reviews,It just couldn't grab me.,"['Dark Comedy', 'Drama', 'Thriller']","['None', 'English', 'Latin', 'French']",,,7.0,4365.0,Not Rated,"national film registry,russian,con artist,ambassador,marriage",https://m.media-amazon.com/images/M/MV5BN2NkMDVjN2ItMGVkNy00ZTM4LTg4MTEtYTMzZjk2ZDdlMzdjXkEyXkFqcGc@._V1_.jpg,['Erich von Stroheim'],"['Erich von Stroheim', 'Marian Ainslee', 'Walter Anthony']","['Rudolph Christians', 'Miss DuPont', 'Maude George']",117.0,,,,Mild,Mild,,,,,,,,,,1100000.0,,,,,,,,117.0,1.0,1920.0,Wednesday,18,3,1,False
8. Blood and Sand,1922,1h 48m,Not Rated,6.3,1.7K,,A toreador's (Rudolph Valentino) familial and social life is threatened when he has an affair.,https://www.imdb.com/title/tt0012952/?ref_=sr_i_8,"['Vicente Blasco Ibáñez', 'Tom Cushing', 'June Mathis']","['Fred Niblo', 'Dorothy Arzner']","['Rudolph Valentino', 'Rosa Rosanova', 'Leo White', 'Rosita Marstini', 'Walter Long', 'Lila Lee', 'Charles Belcher', 'Fred Becker', 'George Field', 'Jack Winn', 'Harry Lamont', 'Gilbert Clayton', 'Sidney De Gray', 'George Periolat', 'Nita Naldi', 'Dorcas Matthews', 'W.E. Lawrence', 'Michael Dark']","['Juan Gallardo', 'Angustias', 'Antonio', 'Encarnacion', 'Plumitas', 'Carmen', 'Don Joselito', 'Don José', 'El Nacional', 'Potaje', 'Ponteliro', 'Garabato', 'Dr. Ruiz', 'Marquis of Moraima', 'Doña Sol', 'Señora Nacional', 'Fuentes', ""Doña Sol's New Lover""]",,,,"$2,725,000","August 5, 1922",['United States'],,['Paramount Pictures'],Awards 1 win total,,14 Critic reviews,The film is almost as conflicted as Valentino's character,"['Dark Romance', 'Extreme Sport', 'Period Drama', 'Tragedy', 'Tragic Romance', 'Drama', 'Romance', 'Sport']","['None', 'English']",,,6.3,1650.0,Not Rated,"male male relationship,mother son relationship,female sexual predator,seville spain,madrid spain",https://m.media-amazon.com/images/M/MV5BMTc2ODU2MzM2MF5BMl5BanBnXkFtZTgwNTU2MjcyMjE@._V1_.jpg,"['Fred Niblo', 'Dorothy Arzner']","['Vicente Blasco Ibáñez', 'Tom Cushing', 'June Mathis']","['Rudolph Valentino', 'Rosa Rosanova', 'Leo White']",108.0,,Mild,,Mild,Mild,,,,,,,,,,,,2725000.0,,,,,,108.0,8.0,1920.0,Saturday,18,8,1,False
9. Salomé,1922,1h 12m,Not Rated,6.6,1.4K,,"Salome, the daughter of Herodias, seduces her step-father/uncle Herod, governor of Judea, with a salacious dance. In return, he promises her the head of the prophet John the Baptist.",https://www.imdb.com/title/tt0013571/?ref_=sr_i_9,"['Oscar Wilde', 'Alla Nazimova', 'Natacha Rambova']","['Charles Bryant', 'Alla Nazimova']","['Alla Nazimova', 'Nigel De Brulier', 'Mitchell Lewis', 'Rose Dione', 'Earl Schenck', 'Arthur Jasmine', 'Frederick Peters', 'Louis Dumar']","['Salome - Stepdaughter of Herod', 'Jokaanan, the Prophet', 'Herod, Tetrarch of Judea', 'Herodias - wife of Herod', 'Narraboth, Captain of the Guard', 'Page of Herodias', 'Naaman, the Executioner', 'Tigellinus']","$350,000 (estimated)",,,,"February 15, 1923",['United States'],,['Nazimova Productions'],Awards 2 wins total,,14 Critic reviews,"SALOME' (Charles Bryant, 1923) **1/2","['Biography', 'Drama', 'History', 'Horror']",['None'],,,6.6,1391.0,Not Rated,"national film registry,possessive female,beheading,spear,execution",https://m.media-amazon.com/images/M/MV5BMTA2N2E3NTgtZGQyNi00ZjZiLTg2M2EtYWMwOTk1ZTU3MDAyXkEyXkFqcGc@._V1_.jpg,"['Charles Bryant', 'Alla Nazimova']","['Oscar Wilde', 'Alla Nazimova', 'Natacha Rambova']","['Alla Nazimova', 'Nigel De Brulier', 'Mitchell Lewis']",72.0,,,,,,,,,,,,,"['December 31, 1922: (New York City, New York, premiere)', 'March 29, 1923: (Istanbul)', 'March 8, 1924: (Paris)']","['December 31, 1922: (New York City, New York, premiere)', 'March 29, 1923: (Istanbul)', 'March 8, 1924: (Paris)']",350000.0,,,,,,,,72.0,2.0,1920.0,Thursday,8,4,1,False
10. The Loves of Pharaoh,1922,1h 40m,,6.5,812,,The Ethiopian King offers his daughter to a powerful Pharaoh to secure peace between the two countries.,https://www.imdb.com/title/tt0013741/?ref_=sr_i_10,"['Norbert Falk', 'Hanns Kräly']",['Ernst Lubitsch'],"['Emil Jannings', 'Harry Liedtke', 'Paul Biensfeldt', 'Friedrich Kühne', 'Albert Bassermann', 'Paul Wegener', 'Lyda Salmonova', 'Dagny Servaes', 'Mady Christians', 'Tina Dietrich', 'Bernhard Goetzke', 'Waldemar Pottier', 'Elsa Wagner']","['Pharao Amenes', 'Ramphis', 'Menon', 'Oberpriester', 'Sothis', 'Samlak', 'Makeda', 'Theonis', None, None, None, None, None]","$75,000 (estimated)",,,,"August 11, 1922",['Germany'],"['Efa-Atelier am Zoo, Berlin, Germany']","['Ernst Lubitsch-Film', 'Europäische Film-Allianz']",Awards 1 win total,,16 Critic reviews,THE LOVES OF PHAROAH  Stunning Reminder of Lubitsch's Masterly Handling of the Epic,"['Drama', 'History']","['None', 'German']",,,6.5,812.0,,"lubitsch and jannings,daughter,ethiopian,pharaoh,king",https://m.media-amazon.com/images/M/MV5BMTMyMzU4OTczOV5BMl5BanBnXkFtZTcwNTM2NjE1Ng@@._V1_.jpg,['Ernst Lubitsch'],"['Norbert Falk', 'Hanns Kräly']","['Emil Jannings', 'Harry Liedtke', 'Paul Biensfeldt']",100.0,,,,,,,,,,,,,"['February 21, 1922: (New York City, New York, premiere)', 'March 14, 1922: (premiere)']","['February 21, 1922: (New York City, New York, premiere)', 'March 14, 1922: (premiere)']",75000.0,,,,,,,,100.0,8.0,1920.0,Friday,13,2,1,False
