Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles,budget_numeric,grossWorldWWide_numeric,gross_US_Canada_numeric,opening_weekend_numeric,profit,roi,total_wins,total_nominations,runtime_minutes,release_month,release_decade,release_weekday,cast_size,genre_count,country_count,rating_mismatch
1. L'Age d'Or,1930,1h 3m,Not Rated,7.2,16K,,"A surrealist tale of a man and a woman who are passionately in love with each other, but their attempts to consummate that passion are constantly thwarted by their families, the Church, and bourgeois society.",https://www.imdb.com/title/tt0021577/?ref_=sr_i_1,"['Luis Buñuel', 'Salvador Dalí', 'Marquis de Sade']",['Luis Buñuel'],"['Gaston Modot', 'Lya Lys', 'Caridad de Laberdesque', 'Max Ernst', 'Artigas', 'Lionel Salem', 'Germaine Noizet', 'Duchange', 'Bonaventura Ibáñez', 'Jean Aurenche', 'Jacques B. Brunius', 'Luis Buñuel', 'Juan Castañe', 'Jean Castanier', 'Pancho Cossío', 'Simone Cottance', 'Paul Éluard', 'Marie Berthe Ernst']","['The Man', 'The Woman', ""Marquise' Chambermaid"", 'Bandit Leader in the Hut', 'Governor', 'Duke of Blangis', 'Marquise of X', 'Orchestra Conductor', 'Marquis of X', 'Bandit', 'Passer-by in the Street', None, 'Bandit', ""Guest at the Marquis of X's Concert"", 'Lame Bandit', ""Guest at the Marquis of X's Concert"", 'Narrator', ""Guest at the Marquis of X's Concert""]",,"$7,940","$32,712","$32,712","November 1, 1979",['France'],"['Cabo de Creus, Girona, Catalonia, Spain (opening sequence - landscape)']",['Vicomte de Noailles'],,,72 Critic reviews,Delicious Ahead-of-its-Time Black Comedy,"['French', 'Dark Comedy', 'Psychological Drama', 'Raunchy Comedy', 'Satire', 'Comedy', 'Drama']",['French'],,,7.2,15774.0,Not Rated,"surrealism,absurd humor,experimental film,cult film,man slaps a woman",https://m.media-amazon.com/images/M/MV5BNjExMGM2OGEtNzgzYy00ZTFhLWJlZTYtMjIzYzU3ZjM1YTRkXkEyXkFqcGc@._V1_.jpg,['Luis Buñuel'],"['Luis Buñuel', 'Salvador Dalí', 'Marquis de Sade']","['Gaston Modot', 'Lya Lys', 'Caridad de Laberdesque']",63.0,Mild,Mild,,Mild,Mild,,,,,,,,"['November 7, 1930: (limited)', 'November 28, 1930: (Paris)', 'May 10, 1932: (limited)', '1933: (New York Film Society)']","['November 7, 1930: (limited)', 'November 28, 1930: (Paris)', 'May 10, 1932: (limited)', '1933: (New York Film Society)']",,32712.0,32712.0,7940.0,,,,,63.0,11.0,1970.0,Thursday,18,7,1,False
2. All Quiet on the Western Front,1930,2h 32m,Approved,8.1,72K,91.0,"A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",https://www.imdb.com/title/tt0020629/?ref_=sr_i_2,"['Erich Maria Remarque', 'Maxwell Anderson', 'George Abbott']",['Lewis Milestone'],"['Lew Ayres', 'Louis Wolheim', 'John Wray', 'Arnold Lucy', 'Ben Alexander', 'Scott Kolk', 'Owen Davis Jr.', 'Walter Rogers', 'William Bakewell', 'Russell Gleason', 'Richard Alexander', 'Harold Goodwin', 'Slim Summerville', 'G. Pat Collins', 'Beryl Mercer', 'Edmund Breese', 'Max Asher', 'Zasu Pitts']","['Paul', 'Kat', 'Himmelstoss', 'Kantorek', 'Kemmerich', 'Leer', 'Peter', 'Behn', 'Albert', 'Mueller', 'Westhus', 'Detering', 'Tjaden', 'Bertinck', ""Paul's Mother"", 'Herr Meyer', ""German Student's Father"", 'Frau Bäumer - Silent Version Trailer only']","$1,200,000 (estimated)",,$867,,"August 24, 1930",['United States'],"['Sherwood Forest, California, USA']",['Universal Pictures'],Won 2 Oscars 10 wins & 2 nominations total,10 wins & 2 nominations total,103 Critic reviews,pure excellence in the war movie genre,"['Epic', 'Psychological Drama', 'Tragedy', 'War Epic', 'Drama', 'War']","['English', 'French', 'German', 'Latin']",,,8.1,72405.0,Approved,"1910s,anti war,soldier,ptsd post traumatic stress disorder,military training",https://m.media-amazon.com/images/M/MV5BODY0NzU2MWYtODZmMi00Y2Y5LTliZmMtN2JjZTA1OTcyMzAzXkEyXkFqcGc@._V1_.jpg,['Lewis Milestone'],"['Erich Maria Remarque', 'Maxwell Anderson', 'George Abbott']","['Lew Ayres', 'Louis Wolheim', 'John Wray']",152.0,Mild,Severe,Mild,Mild,Severe,,,,,,,,"['April 21, 1930: (Los Angeles, California, premiere)', 'June 14, 1930: (London)', 'June 20, 1930: (Sydney, premiere)']","['April 21, 1930: (Los Angeles, California, premiere)', 'June 14, 1930: (London)', 'June 20, 1930: (Sydney, premiere)']",1200000.0,867.0,,,-1199133.0,-0.9992775,10.0,2.0,152.0,8.0,1930.0,Sunday,18,6,1,False
3. Hell's Angels,1930,2h 7m,Passed,7.2,6.8K,39.0,Brothers Monte and Roy leave Oxford to join the Royal Flying Corps. Roy loves Helen; Helen enjoys an affair with Monte; before they leave on their mission over Germany they find her in yet another man's arms.,https://www.imdb.com/title/tt0020960/?ref_=sr_i_3,"['Marshall Neilan', 'Joseph Moncure March', 'Howard Estabrook']","['Howard Hughes', 'Edmund Goulding', 'James Whale']","['Ben Lyon', 'James Hall', 'Jean Harlow', 'John Darrow', 'Lucien Prival', 'Frank Clarke', 'Roy Wilson', 'Douglas Gilmore', 'Jane Winton', 'Evelyn Hall', 'William B. Davidson', 'Wyndham Standing', 'Lena Malena', 'Marian Marsh', 'Carl von Haartman', 'Ferdinand Schumann-Heink', 'Stephen Carr', 'Thomas Carr']","['Monte Rutledge', 'Roy Rutledge', 'Helen', 'Karl Armstedt', 'Baron Von Kranz', 'Lt. von Bruen', 'Baldy Maloney', 'Capt. Redfield', 'Baroness Von Kranz', 'Lady Randolph', 'Staff Major', 'RFC Squadron Commander', 'Gretchen - Waitress', 'Girl Selling Kisses', 'Zeppelin Commander', 'First Officer of Zeppelin', 'Elliott', 'Pilot']","$3,950,000 (estimated)",,,,"November 15, 1930",['United States'],"['Santa Paula Canyon, Santa Paula, California, USA (German bomber crash scene)']",['The Caddo Company'],Nominated for 1 Oscar 1 nomination total,,53 Critic reviews,"An early epic film,that enthralled the audiences of the day.","['Period Drama', 'Drama', 'War']","['English', 'German', 'French']",,,7.2,6798.0,Passed,"military pilot,zeppelin,biplane,warplane,airplane",https://m.media-amazon.com/images/M/MV5BMzMwODM4MzE2MF5BMl5BanBnXkFtZTgwNTc0NTgyMjE@._V1_.jpg,"['Howard Hughes', 'Edmund Goulding', 'James Whale']","['Marshall Neilan', 'Joseph Moncure March', 'Howard Estabrook']","['Ben Lyon', 'James Hall', 'Jean Harlow']",127.0,Mild,Moderate,Mild,Mild,Mild,,,,,,,,"['May 27, 1930: (Los Angeles, California, premiere)', 'August 15, 1930: (New York City, New York, premiere)', 'October 28, 1930: (London)']","['May 27, 1930: (Los Angeles, California, premiere)', 'August 15, 1930: (New York City, New York, premiere)', 'October 28, 1930: (London)']",3950000.0,,,,,,,,127.0,11.0,1930.0,Saturday,18,3,1,False
4. The Big Trail,1930,2h 5m,Passed,7.2,5.2K,,Breck Coleman leads hundreds of settlers in covered wagons from the Mississippi River to their destiny out West.,https://www.imdb.com/title/tt0020691/?ref_=sr_i_4,"['Hal G. Evarts', 'Marie Boyle', 'Jack Peabody']","['Raoul Walsh', 'Louis R. Loeffler']","['John Wayne', 'Marguerite Churchill', 'El Brendel', 'Tully Marshall', 'Tyrone Power Sr.', 'David Rollins', 'Frederick Burton', 'Ian Keith', 'Charles Stevens', 'Louise Carver', 'Victor Adamson', 'Sherwood Bailey', 'Phyllis Bainbridge', 'Jay Berger', 'Chief John Big Tree', 'Ward Bond', 'Nora Bush', 'Martin Cichy']","['Breck Coleman', 'Ruth Cameron', 'Gus', 'Zeke', 'Red Flack', 'Dave Cameron', 'Pa Bascom', 'Bill Thorpe', 'Lopez', ""Gus's Mother-in-Law"", 'Wagon Train Man', 'Pioneer Boy', 'Pioneer', 'Pioneer Boy', 'Indian', 'Sid Bascom', 'Pioneer', 'Pioneer']","$2,000,000 (estimated)",,,,"November 1, 1930",['United States'],"['Sequoia National Park, California, USA']",['Fox Film Corporation'],Awards 5 wins total,,40 Critic reviews,How The Oregon Trail Was Won,"['Classical Western', 'Adventure', 'Drama', 'Romance', 'Western']","['English', 'Spanish']",,,7.2,5225.0,Passed,"epic,oregon,covered wagon,classical western,1840s",https://m.media-amazon.com/images/M/MV5BMTcxNTY3MTUyNl5BMl5BanBnXkFtZTgwMDM2ODAyMjE@._V1_.jpg,"['Raoul Walsh', 'Louis R. Loeffler']","['Hal G. Evarts', 'Marie Boyle', 'Jack Peabody']","['John Wayne', 'Marguerite Churchill', 'El Brendel']",125.0,,Mild,,,Mild,,,,,,,,"['October 2, 1930: (Los Angeles, California, premiere)', 'December 5, 1930: (London)']","['October 2, 1930: (Los Angeles, California, premiere)', 'December 5, 1930: (London)']",2000000.0,,,,,,,,125.0,11.0,1930.0,Saturday,18,5,1,False
5. Morocco,1930,1h 32m,Approved,7.0,8.5K,,"A cabaret singer and a Legionnaire fall in love, but their relationship is complicated by the results of his womanizing and the appearance of a rich man who wants her for himself.",https://www.imdb.com/title/tt0021156/?ref_=sr_i_5,"['Jules Furthman', 'Benno Vigny']",['Josef von Sternberg'],"['Gary Cooper', 'Marlene Dietrich', 'Adolphe Menjou', 'Ullrich Haupt', 'Eve Southern', 'Francis McDonald', 'Paul Porcasi', 'Louise Ali', 'Fay Allen', 'Allegretti Anderson', 'Daisy Boone', 'Emile Chautard', 'Juliette Compton', 'Albert Conti', 'Hazel Cox', 'Edith Crain', 'Thomas A. Curran', 'Lucille Forby']","['Légionnaire Tom Brown', 'Mademoiselle Amy Jolly', 'Monsieur La Bessiere', 'Adjutant Caesar', 'Madame Caesar', 'A Sergeant', 'Lo Tinto', 'Minor Role', 'Minor Role', 'Minor Role', 'Minor Role', 'French General', 'Anna Dolores', 'Col. Quinnovieres', 'Minor Role', 'Minor Role', 'Minor Role', 'Minor Role']",,,$191,,"December 6, 1930",['United States'],"['Guadalupe-Nipomo Dunes, California, USA']",['Paramount Pictures'],Nominated for 4 Oscars 5 wins & 4 nominations total,5 wins & 4 nominations total,53 Critic reviews,Masterful use of early primitive sound,"['Drama', 'Romance']","['English', 'French', 'Spanish', 'Arabic', 'Italian']",,,7.0,8479.0,Approved,"morocco,love triangle,singer,french morocco,military officer",https://m.media-amazon.com/images/M/MV5BNmU0ZjVjNzgtYjE3NC00ZjgwLWFhNzQtNzA4NDI5ZGVhNmYxXkEyXkFqcGc@._V1_.jpg,['Josef von Sternberg'],"['Jules Furthman', 'Benno Vigny']","['Gary Cooper', 'Marlene Dietrich', 'Adolphe Menjou']",92.0,Mild,,,Mild,,,,,,,,,"['November 14, 1930: (New York City, New York, premiere)', 'December 6, 1930: (Montreal, Quebec, premiere)']","['November 14, 1930: (New York City, New York, premiere)', 'December 6, 1930: (Montreal, Quebec, premiere)']",,191.0,,,,,5.0,4.0,92.0,12.0,1930.0,Saturday,18,2,1,False
6. Murder!,1930,1h 32m,TV-PG,6.3,7.9K,70.0,"A juror in a murder trial, after voting to convict, has second thoughts and begins to investigate on his own before the execution.",https://www.imdb.com/title/tt0021165/?ref_=sr_i_6,"['Clemence Dane', 'Helen Simpson', 'Alfred Hitchcock']",['Alfred Hitchcock'],"['Herbert Marshall', 'Norah Baring', 'Phyllis Konstam', 'Edward Chapman', 'Miles Mander', 'Esme Percy', 'Donald Calthrop', 'Esme V. Chaplin', 'Amy Brandon Thomas', 'Joynson Powell', 'S.J. Warmington', 'Marie Wright', 'Hannah Jones', ""Una O'Connor"", 'R.E. Jeffrey', 'Alan Stainer', 'Kenneth Kove', 'Guy Pelham Boulton']","['Sir John Menier', 'Diana Baring', 'Doucie Markham', 'Ted Markham', 'Gordon Druce', 'Handel Fane', 'Ion Stewart', 'Prosecuting Counsel', 'Defending Counsel', 'Judge', 'Bennett', 'Miss Mitcham', 'Mrs. Didsome', 'Mrs. Grogram', 'Foreman of the Jury', 'Member of the Jury', 'Member of the Jury', 'Member of the Jury']",,,,,"November 24, 1930",['United Kingdom'],"['Elstree Studios, Borehamwood, Hertfordshire, England, UK (studio: A British International Production made at Elstree, London)']",['British International Pictures (BIP)'],,,49 Critic reviews,Setting the Stage,"['Legal Drama', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",['English'],,,6.3,7882.0,TV-PG,"guilty verdict,trapeze artist,female impersonator,circus,f rated",https://m.media-amazon.com/images/M/MV5BMDc1MzhiMjAtN2Q4Ni00Yjk2LWJmYTEtNjc4NjdkOWY4MDYwXkEyXkFqcGc@._V1_.jpg,['Alfred Hitchcock'],"['Clemence Dane', 'Helen Simpson', 'Alfred Hitchcock']","['Herbert Marshall', 'Norah Baring', 'Phyllis Konstam']",92.0,,Mild,,Mild,Mild,,,,,,,,"['July 31, 1930: (London)']","['July 31, 1930: (London)']",,,,,,,,,92.0,11.0,1930.0,Monday,18,6,1,False
7. King of Jazz,1930,1h 39m,Approved,6.7,1.9K,,"A rotund bandleader leads a series of theatrical sketches, dance numbers, special effects, and animated segments.",https://www.imdb.com/title/tt0021025/?ref_=sr_i_7,"['Harry Ruskin', 'Edward T. Lowe Jr.', 'Charles MacArthur']","['John Murray Anderson', 'Walter Lantz']","['Paul Whiteman', 'John Boles', 'Laura La Plante', 'Jeanette Loff', 'Glenn Tryon', 'William Kent', 'Slim Summerville', 'The Rhythm Boys', 'Harry Barris', 'Bing Crosby', 'Al Rinker', 'Kathryn Crawford', 'Carla Laemmle', 'Stanley Smith', 'George Chiles', 'Jack White', 'Frank Leslie', 'Walter Brennan']","['Self', ""Vocalist ('Song of the Dawn'"", ""Editor ('Ladies of the Press')"", ""Vocalist ('It Happened in Monterey'"", ""Executive ('In Conference')"", ""General ('All Noisy on the Eastern Front')"", ""Automobile Owner ('Springtime')"", 'Vocal Group', 'One of the Rhythm Boys', 'One of the Rhythm Boys', 'One of the Rhythm Boys', ""Fourth Reporter ('Ladies of the Press')"", 'Chorine', ""Bridegroom ('Bridal Veil'"", ""Dancer ('It Happened in Monterey'"", 'Self - Monologue', ""Quartet Lead Singer ('Nellie')"", ""Desk Sergeant ('Springtime')""]","$2,000,000 (estimated)",,,,"April 20, 1930",['United States'],"['Stage 12, Universal Studios - 100 Universal City Plaza, Universal City, California, USA (demolished in 2020)']",['Universal Pictures'],Won 1 Oscar 4 wins total,,33 Critic reviews,A terrific early technicolor musical!,"['Comedy', 'Musical']","['English', 'Spanish', 'German', 'Russian', 'French', 'Italian']",,,6.7,1944.0,Approved,"animated sequence,national film registry,jazz music,bandleader,wedding veil",https://m.media-amazon.com/images/M/MV5BOThmNTVhMmEtNDU5YS00YzNkLTg3NWMtNmY2YzRkNTZlZmE4XkEyXkFqcGc@._V1_.jpg,"['John Murray Anderson', 'Walter Lantz']","['Harry Ruskin', 'Edward T. Lowe Jr.', 'Charles MacArthur']","['Paul Whiteman', 'John Boles', 'Laura La Plante']",99.0,,,,Mild,,,,,,,,,"['June 28, 1930: (Sydney, New South Wales, premiere)', 'July 12, 1930: (Montréal)']","['June 28, 1930: (Sydney, New South Wales, premiere)', 'July 12, 1930: (Montréal)']",2000000.0,,,,,,,,99.0,4.0,1930.0,Sunday,18,2,1,False
8. Animal Crackers,1930,1h 37m,G,7.4,16K,77.0,Mayhem and zaniness ensue when a valuable painting goes missing during a party in honor of famed African explorer Captain Spaulding.,https://www.imdb.com/title/tt0020640/?ref_=sr_i_8,"['George S. Kaufman', 'Morrie Ryskind', 'Bert Kalmar']",['Victor Heerman'],"['Groucho Marx', 'Harpo Marx', 'Chico Marx', 'The Marx Brothers', 'Zeppo Marx', 'Lillian Roth', 'Margaret Dumont', 'Louis Sorin', 'Hal Thompson', 'Margaret Irving', 'Kathryn Reece', 'Robert Greig', 'Edward Metcalfe', 'The Music Masters', 'Robert Allen', 'Donald MacBride', 'Ann Roth']","['Captain Geoffrey T. Spaulding', 'The Professor', 'Signor Emanuel Ravelli', None, 'Horatio Jamison', 'Arabella Rittenhouse', 'Mrs. Rittenhouse', 'Roscoe W. Chandler', 'John Parker', 'Mrs. Whitehead', 'Grace Carpenter', 'Hives - the Butler', 'Police Inspector Hennessey', 'Six Footmen', 'Party Guest', 'Party Guest', 'Party Guest']",,,,"$910,015","September 6, 1930",['United States'],"['Paramount Studios, Astoria, Queens, New York City, New York, USA (Studio)']",['Paramount Pictures'],Awards 2 nominations total,,61 Critic reviews,Flawed early Marx comedy.,"['Classic Musical', 'Farce', 'Slapstick', 'Comedy', 'Family', 'Musical']",['English'],,,7.4,16231.0,G,"farce comedy,slapstick comedy,pre code film,painting,musician",https://m.media-amazon.com/images/M/MV5BM2E2YmUyNTktM2Q3Yy00M2ViLWJlNzAtMjEwZDgzZTI0YzI1XkEyXkFqcGc@._V1_.jpg,['Victor Heerman'],"['George S. Kaufman', 'Morrie Ryskind', 'Bert Kalmar']","['Groucho Marx', 'Harpo Marx', 'Chico Marx']",97.0,,Mild,,Mild,,,,,,,,,"['August 8, 1930: (Boston, Massachusetts, premiere)', 'August 20, 1930: (Chicago, Illinois)']","['August 8, 1930: (Boston, Massachusetts, premiere)', 'August 20, 1930: (Chicago, Illinois)']",,,910015.0,,,,,,97.0,9.0,1930.0,Saturday,17,6,1,False
9. The Blue Angel,1930,1h 44m,Passed,7.6,18K,90.0,An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.,https://www.imdb.com/title/tt0020697/?ref_=sr_i_9,"['Heinrich Mann', 'Carl Zuckmayer', 'Karl Vollmöller']",['Josef von Sternberg'],"['Emil Jannings', 'Marlene Dietrich', 'Kurt Gerron', 'Rosa Valetti', 'Hans Albers', 'Reinhold Bernt', 'Eduard von Winterstein', 'Hans Roth', 'Rolf Müller', 'Roland Varno', 'Carl Balhaus', 'Robert Klein-Lörk', 'Károly Huszár', 'Wilhelm Diegelmann', 'Gerhard Bienert', 'Ilse Fürstenberg', 'Die Weintraub Syncopators', 'Friedrich Hollaender']","['Professor Immanuel Rath', 'Lola Lola', 'Kiepert, Zauberkünstler', 'Guste, seine Frau', 'Mazeppa', 'Der Clown', 'Der Schuldirektor', 'Der Pedell', 'Angst', 'Lohmann', 'Ertzum', 'Goldstaub', 'Der Wirt', 'Der Kapitän', 'Der Polizist', 'Raths Wirtschafterin', 'Group Cast Performers', 'Pianist']","$500,000 (estimated)",,"$4,410",,"January 3, 1931",['Germany'],"['Universum-Film-Aktengesellschaft Studios, Berlin, Germany (Studio)']",['Universum Film (UFA)'],Awards 3 wins total,,73 Critic reviews,"Not the masterpiece I expected, but still a good film.","['German', 'Psychological Drama', 'Tragedy', 'Tragic Romance', 'Drama', 'Music', 'Romance']","['German', 'English', 'French']",,,7.6,17743.0,Passed,"sexual attraction,erotic drama,professor,cabaret,nightclub singer",https://m.media-amazon.com/images/M/MV5BMzQzYTA1N2EtOTUxMy00YzI1LWFjOWEtN2NlOGZmZjZhNDYwXkEyXkFqcGc@._V1_.jpg,['Josef von Sternberg'],"['Heinrich Mann', 'Carl Zuckmayer', 'Karl Vollmöller']","['Emil Jannings', 'Marlene Dietrich', 'Kurt Gerron']",104.0,Mild,Mild,,Mild,Mild,,,,,,,,"['April 22, 1930: (Vienna)', 'May 3, 1930: (Medietilsynet, Oslo, Norway)', 'July 3, 1930: (London)']","['April 22, 1930: (Vienna)', 'May 3, 1930: (Medietilsynet, Oslo, Norway)', 'July 3, 1930: (London)']",500000.0,4410.0,,,-495590.0,-0.99118,,,104.0,1.0,1930.0,Saturday,18,7,1,False
10. The Big House,1930,1h 27m,Approved,7.1,3K,74.0,"A convict falls in love with his new cellmate's sister, only to become embroiled in a planned break-out which is certain to have lethal consequences.",https://www.imdb.com/title/tt0020686/?ref_=sr_i_10,"['Frances Marion', 'Joseph Farnham', 'Martin Flavin']","['George W. Hill', 'Ward Wing']","['Chester Morris', 'Wallace Beery', 'Lewis Stone', 'Robert Montgomery', 'Leila Hyams', 'George F. Marion', 'J.C. Nugent', 'Karl Dane', 'DeWitt Jennings', 'Matthew Betz', 'Claire McDowell', ""Robert Emmett O'Connor"", 'Tom Kennedy', 'Tom Wilson', 'Eddie Foyer', 'Roscoe Ates', 'Fletcher Norton', 'Edgar Dearing']","['Morgan', 'Butch', 'Warden', 'Kent', 'Anne', 'Pop', 'Mr. Marlowe', 'Olsen', 'Wallace', 'Gopher', 'Mrs. Marlowe', 'Donlin', 'Uncle Jed', 'Sandy', 'Dopey', 'Putnam', 'Oliver', 'Inmate']","$414,000 (estimated)",,,,"June 14, 1930",['United States'],"['Pacific Woolen & Blanket Works, Long Beach, California, USA']","['Metro-Goldwyn-Mayer (MGM)', 'Cosmopolitan Productions']",Won 2 Oscars 5 wins & 2 nominations total,5 wins & 2 nominations total,30 Critic reviews,Not a pre-code movie; an intelligent drama,"['Crime', 'Drama', 'Thriller']","['English', 'Russian']",,,7.1,3019.0,Approved,"male prison inmate,prison cellmate,prison overcrowding,reference to drunk driving,prison hospital",https://m.media-amazon.com/images/M/MV5BMTIwNDJjMzQtNWIyOS00MWI5LWEzYTgtYjA1Y2FhY2Q5Zjg3XkEyXkFqcGc@._V1_.jpg,"['George W. Hill', 'Ward Wing']","['Frances Marion', 'Joseph Farnham', 'Martin Flavin']","['Chester Morris', 'Wallace Beery', 'Lewis Stone']",87.0,,Mild,,Mild,Mild,,,,,,,,"['June 7, 1930: (Minneapolis, Minnesota, premiere)', 'June 24, 1930: (New York City, New York)', 'August 6, 1930: (London)']","['June 7, 1930: (Minneapolis, Minnesota, premiere)', 'June 24, 1930: (New York City, New York)', 'August 6, 1930: (London)']",414000.0,,,,,,5.0,2.0,87.0,6.0,1930.0,Saturday,18,3,1,False
