Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles,budget_numeric,grossWorldWWide_numeric,gross_US_Canada_numeric,opening_weekend_numeric,profit,roi,total_wins,total_nominations,runtime_minutes,release_month,release_decade,release_weekday,cast_size,genre_count,country_count,rating_mismatch
1. Moana,1926,1h 25m,Passed,6.8,896,,Filmmaker Robert J. Flaherty presents a docufictional account of a family living in a Samoan village in the early 1920s.,https://www.imdb.com/title/tt0017162/?ref_=sr_i_1,"['Frances H. Flaherty', 'Robert J. Flaherty', 'Julian Johnson']","['Frances H. Flaherty', 'Robert J. Flaherty']","[""Ta'avale"", ""Fa'amgase"", ""T'ugaita"", 'Tama', ""Pe'a"", 'Leupenga', 'Emma Hudson']","['Self - Moana', ""Self - Moana's Fiancé"", ""Self - Moana's Mother"", ""Self - Moana's Father"", ""Self - Moana's Younger Brother"", ""Self - Moana's Older Brother"", 'Self - Extra']",,"$2,274","$2,993","$2,993","January 7, 1926",['United States'],"[""Safune, Savai'i, Samoa""]",['Robert Flaherty Productions Inc.'],,,12 Critic reviews,Evolution of the Documentary,['Documentary'],"['None', 'English', 'Samoan']",,,6.8,896.0,Passed,"dance ritual,south seas,native,character name as title,1920s",https://m.media-amazon.com/images/M/MV5BYjI1MjNiNjktMzAyZC00NDhmLThhYjktYmMxYzFhZDY2OGVmXkEyXkFqcGc@._V1_.jpg,"['Frances H. Flaherty', 'Robert J. Flaherty']","['Frances H. Flaherty', 'Robert J. Flaherty', 'Julian Johnson']","['Ta&apos;avale', 'Fa&apos;amgase', 'T&apos;ugaita']",85.0,Mild,Mild,,,Mild,,,,,,,,,,,2993.0,2993.0,2274.0,,,,,85.0,1.0,1920.0,Thursday,7,1,1,False
2. The General,1926,1h 18m,Passed,8.1,106K,,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",https://www.imdb.com/title/tt0017925/?ref_=sr_i_2,"['Buster Keaton', 'Clyde Bruckman', 'Al Boasberg']","['Clyde Bruckman', 'Buster Keaton']","['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Frank Barnes', 'Charles Henry Smith', 'Joe Keaton', 'Mike Donlin', 'Tom Nawn', 'Henry Baird', 'Joe Bricher', 'Jimmy Bryant', 'Sergeant Bukowski', 'C.C. Cruson', 'Jack Dempster', 'Keith Fennell', 'Budd Fine']","['Johnnie Gray', 'Annabelle Lee', 'Captain Anderson', 'General Thatcher', 'A Southern General', 'Her Brother', 'Her Father', 'Union General', 'Union General', 'Union General', 'Soldier', 'Soldier', 'Raider', 'Officer', 'Officer', 'Raider', 'Soldier', 'Raider']","$750,000 (estimated)",,"$2,951",,"January 2, 1927",['United States'],"['Eugene, Oregon, USA']","['Buster Keaton Productions', 'Joseph M. Schenck Productions']",Top rated movie #217 Awards 3 wins & 1 nomination total,3 wins & 1 nomination total,121 Critic reviews,The Greatest War Comedy ?,"['Farce', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Drama', 'War']","['None', 'English']",,,8.1,105570.0,Passed,"train,confederate army,national film registry,1860s,american civil war",https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_.jpg,"['Clyde Bruckman', 'Buster Keaton']","['Buster Keaton', 'Clyde Bruckman', 'Al Boasberg']","['Buster Keaton', 'Marion Mack', 'Glen Cavender']",78.0,,Mild,,,Mild,,,,,,,,"['December 25, 1926: (El Paso, Texas)', 'December 26, 1926: (Bridgeport, Connecticut)', 'December 31, 1926: (Tokyo)', 'January 17, 1927: (London)']","['December 25, 1926: (El Paso, Texas)', 'December 26, 1926: (Bridgeport, Connecticut)', 'December 31, 1926: (Tokyo)', 'January 17, 1927: (London)']",750000.0,2951.0,,,-747049.0,-0.9960653333333334,3.0,1.0,78.0,1.0,1920.0,Sunday,18,7,1,False
3. Faust,1926,1h 47m,Not Rated,8.1,18K,,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.,https://www.imdb.com/title/tt0016847/?ref_=sr_i_3,"['Gerhart Hauptmann', 'Hans Kyser', 'Johann Wolfgang von Goethe']",['F.W. Murnau'],"['Gösta Ekman', 'Emil Jannings', 'Camilla Horn', 'Frida Richard', 'William Dieterle', 'Yvette Guilbert', 'Eric Barclay', 'Hanna Ralph', 'Werner Fuetterer', 'Hans Brausewetter', 'Lothar Müthel', 'Hans Rameau', 'Hertha von Walther', 'Emmy Wyda']","['Faust', 'Mephisto', 'Gretchen', 'Mutter', 'Valentin', 'Marthe', 'Herzog', 'Herzogin', 'Erzengel', 'Farmboy', 'Friar', None, None, None]",,,,,"December 6, 1926",['Germany'],"['Ufa-Atelier, Berlin-Tempelhof, Berlin, Germany']",['Universum Film (UFA)'],Awards 3 wins total,,72 Critic reviews,A magnificent spectacle; one of cinema's finest,"['German', 'Dark Fantasy', 'Period Drama', 'Psychological Drama', 'Psychological Horror', 'Supernatural Fantasy', 'Supernatural Horror', 'Tragedy', 'Drama', 'Fantasy']","['German', 'English']",,,8.1,18474.0,Not Rated,"deal with the devil,expressionism,16th century,german,selling soul",https://m.media-amazon.com/images/M/MV5BMWU5N2FjNGItNWNmMi00MmFkLWE4NzUtNzU1YTNlODRmNDdlXkEyXkFqcGc@._V1_.jpg,['F.W. Murnau'],"['Gerhart Hauptmann', 'Hans Kyser', 'Johann Wolfgang von Goethe']","['Gösta Ekman', 'Emil Jannings', 'Camilla Horn']",107.0,Mild,Mild,Mild,Mild,Mild,,,,,,,,"['October 14, 1926: (premiere)']","['October 14, 1926: (premiere)']",,,,,,,,,107.0,12.0,1920.0,Monday,14,10,1,False
4. A Page of Madness,1926,1h 10m,Not Rated,7.3,5.5K,,"A man works as an orderly at the asylum where his wife has been imprisoned after attempting to drown herself along with their daughter. When said daughter wants to marry, he tries to hide her mothers as he slowly becomes unstable himself.",https://www.imdb.com/title/tt0017048/?ref_=sr_i_4,"['Yasunari Kawabata', 'Teinosuke Kinugasa', 'Minoru Inuzuka']",['Teinosuke Kinugasa'],"['Masuo Inoue', 'Ayako Iijima', 'Yoshie Nakagawa', 'Hiroshi Nemoto', 'Misao Seki', 'Minoru Takase', 'Eiko Minami', 'Kyōsuke Takamatsu', 'Tetsu Tsuboi', 'Shintarō Takiguchi']","['Servant', ""Servant's Daughter"", ""Servant's Wife"", 'Young Man', 'Doctor', 'Crazy Man A', 'Dancer', 'Crazy Man B', 'Crazy Man C', 'Boy']","¥20,000 (estimated)",,,,January 1975,['Japan'],"['Kyoto, Japan (Studio)']","['Kinugasa Productions', 'National Film Art', 'Shin Kankaku-ha Eiga Renmei Productions']",,,41 Critic reviews,A FORGOTTEN MASTERPIECE,"['Psychological Drama', 'Psychological Horror', 'Drama', 'Horror', 'Thriller']","['None', 'Japanese']",,,7.3,5464.0,Not Rated,"asylum,silent film,mental illness,insane asylum,father daughter relationship",https://m.media-amazon.com/images/M/MV5BNDNjNjgwNmMtZDY3My00ZWEzLWFlMDMtMWM3OTI5NmIzNjYyXkEyXkFqcGc@._V1_.jpg,['Teinosuke Kinugasa'],"['Yasunari Kawabata', 'Teinosuke Kinugasa', 'Minoru Inuzuka']","['Masuo Inoue', 'Ayako Iijima', 'Yoshie Nakagawa']",70.0,,Mild,,,Severe,,,,,,,,"['July 10, 1926: (Tokyo, premiere)', 'May 14, 1973: (Cannes Film Festival)']","['July 10, 1926: (Tokyo, premiere)', 'May 14, 1973: (Cannes Film Festival)']",20000.0,,,,,,,,70.0,1.0,1970.0,,10,5,1,False
5. The Adventures of Prince Achmed,1926,1h 20m,Not Rated,7.8,7.8K,,"A handsome prince rides a flying horse to faraway lands and embarks on magical adventures, which include befriending a witch, meeting Aladdin, battling demons and falling in love with a princess.",https://www.imdb.com/title/tt0015532/?ref_=sr_i_5,['Lotte Reiniger'],"['Lotte Reiniger', 'Carl Koch']",,,,,"$100,156",,1928,['Germany'],,['Comenius-Film GmbH'],,,64 Critic reviews,The Adventures of Prince Achmed,"['Adventure Epic', 'Desert Adventure', 'Epic', 'Fairy Tale', 'Fantasy Epic', 'Period Drama', 'Romantic Epic', 'Stop Motion Animation', 'Sword & Sorcery', 'Tragedy']",['None'],,,7.8,7805.0,Not Rated,"silhouette animation,silhouette,arabian nights,mythical,looking at oneself in a mirror",https://m.media-amazon.com/images/M/MV5BODUyYWQ1MTItODIwMy00NzdmLTkyZmEtNzE2MzRhMjBlNTYzXkEyXkFqcGc@._V1_.jpg,"['Lotte Reiniger', 'Carl Koch']",['Lotte Reiniger'],[],80.0,,Mild,,,Mild,,,,,,,,"['July 2, 1926: (Paris, premiere)', 'September 3, 1926: (Berlin)']","['July 2, 1926: (Paris, premiere)', 'September 3, 1926: (Berlin)']",,100156.0,,,,,,,80.0,1.0,1920.0,,0,10,1,False
6. The Bat,1926,1h 26m,,6.5,1.1K,,A masked criminal who dresses like a giant bat terrorizes the guests at an old house rented by a mystery writer.,https://www.imdb.com/title/tt0016629/?ref_=sr_i_6,"['Avery Hopwood', 'Julien Josephson', 'George Marion Jr.']",['Roland West'],"['George Beranger', 'Charles Herzinger', 'Emily Fitzroy', 'Louise Fazenda', 'Arthur Housman', 'Robert McKim', 'Jack Pickford', 'Jewel Carmen', 'Sôjin Kamiyama', 'Tullio Carminati', 'Eddie Gribbon', 'Lee Shumway', 'Stanton Heck']","['Gideon Bell', 'Man in Black Mask', 'Miss Cornelia Van Gorder', 'Lizzie Allen', 'Richard Fleming', 'Dr. Wells', 'Brooks Bailey', 'Miss Dale Ogden', 'Billy - The Butler', 'Detective Moletti', 'Detective Anderson', 'The Unknown', 'Police Officer']",,,,,"March 21, 1926",['United States'],,['Feature Productions'],Awards 2 wins total,,24 Critic reviews,Come Fly With Me,"['Horror', 'Mystery', 'Thriller']",['English'],,,6.5,1084.0,,"criminal,murder play,stage thriller,bat,house",https://m.media-amazon.com/images/M/MV5BNzExNTBmOWUtYjY4Yi00YmJiLTk2MzEtNzVkMGE3OTUyOWVmXkEyXkFqcGc@._V1_.jpg,['Roland West'],"['Avery Hopwood', 'Julien Josephson', 'George Marion Jr.']","['George Beranger', 'Charles Herzinger', 'Emily Fitzroy']",86.0,,,,,,,,,,,,,"['March 14, 1926: (New York City, New York)']","['March 14, 1926: (New York City, New York)']",,,,,,,,,86.0,3.0,1920.0,Sunday,13,3,1,False
7. The Great Gatsby,1926,1h 20m,Passed,,,,"Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbour, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witness to obsession and tragedy.",https://www.imdb.com/title/tt0016938/?ref_=sr_i_7,"['F. Scott Fitzgerald', 'Elizabeth Meehan', 'Becky Gardiner']",['Herbert Brenon'],"['Warner Baxter', 'Lois Wilson', 'Neil Hamilton', 'Georgia Hale', 'William Powell', 'Hale Hamilton', 'George Nash', 'Carmelita Geraghty', 'Eric Blore', 'Gunboat Smith', 'Claire Whitney', 'Claude Brooke', 'Nancy Kelly']","['Jay Gatsby', 'Daisy Buchanan', 'Nick Carraway', 'Myrtle Wilson', 'George Wilson', 'Tom Buchanan', 'Charles Wolf', 'Jordan Baker', 'Lord Digby', 'Bert', 'Catherine', 'Undetermined Secondary Role', 'Pammy']",,,,,"August 27, 1926",['United States'],"['Paramount Studios, Astoria, Queens, New York City, New York, USA (General locations)']",['Paramount Pictures'],Awards 1 win total,,3 Critic reviews,,"['Period Drama', 'Tragedy', 'Drama']",['English'],,,,,Passed,"tragedy drama,american literature on screen,partially lost film,1920s,silent cinema",https://m.media-amazon.com/images/M/MV5BNTRmMDFlZjUtYjUxNS00ZjcwLWE1NTMtNDJmZTJkOGIzOTY2XkEyXkFqcGc@._V1_.jpg,['Herbert Brenon'],"['F. Scott Fitzgerald', 'Elizabeth Meehan', 'Becky Gardiner']","['Warner Baxter', 'Lois Wilson', 'Neil Hamilton']",80.0,,,,,,,,,,,,,"['November 21, 1926: (New York City, New York)', 'February 25, 1927: (London)']","['November 21, 1926: (New York City, New York)', 'February 25, 1927: (London)']",,,,,,,,,80.0,8.0,1920.0,Friday,13,3,1,
8. 3 Bad Men,1926,2h 2m,Unrated,7.5,1.7K,,Three outlaws come to the aid of a young girl after her father is killed.,https://www.imdb.com/title/tt0017463/?ref_=sr_i_8,"['Herman Whitaker', 'John Stone', 'Ralph Spence']",['John Ford'],"[""George O'Brien"", 'Olive Borden', 'Lou Tellegen', 'Tom Santschi', 'J. Farrell MacDonald', 'Frank Campeau', 'Priscilla Bonner', 'Otis Harlan', 'Phyllis Haver', 'George Harris', 'Alec B. Francis', 'Jay Hunt', 'Grace Gordon', 'George Irving', 'Bud Osborne', 'Vester Pegg', 'Walter Perry', 'Georgia Sherart']","[""Dan O'Malley"", 'Lee Carleton', 'Layne Hunter', ""'Bull' Stanley"", 'Mike Costigan', ""'Spade' Allen"", 'Millie', 'Zach Little', 'Lily', 'Joe Minsk', 'Rev. Benson', 'Nat Lucas', ""Millie's Pal"", 'Gen. Neville', ""Hunter's Henchman"", 'Henchman Shooting Lucas', 'Pat Monahan', 'Neds Wife']",,,,,"August 28, 1926",['United States'],"['35 miles northwest of Victorville, California, USA (Exterior)']",['Fox Film Corporation'],,,25 Critic reviews,3 Bad Men review,"['Classical Western', 'Drama', 'Romance', 'Western']",['English'],,,7.5,1734.0,Unrated,"damsel in distress,dakota territory,reference to ulysses s. grant,dakota tribe,sioux indian",https://m.media-amazon.com/images/M/MV5BNzdiNDRlZDItZGUxNy00YmRiLWFjMzItMDlkYzJkODM0NGYxXkEyXkFqcGc@._V1_.jpg,['John Ford'],"['Herman Whitaker', 'John Stone', 'Ralph Spence']","['George O&apos;Brien', 'Olive Borden', 'Lou Tellegen']",122.0,,,,,,,,,,,,,"['September 16, 1926: (London)']","['September 16, 1926: (London)']",,,,,,,,,122.0,8.0,1920.0,Saturday,18,4,1,False
9. Flesh and the Devil,1926,1h 52m,Passed,7.6,5K,,Childhood friends are torn apart when one of them marries the woman the other fiercely loves.,https://www.imdb.com/title/tt0016884/?ref_=sr_i_9,"['Benjamin Glazer', 'Hermann Sudermann', 'Marian Ainslee']",['Clarence Brown'],"['John Gilbert', 'Greta Garbo', 'Lars Hanson', 'Barbara Kent', 'William Orlamond', 'George Fawcett', 'Eugenie Besserer', 'Marc McDermott', 'Marcelle Corday', 'Margie Angus', 'Mary Angus', 'Max Barwyn', 'Frankie Darro', 'Philippe De Lacy', 'Walter Findon', 'Virginia Marshall', 'Polly Moran', 'Maurice Murphy']","['Leo von Harden', 'Felicitas', 'Ulrich von Eltz', 'Hertha', 'Uncle Kutowski', 'Pastor Voss', ""Leo's Mother"", 'Count von Rhaden', 'Minna', 'Twin', 'Twin', 'Ball Guest', 'Boy Who Dances with Hertha', 'Leo as a Boy', 'Dancer at Ball', 'Hertha as a Girl', 'Family Retainer with Bouquet', 'Ulrich as a Boy']","$373,000 (estimated)",,,,"December 25, 1926",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],Awards 3 wins total,,30 Critic reviews,A great melodrama,"['Tragic Romance', 'Drama', 'Romance']","['English', 'German', 'Swedish']",,,7.6,4959.0,Passed,"love triangle,national film registry,germany,blood brothers,friendship",https://m.media-amazon.com/images/M/MV5BMzcyYmM5MTgtZDgzOS00NzUwLTg5NGUtZDg2NzEwM2NhMmZiXkEyXkFqcGc@._V1_.jpg,['Clarence Brown'],"['Benjamin Glazer', 'Hermann Sudermann', 'Marian Ainslee']","['John Gilbert', 'Greta Garbo', 'Lars Hanson']",112.0,Mild,Mild,,,Moderate,,,,,,,,"['January 7, 1927: (Minneapolis, Minnesota, premiere)', 'January 8, 1927: (New York City, New York)', 'February 3, 1927: (Los Angeles, California)']","['January 7, 1927: (Minneapolis, Minnesota, premiere)', 'January 8, 1927: (New York City, New York)', 'February 3, 1927: (Los Angeles, California)']",373000.0,,,,,,,,112.0,12.0,1920.0,Saturday,18,3,1,False
10. Battling Butler,1926,1h 17m,Passed,7.0,4.5K,,A love-struck weakling must pretend to be boxer in order to gain respect from the family of the girl he loves.,https://www.imdb.com/title/tt0016630/?ref_=sr_i_10,"['Paul Gerard Smith', 'Al Boasberg', 'Charles Henry Smith']",['Buster Keaton'],"['Buster Keaton', 'Snitz Edwards', ""Sally O'Neil"", 'Walter James', 'Budd Fine', 'Francis McDonald', ""Mary O'Brien"", 'Tom Wilson', 'Eddie Borden', 'Lillian Lawrence']","['Alfred Butler -posing as Battling Butler', ""Alfred's Valet"", 'The Mountain Girl', ""The Mountain Girl's Father"", ""The Mountain Girl's Brother"", ""Alfred 'Battling' Butler - The Prizefighter"", ""Battling Butler's Wife"", ""Battling Butler's Trainer"", ""Battling Butler's Manager"", 'Spinster Aunt at Wedding']",,,,"$702,114","September 19, 1926",['United States'],"['Talmadge Apartments - 3278 Wilshire Boulevard, Los Angeles, California, USA (mansion)']",['Buster Keaton Productions'],Awards 1 nomination total,,36 Critic reviews,Buster's a boxer!,"['Boxing', 'Slapstick', 'Comedy', 'Romance', 'Sport']","['None', 'English']",,,7.0,4508.0,Passed,"mistaken identity,idle rich,valet,training camp,heir",https://m.media-amazon.com/images/M/MV5BMmZmYzZlNjEtYTU1My00ZDUwLTlmMDYtYzc3MzNhMjI2OWVjXkEyXkFqcGc@._V1_.jpg,['Buster Keaton'],"['Paul Gerard Smith', 'Al Boasberg', 'Charles Henry Smith']","['Buster Keaton', 'Snitz Edwards', 'Sally O&apos;Neil']",77.0,,Mild,,Mild,Mild,,,,,,,,"['August 2, 1926: (Chicago, Illinois)', 'August 22, 1926: (New York City, New York)']","['August 2, 1926: (Chicago, Illinois)', 'August 22, 1926: (New York City, New York)']",,,702114.0,,,,,,77.0,9.0,1920.0,Sunday,10,5,1,False
