Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles,budget_numeric,grossWorldWWide_numeric,gross_US_Canada_numeric,opening_weekend_numeric,profit,roi,total_wins,total_nominations,runtime_minutes,release_month,release_decade,release_weekday,cast_size,genre_count,country_count,rating_mismatch
1. M,1931,1h 39m,Passed,8.3,184K,,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",https://www.imdb.com/title/tt0022100/?ref_=sr_i_1,"['Thea von Harbou', 'Fritz Lang', 'Egon Jacobsohn']",['Fritz Lang'],"['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke', 'Theodor Loos', 'Gustaf Gründgens', 'Friedrich Gnaß', 'Fritz Odemar', 'Paul Kemp', 'Theo Lingen', 'Rudolf Blümner', 'Georg John', 'Franz Stein', 'Ernst Stahl-Nachbaur', 'Gerhard Bienert', 'Karl Platen', 'Rosa Valetti', 'Hertha von Walther']","['Hans Beckert', 'Frau Beckmann', 'Elsie Beckmann', 'Inspector Karl Lohmann', 'Inspector Groeber', 'Schränker', 'Franz', 'The Cheater', 'Pickpocket with Six Watches', 'Bauernfänger', ""Beckert's Defender"", 'Blind Panhandler', 'Minister', 'Police Chief', 'Criminal Secretary', 'Damowitz', 'Bartender', 'Prostitute']",,"$6,123","$35,566","$35,566","August 31, 1931",['Germany'],"['Staaken, Spandau, Berlin, Germany']",['Nero-Film AG'],Top rated movie #112 Awards 2 wins total,,139 Critic reviews,Moments of menace..,"['German', 'Psychological Thriller', 'Serial Killer', 'Suspense Mystery', 'Crime', 'Mystery', 'Thriller']",['German'],,,8.3,183624.0,Passed,"serial killer,mental illness,loss of daughter,manhunt,psychopath",https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_.jpg,['Fritz Lang'],"['Thea von Harbou', 'Fritz Lang', 'Egon Jacobsohn']","['Peter Lorre', 'Ellen Widmann', 'Inge Landgut']",99.0,,Mild,Mild,Mild,Moderate,,,,,,,,"['May 11, 1931: (Berlin)', 'September 22, 1931: (Belgrade, premiere)']","['May 11, 1931: (Berlin)', 'September 22, 1931: (Belgrade, premiere)']",,35566.0,35566.0,6123.0,,,,,99.0,8.0,1930.0,Monday,18,7,1,False
2. City Lights,1931,1h 27m,G,8.5,217K,99.0,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a blind flower girl accumulates money to be able to help her medically.",https://www.imdb.com/title/tt0021749/?ref_=sr_i_2,"['Charles Chaplin', 'Harry Carr', 'Harry Crocker']",['Charles Chaplin'],"['Charles Chaplin', 'Virginia Cherrill', 'Florence Lee', 'Harry Myers', 'Al Ernest Garcia', 'Hank Mann', 'Johnny Aber', 'Jack Alexander', 'T.S. Alexander', 'Victor Alexander', 'Albert Austin', 'Harry Ayers', 'Eddie Baker', 'Henry Bergman', 'Edward Biby', 'Betty Blair', 'Buster Brodie', 'Jeanne Carpenter']","['A Tramp', 'A Blind Girl', ""The Blind Girl's Grandmother"", 'An Eccentric Millionaire', ""The Millionaire's Butler"", 'A Prizefighter', 'Newsboy', 'Boxing Match Spectator', 'Doctor', 'Superstitious Boxer', 'Street Sweeper', 'Cop', 'Boxing Fight Referee', 'Mayor', 'Nightclub Patron', 'Woman at Center of Table in Restaurant', 'Bald Party Guest', 'Diner in Restaurant']","$1,500,000 (estimated)","$9,102","$56,018","$19,181","March 7, 1931",['United States'],"['Chaplin Studios - 1416 N. La Brea Avenue, Hollywood, Los Angeles, California, USA']",['Charles Chaplin Productions'],Top rated movie #56 Awards 6 wins total,,152 Critic reviews,Amusing comedy sets up SPECTACULAR ending,"['Feel-Good Romance', 'Romantic Comedy', 'Satire', 'Slapstick', 'Comedy', 'Drama', 'Romance']","['None', 'English']",,,8.5,217386.0,G,"slapstick comedy,mistaken identity,melodrama,music score composed by director,the little tramp character",https://m.media-amazon.com/images/M/MV5BM2U4NjgzODUtODkyOC00YTE2LTlhNTItYzFlYmM1NTEzZDA2XkEyXkFqcGc@._V1_.jpg,['Charles Chaplin'],"['Charles Chaplin', 'Harry Carr', 'Harry Crocker']","['Charles Chaplin', 'Virginia Cherrill', 'Florence Lee']",87.0,,Mild,,Mild,Mild,,,,,,,,"['January 30, 1931: (Los Angeles, California, premiere)', 'February 27, 1931: (London)']","['January 30, 1931: (Los Angeles, California, premiere)', 'February 27, 1931: (London)']",1500000.0,56018.0,19181.0,9102.0,-1443982.0,-0.9626546666666667,,,87.0,3.0,1930.0,Saturday,18,7,1,False
3. Marius,1931,2h 10m,Not Rated,7.8,2.9K,,Marius is faced with a choice whether to fulfill his passion by sailing the seas or stay and marry the woman he loves.,https://www.imdb.com/title/tt0022125/?ref_=sr_i_3,['Marcel Pagnol'],['Alexander Korda'],"['Raimu', 'Pierre Fresnay', 'Fernand Charpin', 'Alida Rouffe', 'Paul Dullac', 'Alexandre Mihalesco', 'Robert Vattier', 'Édouard Delmont', 'Orane Demazis', 'Lucien Callamand', 'Zé Digiovanni', 'Giovanni', 'Milly Mathis', 'Marcel Maupi', 'Quéret', 'Valentine Ribe', 'Vassi']","['César Olivier', 'Marius', 'Honoré Panisse', 'Honorine Cabanis', 'Félix Escartefigue', 'Piquoiseau', 'Albert Brun', 'Le Goelec', 'Fanny', 'Le quartier-maître du ferry-boat', 'Innocent Mangiapan', None, 'Tante Claudine Foulon', 'Innocent Mangiapan le chauffeur du ferry-boat', 'Félicité', 'Un client', 'Un Arabe']",,"$7,720","$8,262","$8,262","April 13, 1933",['France'],"['Marseille, Bouches-du-Rhône, France']",['Les Films Marcel Pagnol'],,,26 Critic reviews,Sail Away,"['French', 'Comedy', 'Drama', 'Romance']",['French'],,,7.8,2898.0,Not Rated,"marseille france,group of friends,france,love,wanderlust",https://m.media-amazon.com/images/M/MV5BMmY4YzY4MGYtMmY2Yi00NDBlLTkxOGMtMDVmYzJhOGJlM2QwXkEyXkFqcGc@._V1_.jpg,['Alexander Korda'],['Marcel Pagnol'],"['Raimu', 'Pierre Fresnay', 'Fernand Charpin']",130.0,Mild,,,Mild,Mild,,,,,,,,"['October 9, 1931: (Paris)']","['October 9, 1931: (Paris)']",,8262.0,8262.0,7720.0,,,,,130.0,4.0,1930.0,Thursday,17,4,1,False
4. Frankenstein,1931,1h 10m,Approved,7.7,88K,91.0,Doctor Henry Frankenstein is obsessed with assembling a human being from parts of several exhumed corpses and reanimating his creation.,https://www.imdb.com/title/tt0021884/?ref_=sr_i_4,"['John L. Balderston', 'Mary Shelley', 'Peggy Webling']",['James Whale'],"['Colin Clive', 'Mae Clarke', 'Boris Karloff', 'John Boles', 'Edward Van Sloan', 'Frederick Kerr', 'Dwight Frye', 'Lionel Belmore', 'Marilyn Harris', 'Ted Billings', 'Mae Bruce', 'Jack Curtis', 'Arletta Duncan', 'William Dyer', 'Francis Ford', 'Fay Holderness', 'Soledad Jiménez', 'Carmencita Johnson']","['Henry Frankenstein', 'Elizabeth', 'The Monster', 'Victor Moritz', 'Doctor Waldman', 'Baron Frankenstein', 'Fritz', 'The Burgomaster', 'Little Maria', 'Villager', 'Screaming Maid', 'Villager', 'Bridesmaid', 'Gravedigger', 'Hans', 'Townswoman', 'Mourner', 'Little Girl']","$291,000 (estimated)",,"$12,440",,"November 21, 1931",['United States'],"['Malibou Lake, Agoura Hills, California, USA (creature and young girl by the lake scene)']",['Universal Pictures'],Awards 7 wins & 3 nominations total,7 wins & 3 nominations total,155 Critic reviews,Monster Royalty,"['Body Horror', 'Monster Horror', 'Psychological Horror', 'Tragedy', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']","['English', 'Latin']",,,7.7,88310.0,Approved,"gothic horror,mad scientist,monster,medical experiment,horror icon",https://m.media-amazon.com/images/M/MV5BMTQ0Njc1MjM0OF5BMl5BanBnXkFtZTgwNTY2NTUyMjE@._V1_.jpg,['James Whale'],"['John L. Balderston', 'Mary Shelley', 'Peggy Webling']","['Colin Clive', 'Mae Clarke', 'Boris Karloff']",70.0,,Mild,,Mild,Moderate,,,,,,,,"['November 19, 1931: (Detroit, Michigan, premiere)', 'January 20, 1932: (London)']","['November 19, 1931: (Detroit, Michigan, premiere)', 'January 20, 1932: (London)']",291000.0,12440.0,,,-278560.0,-0.9572508591065292,7.0,3.0,70.0,11.0,1930.0,Saturday,18,8,1,False
5. Dracula,1931,1h 14m,Passed,7.3,65K,71.0,"Transylvanian vampire Count Dracula bends a naive real estate agent to his will, then takes up residence at a London estate where he sleeps in his coffin by day and searches for potential victims by night.",https://www.imdb.com/title/tt0021814/?ref_=sr_i_5,"['Bram Stoker', 'Hamilton Deane', 'John L. Balderston']","['Tod Browning', 'Karl Freund']","['Bela Lugosi', 'Helen Chandler', 'David Manners', 'Dwight Frye', 'Edward Van Sloan', 'Herbert Bunston', 'Frances Dade', 'Joan Standing', 'Charles K. Gerrard', 'Anna Bakacs', 'Bunny Beatty', 'Nicholas Bela', 'Daisy Belmore', 'William A. Boardway', 'Barbara Bozoky', 'Tod Browning', 'Moon Carroll', 'Geraldine Dvorak']","['Count Dracula', 'Mina', 'John Harker', 'Renfield', 'Van Helsing', 'Doctor Seward', 'Lucy', 'Maid', 'Martin', ""Innkeeper's Daughter"", 'Flower Girl', 'Coach Passenger', 'Coach Passenger', 'Concertgoer Outside Theatre', ""Innkeeper's Wife"", 'Harbormaster', 'Briggs', ""Dracula's Wife""]","$355,000 (estimated)",,"$89,887",,"February 14, 1931",['United States'],"[""Stage 12, Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Grand Staircase; interior of Dracula's castle; interior of Carfax Abbey, demolished in 2020)""]",['Universal Pictures'],Awards 5 wins & 3 nominations total,5 wins & 3 nominations total,183 Critic reviews,Bela Lugosi in the role he was born to play!,"['Dark Fantasy', 'Supernatural Horror', 'Vampire Horror', 'Drama', 'Fantasy', 'Horror']","['English', 'Hungarian', 'Latin']",,,7.3,65127.0,Passed,"vampire,dracula,undead,castle,blood",https://m.media-amazon.com/images/M/MV5BMzFmYWU1OTUtODIwOS00NmJjLWEwMjQtOGNhZTMwMGI2MTRiXkEyXkFqcGc@._V1_.jpg,"['Tod Browning', 'Karl Freund']","['Bram Stoker', 'Hamilton Deane', 'John L. Balderston']","['Bela Lugosi', 'Helen Chandler', 'David Manners']",74.0,,Mild,,Mild,Mild,,,,,,,,"['February 6, 1931: (Sunbury, Pennsylvania, premiere)', 'February 9, 1931: (Asheville, North Carolina)', 'February 12, 1931: (New York City, New York)', 'February 18, 1931: (London)']","['February 6, 1931: (Sunbury, Pennsylvania, premiere)', 'February 9, 1931: (Asheville, North Carolina)', 'February 12, 1931: (New York City, New York)', 'February 18, 1931: (London)']",355000.0,89887.0,,,-265113.0,-0.7467971830985916,5.0,3.0,74.0,2.0,1930.0,Saturday,18,6,1,False
6. The Public Enemy,1931,1h 23m,Passed,7.6,24K,80.0,An Irish-American street punk tries to make it big in the world of organized crime.,https://www.imdb.com/title/tt0022286/?ref_=sr_i_6,"['Kubec Glasmon', 'John Bright', 'Harvey F. Thew']",['William A. Wellman'],"['James Cagney', 'Jean Harlow', 'Edward Woods', 'Joan Blondell', 'Donald Cook', 'Leslie Fenton', 'Beryl Mercer', ""Robert Emmett O'Connor"", 'Murray Kinnell', 'Lev Abramov', 'Clark Burroughs', 'Mae Clarke', 'Frank Coghlan Jr.', 'George Daly', 'Frankie Darro', 'Snitz Edwards', 'Rita Flynn', 'Dorothy Gee']","['Tom Powers', 'Gwen Allen', 'Matt Doyle', 'Mamie', 'Mike Powers', ""Samuel 'Nails' Nathan"", 'Ma Powers', 'Paddy Ryan', 'Putty Nose', 'Goon', 'Dutch', 'Kitty', 'Tom as a Boy', 'Machine Gunner', 'Matt as a Boy', 'Miller', 'Molly Doyle', ""Nails' Girl""]",,,"$1,214,260","$1,011,520","May 15, 1931",['United States'],"['Wilshire Blvd, Los Angeles, California, USA (convertible ride with Jean Harlow)']",['Warner Bros.'],Nominated for 1 Oscar 1 win & 1 nomination total,1 win & 1 nomination total,80 Critic reviews,Great film from the beginnings of the gangster-movie-genre,"['Gangster', 'Crime', 'Drama']",['English'],,,7.6,23680.0,Passed,"anti hero,organized crime,gangster,prohibition,beer",https://m.media-amazon.com/images/M/MV5BN2NmZjQ2NGQtZGQwYi00NTVmLTg2YTEtNDEyNGVhZDIzNmVjXkEyXkFqcGc@._V1_.jpg,['William A. Wellman'],"['Kubec Glasmon', 'John Bright', 'Harvey F. Thew']","['James Cagney', 'Jean Harlow', 'Edward Woods']",83.0,Mild,Mild,,Moderate,Mild,,,,,,,,"['April 23, 1931: (New York City, New York)']","['April 23, 1931: (New York City, New York)']",,1214260.0,1011520.0,,,,1.0,1.0,83.0,5.0,1930.0,Friday,18,3,1,False
7. Dr. Jekyll and Mr. Hyde,1931,1h 38m,Approved,7.6,18K,88.0,Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.,https://www.imdb.com/title/tt0022835/?ref_=sr_i_7,"['Samuel Hoffenstein', 'Percy Heath', 'Robert Louis Stevenson']",['Rouben Mamoulian'],"['Fredric March', 'Miriam Hopkins', 'Rose Hobart', 'Holmes Herbert', 'Halliwell Hobbes', 'Edgar Norton', 'Tempe Pigott', 'Robert Adair', 'Harry Adams', 'William Begg', 'Leonard Carey', 'Rita Carlyle', 'Frank Goddard', 'Bobbie Hale', 'Pat Harmon', 'Sam Harris', 'Boyd Irwin', 'Tom London']","['Dr. Henry Jekyll', 'Ivy Pearson', 'Muriel Carew', 'Dr. Lanyon', 'Brigadier-General Carew', 'Poole', 'Mrs. Hawkins', ""Ivy's Admirer at Music Hall"", 'Pub Patron', 'Party Guest', ""Briggs - Lanyon's Butler"", ""Jekyll's Patient"", 'Undetermined Role', 'Pub Patron', 'Music Hall Customer', 'Party Guest', 'Police Inspector', 'Undetermined Role']","$535,000 (estimated)",,"$16,615",,"January 3, 1932",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA']",['Paramount Pictures'],Won 1 Oscar 7 wins & 2 nominations total,7 wins & 2 nominations total,135 Critic reviews,Renewed Sight for the Listening Camera,"['Body Horror', 'Supernatural Horror', 'Horror', 'Sci-Fi']",['English'],,,7.6,17877.0,Approved,"mad scientist,split personality,gothic horror,laboratory,pre code era",https://m.media-amazon.com/images/M/MV5BY2RlMTY4ZGItM2ViMC00ZjYzLWE5ZTMtNGY1M2I0NGFjYTlkXkEyXkFqcGc@._V1_.jpg,['Rouben Mamoulian'],"['Samuel Hoffenstein', 'Percy Heath', 'Robert Louis Stevenson']","['Fredric March', 'Miriam Hopkins', 'Rose Hobart']",98.0,Mild,Moderate,,Mild,Moderate,,,,,,,,"['December 24, 1931: (Los Angeles, California)', 'December 31, 1931: (New York City, New York, premiere)', 'January 2, 1932: (New York City, New York)', 'February 11, 1932: (London)']","['December 24, 1931: (Los Angeles, California)', 'December 31, 1931: (New York City, New York, premiere)', 'January 2, 1932: (New York City, New York)', 'February 11, 1932: (London)']",535000.0,16615.0,,,-518385.0,-0.9689439252336448,7.0,2.0,98.0,1.0,1930.0,Sunday,18,4,1,False
8. Tabu: A Story of the South Seas,1931,1h 26m,TV-PG,7.3,7K,,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",https://www.imdb.com/title/tt0022458/?ref_=sr_i_8,"['F.W. Murnau', 'Robert J. Flaherty', 'Edgar G. Ulmer']",['F.W. Murnau'],"['Anne Chevalier', 'Matahi', 'Hitu', 'Bill Bambridge', 'Ah Fong', 'Jules', 'Mehao']","['The Girl', 'The Boy', 'The Old Warrior', 'The Policeman', 'The Businessman', 'The Captain', 'Boys Friend']","$150,000 (estimated)",,,,"August 1, 1931",['United States'],"['Bora Bora, Leeward Islands, French Polynesia']",['Murnau-Flaherty Productions'],Won 1 Oscar 4 wins total,,44 Critic reviews,A cinematic poem,"['Sea Adventure', 'Tragedy', 'Tragic Romance', 'Adventure', 'Drama', 'Romance']",['English'],,,7.3,6956.0,TV-PG,"shark,island,pearl,debt,south pacific",https://m.media-amazon.com/images/M/MV5BZTI2ZWQzNjAtYjJhZi00MDFmLTliOWItZjRmNTI2Y2U2ZTM2XkEyXkFqcGc@._V1_.jpg,['F.W. Murnau'],"['F.W. Murnau', 'Robert J. Flaherty', 'Edgar G. Ulmer']","['Anne Chevalier', 'Matahi', 'Hitu']",86.0,Mild,,,Mild,,,,,,,,,"['March 18, 1931: (New York City, New York, premiere)']","['March 18, 1931: (New York City, New York, premiere)']",150000.0,,,,,,,,86.0,8.0,1930.0,Saturday,7,6,1,False
9. Safe in Hell,1931,1h 13m,Passed,6.9,2.3K,57.0,"After accidentally killing the man who raped her and forced her into prostitution, a New Orleans woman flees to a Caribbean island. While she awaits her fiancé, the vicious local police chief sets his sights on her.",https://www.imdb.com/title/tt0022335/?ref_=sr_i_9,"['Houston Branch', 'Joseph Jackson', 'Maude Fulton']",['William A. Wellman'],"['Dorothy Mackaill', 'Donald Cook', 'Ralf Harolde', 'John Wray', 'Ivan F. Simpson', 'Victor Varconi', 'Morgan Wallace', 'Nina Mae McKinney', 'Charles Middleton', 'Clarence Muse', 'Gustav von Seyffertitz', 'Noble Johnson', 'Cecil Cunningham', 'Sam Appel', 'Lionel Belmore', 'Ted Billings', 'Rondo Hatton', 'Kenneth MacDonald']","['Gilda Carlson - aka Gilda Erickson', 'Carl Bergen - aka Carl Erickson', 'Piet Van Saal', 'Egan', 'Crunch', 'General Emmanuel Jesus Maria Gomez', 'Mr. Bruno - the Hangman', 'Leonie - the Hotel Manager', 'Lawyer Jones', 'Newcastle - the Porter', 'Larson', 'Bobo - a Caribbean Policeman', 'Angie', 'Court Policeman', 'Judge', 'Jury Member', 'Jury Member', 'Wireless Operator']",,,,,"December 12, 1931",['United States'],"['New Orleans, Louisiana, USA (opening shots)']",['First National Pictures'],,,28 Critic reviews,enjoyable melodrama,"['Crime', 'Drama', 'Romance']",['English'],,,6.9,2341.0,Passed,"prostitute,on the run,tropical island,naval officer,wanted for murder",https://m.media-amazon.com/images/M/MV5BMjI3MDE4Mjk4OV5BMl5BanBnXkFtZTgwMzI5Njc0MjE@._V1_.jpg,['William A. Wellman'],"['Houston Branch', 'Joseph Jackson', 'Maude Fulton']","['Dorothy Mackaill', 'Donald Cook', 'Ralf Harolde']",73.0,Mild,Mild,,Severe,Mild,,,,,,,,"['November 26, 1931: (Los Angeles, CA)', 'February 25, 1932: (London)']","['November 26, 1931: (Los Angeles, CA)', 'February 25, 1932: (London)']",,,,,,,,,73.0,12.0,1930.0,Saturday,18,3,1,False
10. Cimarron,1931,2h 3m,Approved,5.8,7.9K,70.0,A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,https://www.imdb.com/title/tt0021746/?ref_=sr_i_10,"['Edna Ferber', 'Howard Estabrook', 'Louis Sarecky']",['Wesley Ruggles'],"['Richard Dix', 'Irene Dunne', 'Estelle Taylor', ""Nance O'Neil"", 'William Collier Jr.', 'Roscoe Ates', 'George E. Stone', 'Stanley Fields', 'Robert McWade', 'Edna May Oliver', 'Judith Barrett', 'Eugene Jackson', 'Roberta Gregory', 'Alice Adair', 'Max Barwyn', 'Frank Beal', 'Tyrone Brereton', 'Dolores Brown']","['Yancey Cravat', 'Sabra Cravat', 'Dixie Lee', 'Felice Venable', 'The Kid', 'Jesse Rickey', 'Sol Levy', 'Lon Yountis', 'Louis Hefner', 'Mrs. Tracy Wyatt', 'Donna Cravat', 'Isaiah', 'Indian Girl', None, ""Sabra's Luncheon Greeter"", 'Louis Venable', 'Dabney Venable', 'Adult Ruby Big Elk']","$1,433,000 (estimated)",,,,"February 9, 1931",['United States'],"['Venice, Los Angeles, California, USA']",['RKO Radio Pictures'],Won 3 Oscars 7 wins & 5 nominations total,7 wins & 5 nominations total,40 Critic reviews,The State of Oklahoma Gets the Red Carpet.,"['Classical Western', 'Drama', 'Western']","['English', 'French']",,,5.8,7851.0,Approved,"wild west,oklahoma land rush,character name as title,nickname as title,1880s",https://m.media-amazon.com/images/M/MV5BYWIwYzQ2OGYtZjM3Yy00MTQ4LTk1YzYtNzE3YWVhZmYzMGNiXkEyXkFqcGc@._V1_.jpg,['Wesley Ruggles'],"['Edna Ferber', 'Howard Estabrook', 'Louis Sarecky']","['Richard Dix', 'Irene Dunne', 'Estelle Taylor']",123.0,,Mild,,Mild,Mild,,,,,,,,"['January 26, 1931: (New York City, New York, premiere)', 'February 6, 1931: (Los Angeles, California, premiere)', 'March 6, 1931: (London)']","['January 26, 1931: (New York City, New York, premiere)', 'February 6, 1931: (Los Angeles, California, premiere)', 'March 6, 1931: (London)']",1433000.0,,,,,,7.0,5.0,123.0,2.0,1930.0,Monday,18,3,1,False
