link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles
https://www.imdb.com/title/tt0017136/?ref_=sr_i_1,"['Thea von Harbou', 'Fritz Lang']",['Fritz Lang'],"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge', 'Fritz Rasp', 'Theodor Loos', 'Erwin Biswanger', 'Heinrich George', 'Fritz Alberti', 'Grete Berger', 'Olly Boeheim', 'Max Dietze', 'Ellen Frey', 'Beatrice Garga', 'Heinrich Gotho', 'Dolly Grey', 'Anny Hintze', 'Gottfried Huppertz']","['Maria', 'Johann (Joh) Fredersen', 'Freder Fredersen - Joh Fredersens Sohn', 'Erfinder C.A. Rotwang', 'Der Schmale', 'Josaphat', '11811 - Georgy', 'Grot -Wärter der Herzmaschine', 'Schöpferischer Mensch', 'Arbeiterin', 'Arbeiterin', 'Arbeiter', 'Arbeiterin', 'Frau der ewigen Gärten', 'Zermonienmeister', 'Arbeiterin', 'Frau der ewigen Gärten', 'Man Playing Violin']","DEM 6,000,000 (estimated)","$19,386","$1,354,287","$1,236,166","March 13, 1927",['Germany'],"['Berlin, Germany']",['Universum Film (UFA)'],Top rated movie #123 Awards 7 wins & 6 nominations total,7 wins & 6 nominations total,235 Critic reviews,The Foundation of Dystopian Science Fiction...,"['German', 'Artificial Intelligence', 'Epic', 'Sci-Fi Epic', 'Steampunk', 'Drama', 'Sci-Fi']","['German', 'None']",,,8.2,202223.0,Passed,"dystopia,robot,industrialization,revolution,expressionism",https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg,['Fritz Lang'],"['Thea von Harbou', 'Fritz Lang']","['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich']",150.0,Mild,Mild,None,Mild,Moderate,,,,,,,,"['January 10, 1927: (Berlin, premiere)', 'January 10, 1927: (Literal: Translation from Working Title)']","['January 10, 1927: (Berlin, premiere)', 'January 10, 1927: (Literal: Translation from Working Title)']"
https://www.imdb.com/title/tt0018455/?ref_=sr_i_2,"['Carl Mayer', 'Hermann Sudermann', 'Katherine Hilliker']",['F.W. Murnau'],"[""George O'Brien"", 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing', 'J. Farrell MacDonald', 'Ralph Sipperly', 'Jane Winton', 'Arthur Housman', 'Eddie Boland', 'Herman Bing', 'Sidney Bracey', 'Gino Corrado', 'Vondell Darr', 'Sally Eilers', 'Gibson Gowland', 'Fletcher Henderson', 'Leon Janney', 'Thomas Jefferson']","['The Man', 'The Wife', 'The Woman From the City', 'The Maid', 'The Photographer', 'The Barber', 'The Manicure Girl', 'The Obtrusive Gentleman', 'The Obliging Gentleman', 'Streetcar Conductor', 'Dance Hall Manager', 'Manager of Hair Salon', 'Little Girl', 'Woman in Dance Hall', 'Angry Driver', ""Performer - Song: 'Tozo'"", 'Boy', 'Old Seaman']","$200,000 (estimated)",,"$122,650",,"November 4, 1927",['United States'],"['Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA']",['Fox Film Corporation'],Won 3 Oscars 9 wins & 2 nominations total,9 wins & 2 nominations total,118 Critic reviews,Exquisite sunrise,"['Dark Romance', 'Psychological Drama', 'Drama', 'Romance']","['None', 'English']",,,8.1,56907.0,Passed,"farmer,extramarital affair,national film registry,guilt,rainstorm",https://m.media-amazon.com/images/M/MV5BYTk4N2UyZjAtZGMxNy00MjE4LWEyNzUtYWQzNjFjNzQxOTI0XkEyXkFqcGc@._V1_.jpg,['F.W. Murnau'],"['Carl Mayer', 'Hermann Sudermann', 'Katherine Hilliker']","['George O&apos;Brien', 'Janet Gaynor', 'Margaret Livingston']",94.0,None,Mild,None,Mild,Mild,,,,,,,,"['September 23, 1927: (New York City, New York, premiere)']","['September 23, 1927: (New York City, New York, premiere)']"
https://www.imdb.com/title/tt0018578/?ref_=sr_i_3,"['John Monk Saunders', 'Hope Loring', 'Louis D. Lighton']","['William A. Wellman', ""Harry d'Abbadie d'Arrast""]","['Clara Bow', ""Charles 'Buddy' Rogers"", 'Richard Arlen', 'Jobyna Ralston', 'El Brendel', 'Richard Tucker', 'Gary Cooper', 'Gunboat Smith', 'Henry B. Walthall', 'Roscoe Karns', 'Julia Swayne Gordon', 'Arlette Marchal', 'Rod Rogers', 'Charles Barton', 'Thomas Carr', 'Thomas Carrigan', 'Margery Chapin', 'Andy Clark']","['Mary Preston', 'Jack Powell', 'David Armstrong', 'Sylvia Lewis', 'Herman Schwimpf', 'Air Commander', 'Cadet White', 'The Sergeant', ""David's Father"", 'Lt. Cameron', ""David's Mother"", 'Celeste', 'Aviator', 'Soldier Flirting with Mary', 'Aviator', 'Undetermined Role', 'Peasant Woman', 'Undetermined Role']","$2,000,000 (estimated)",,"$1,684",,"January 5, 1929",['United States'],"['Camp Stanley, San Antonio, Texas, USA (battle of St. Mihiel)']","['Paramount Pictures', 'Paramount Famous Lasky Corporation']",Won 2 Oscars 9 wins & 1 nomination total,9 wins & 1 nomination total,88 Critic reviews,I Am Very Impressed With This Amazing Awarded Epic,"['Coming-of-Age', 'War Epic', 'Action', 'Drama', 'Romance', 'War']",['English'],,,7.5,16444.0,PG-13,"world war one,friendship,military training,love triangle,bisexual subtext",https://m.media-amazon.com/images/M/MV5BMGM5NTRlNDUtYzc3Zi00Yzg1LTgyNjMtMDQ3MzAwOTk3NTQ2XkEyXkFqcGc@._V1_.jpg,"['William A. Wellman', 'Harry d&apos;Abbadie d&apos;Arrast']","['John Monk Saunders', 'Hope Loring', 'Louis D. Lighton']","['Clara Bow', 'Charles &apos;Buddy&apos; Rogers', 'Richard Arlen']",144.0,Mild,Moderate,None,Mild,Moderate,,,,,,,,"['May 19, 1927: (San Antonio, Texas, premiere)', 'August 12, 1927: (New York City, New York, premiere)', 'December 25, 1927: (Montréal)']","['May 19, 1927: (San Antonio, Texas, premiere)', 'August 12, 1927: (New York City, New York, premiere)', 'December 25, 1927: (Montréal)']"
https://www.imdb.com/title/tt0018528/?ref_=sr_i_4,"['Tod Browning', 'Waldemar Young', 'Joseph Farnham']",['Tod Browning'],"['Lon Chaney', 'Norman Kerry', 'Joan Crawford', 'Nick De Ruiz', 'John George', 'Frank Lanning', 'Tom Amandares', 'Margaret Bert', 'Louise Emmons', 'Italia Frandi', 'Venezia Frandi', 'Polly Moran', 'Julian Rivero', 'Billy Seay', 'Dorothy Seay', 'John St. Polis']","['Alonzo', 'Malabar', 'Nanon', 'Zanzi', 'Cojo', 'Costra', ""Gypsy Running to Zanzi's Death Scene"", 'Fortune Teller', 'Gypsy Woman', 'Girl in Audience Flirting with Malabar', 'Woman in Audience', 'Landlady', 'Man in Theatre Audience', 'The Little Wolf', 'Spectator', 'Surgeon']","$217,000 (estimated)",,"$4,841",,"June 4, 1927",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],Awards 2 wins & 2 nominations total,2 wins & 2 nominations total,68 Critic reviews,Armed and dangerous,"['Body Horror', 'Dark Romance', 'Psychological Thriller', 'Drama', 'Horror', 'Romance', 'Thriller']","['None', 'English']",,,7.7,10357.0,Passed,"unrequited love,aphephobia,muscleman,armless man,circus performer",https://m.media-amazon.com/images/M/MV5BYmRiOWVlMGQtNGI4NS00ZjdmLTg3YWQtMzMzZWM4NzY1NjBmXkEyXkFqcGc@._V1_.jpg,['Tod Browning'],"['Tod Browning', 'Waldemar Young', 'Joseph Farnham']","['Lon Chaney', 'Norman Kerry', 'Joan Crawford']",68.0,None,Mild,None,Mild,Mild,,,,,,,,"['May 29, 1927: (Springfield, Missouri)', 'June 3, 1927: (Los Angeles, California)', 'July 7, 1927: (London)']","['May 29, 1927: (Springfield, Missouri)', 'June 3, 1927: (Los Angeles, California)', 'July 7, 1927: (London)']"
https://www.imdb.com/title/tt0017075/?ref_=sr_i_5,"['Marie Belloc Lowndes', 'Eliot Stannard', 'Alfred Hitchcock']",['Alfred Hitchcock'],"['June Tripp', 'Ivor Novello', 'Marie Ault', 'Arthur Chesney', 'Malcolm Keen', 'Wallace Bosco', 'Daisy Campbell', 'Maudie Dunham', 'Reginald Gardiner', 'Eve Gray', 'Alfred Hitchcock', 'Alma Reville']","['Daisy - A Mannequin', 'The Lodger', 'The Landlady', 'Her Husband', 'Joe - A Police Detective', 'Pub Customer', 'Mother', 'First Victim', 'Dancer at Ball', 'Showgirl Victim', 'Extra in Newspaper Office', 'Woman Listening to Wireless']","£12,000 (estimated)",,"$83,568",,"February 14, 1927",['United Kingdom'],"['Victoria Embankment, Westminster, London, England, UK (opening scenes)']","['Gainsborough Pictures', 'Carlyle Blackwell Productions']",,,97 Critic reviews,Vintage Hitchcock at his best.,"['Psychological Drama', 'Psychological Thriller', 'Serial Killer', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",['None'],,,7.3,15189.0,Not Rated,"serial killer,detective,lodger,angry mob,fear",https://m.media-amazon.com/images/M/MV5BMjE4OTg0ODgyNF5BMl5BanBnXkFtZTgwMDY3NTMzMjE@._V1_.jpg,['Alfred Hitchcock'],"['Marie Belloc Lowndes', 'Eliot Stannard', 'Alfred Hitchcock']","['June Tripp', 'Ivor Novello', 'Marie Ault']",92.0,None,Mild,None,Mild,Mild,,,,,,,,"['January 17, 1927: (London, premiere)', 'June 10, 1928: (New York City, New York)']","['January 17, 1927: (London, premiere)', 'June 10, 1928: (New York City, New York)']"
https://www.imdb.com/title/tt0017739/?ref_=sr_i_6,"['John Willard', 'Robert F. Hill', 'Alfred A. Cohn']",['Paul Leni'],"['Laura La Plante', 'Creighton Hale', 'Forrest Stanley', 'Tully Marshall', 'Gertrude Astor', 'Flora Finch', 'Arthur Edmund Carewe', 'Martha Mattox', 'George Siegmann', 'Lucien Littlefield', 'Hal Craig', 'Billy Engle', 'Joe Murphy']","['Annabelle West', 'Paul Jones', 'Charles Wilder', 'Roger Crosby', 'Cecily Young', 'Susan Sillsby', 'Harry Blythe', 'Mammy Pleasant', 'The Guard', 'Doctor Ira Lazar', 'Policeman', 'Taxi Driver', 'Milkman']",,,,"$709,699","September 9, 1927",['United States'],"['Universal Studios Hollywood - 1000 Universal Studios Blvd, Universal City, California, USA (Studio)']",['Universal Pictures'],Awards 1 win total,,90 Critic reviews,This Silent Is Golden,"['Whodunnit', 'Comedy', 'Horror', 'Mystery', 'Thriller']","['None', 'English']",,,7.1,3835.0,Passed,"silent film,greedy relative,sepiatone,mysterious letter,reading of a will",https://m.media-amazon.com/images/M/MV5BOTU3ZWQ3MDItZjc2Ny00NGNkLTk5NmYtZjQ2NTlkYTgwYWVkXkEyXkFqcGc@._V1_.jpg,['Paul Leni'],"['John Willard', 'Robert F. Hill', 'Alfred A. Cohn']","['Laura La Plante', 'Creighton Hale', 'Forrest Stanley']",108.0,,,,,,,,,,,,,"['August 14, 1927: (Detroit, Michigan, premiere)', 'August 20, 1927: (Montréal)']","['August 14, 1927: (Detroit, Michigan, premiere)', 'August 20, 1927: (Montréal)']"
https://www.imdb.com/title/tt0018192/?ref_=sr_i_7,['Abel Gance'],['Abel Gance'],"['Albert Dieudonné', 'Nicolas Roudenko', 'Edmond Van Daële', 'Alexandre Koubitzky', 'Antonin Artaud', 'Abel Gance', 'Gina Manès', 'Suzanne Bianchetti', 'Marguerite Gance', 'Yvette Dieudonné', 'Philippe Hériat', 'Pierre Batcheff', 'Eugénie Buffet', 'Acho Chakatouny', 'Nicolas Koline', 'Max Maxudian', 'Annabella', 'Henri Baudin']","['Napoléon Bonaparte', 'Napoléon Bonaparte enfant', 'Maximilien Robespierre', 'Georges-Jacques Danton', 'Jean-Paul Marat', 'Louis Saint-Just', 'Joséphine de Beauharnais', 'La reine Marie-Antoinette', 'Charlotte Corday', 'Élisa Bonaparte', 'Antonio Salicetti', 'Le général Lazare Hoche', 'Laetizia Bonaparte', 'Pozzo di Borgo', 'Tristan Fleuri', 'Barras', 'Violine Fleuri et Désirée Clary', 'Santo-Ricci - le berger corse']","FRF 20,000,000 (estimated)",,"$39,448",,"February 17, 1929","['France', 'Germany']","[""Domaine des Milelli, Ajaccio, Corse-du-Sud, France (Paolists' attack on Bonapartes' country house)""]","['Ciné France', 'Films Abel Gance', 'Isepa-Wengeroff Film GmbH']",Awards 4 wins total,,51 Critic reviews,"Three Cameras, Three Screens, The First Taste of Widescreen","['Docudrama', 'Epic', 'Historical Epic', 'Period Drama', 'War Epic', 'Biography', 'Drama', 'History', 'War']",['None'],,,8.2,9817.0,,"military uniform,french politics,french republic,napoleon bonaparte character,french first republic",https://m.media-amazon.com/images/M/MV5BNTM4YWFmOWMtZGRhMy00NWU4LTg5MzQtMzdlMjA0OTRiMTkyXkEyXkFqcGc@._V1_.jpg,['Abel Gance'],['Abel Gance'],"['Albert Dieudonné', 'Nicolas Roudenko', 'Edmond Van Daële']",330.0,Mild,Moderate,None,Mild,Moderate,,,,,,,,"['October 28, 1927: (Prague)', 'November 14, 1927: (version with final triptych)']","['October 28, 1927: (Prague)', 'November 14, 1927: (version with final triptych)']"
https://www.imdb.com/title/tt0018037/?ref_=sr_i_8,"['Samson Raphaelson', 'Alfred A. Cohn', 'Jack Jarmuth']",['Alan Crosland'],"['Al Jolson', 'May McAvoy', 'Warner Oland', 'Eugenie Besserer', 'Otto Lederer', 'Robert Gordon', 'Richard Tucker', 'Yossele Rosenblatt', 'Charlene Aber', 'Arline Abers', 'Jane Arden', 'Ernest Belcher', 'Violet Bird', 'Bernard B. Brown', 'Nat Carr', 'Claire Delmar', 'William Demarest', 'Neely Edwards']","['Jakie Rabinowitz', 'Mary Dale', 'The Cantor', 'Sara Rabinowitz', 'Moisha Yudelson', 'Jakie Rabinowitz - Age 13', 'Harry Lee', 'Cantor Rosenblatt - Concert Recital', 'Chorus Girl', 'Chorus Girl', 'Small Part', ""Choreographer - 'April Follies'"", 'Small Part', 'Violinist', 'Levi', 'Small Part', 'Buster Billings', 'Dance Director']","$422,000 (estimated)",,,,"February 4, 1928",['United States'],"['Los Angeles, California, USA']",['Warner Bros.'],Nominated for 1 Oscar 3 wins & 1 nomination total,3 wins & 1 nomination total,55 Critic reviews,You need to see Al Jolson in The Jazz Singer and it'll all start to make sense.,"['Drama', 'Music', 'Musical', 'Romance']","['English', 'Yiddish']",,,6.4,11978.0,Passed,"cantor,singer,new york city,jazz music,ambition",https://m.media-amazon.com/images/M/MV5BNGQ2MDdkZmUtZGIwZS00ZDg4LTliODItYTBiZDVlMDI4Nzc0XkEyXkFqcGc@._V1_.jpg,['Alan Crosland'],"['Samson Raphaelson', 'Alfred A. Cohn', 'Jack Jarmuth']","['Al Jolson', 'May McAvoy', 'Warner Oland']",88.0,None,Mild,None,Mild,Mild,,,,,,,,"['October 6, 1927: (New York City, New York, premiere)', '1928: (Berlin)']","['October 6, 1927: (New York City, New York, premiere)', '1928: (Berlin)']"
https://www.imdb.com/title/tt0018379/?ref_=sr_i_9,"['Austin Strong', 'Benjamin Glazer', 'Katherine Hilliker']",['Frank Borzage'],"['Janet Gaynor', 'Charles Farrell', 'Ben Bard', 'Albert Gran', 'David Butler', 'Marie Mosquini', 'Gladys Brockwell', 'Emile Chautard', 'George E. Stone', 'Henry Armetta', 'Lewis Borzage Sr.', 'Dolly Borzage', 'Mary Borzage', 'Sue Borzage', 'Italia Frandi', 'Venezia Frandi', 'Frankie Genardi', 'Lois Hardwick']","['Diane', 'Chico', 'Brissac', 'Boul', 'Gobin', 'Madame Gobin', 'Nana', 'Père Chevillon', 'The Rat', 'Extra', 'Streetlamp Lighter', 'Street Girl', 'Bullet Factory Worker', 'Street Girl', 'Extra', 'Extra', 'Little Boy', 'Extra']","$1,300,000 (estimated)",,,,"October 30, 1927",['United States'],"['20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA (Exterior)']","['Frank Borzage Production', 'Fox Film Corporation']",Won 3 Oscars 9 wins & 2 nominations total,9 wins & 2 nominations total,41 Critic reviews,remarkable film,"['Drama', 'Romance']","['None', 'English']",,,7.5,4713.0,,"love,presumed dead,world war one,paris france,1910s",https://m.media-amazon.com/images/M/MV5BMTk2MjUzMzk3OV5BMl5BanBnXkFtZTcwOTk1MjQxMw@@._V1_.jpg,['Frank Borzage'],"['Austin Strong', 'Benjamin Glazer', 'Katherine Hilliker']","['Janet Gaynor', 'Charles Farrell', 'Ben Bard']",110.0,None,Mild,None,Mild,Mild,,,,,,,,"['May 6, 1927: (Los Angeles, California, premiere)', 'May 25, 1927: (New York City, New York, premiere)', 'September 10, 1927: (sound version)']","['May 6, 1927: (Los Angeles, California, premiere)', 'May 25, 1927: (New York City, New York, premiere)', 'September 10, 1927: (sound version)']"
https://www.imdb.com/title/tt0018097/?ref_=sr_i_10,"['Tod Browning', 'Waldemar Young', 'Joseph Farnham']",['Tod Browning'],"['Lon Chaney', 'Marceline Day', 'Henry B. Walthall', 'Percy Williams', 'Conrad Nagel', 'Polly Moran', 'Edna Tichenor', 'Claude King', 'Andy MacLennan', 'Allan Cavan', 'Jules Cowles', 'Walter Findon', 'Fred Gamble', 'Eddie Sturgis']","['Professor Edward C. Burke', 'Lucille Balfour', 'Sir.James Hamlin', ""Williams - Balfour's Butler"", 'Arthur Hibbs', 'Miss Smithson the New Maid', 'Luna - Bat Girl', 'Roger Balfour', ""Bat Girl's Assistant"", 'Real Estate Broker', 'Gallagher', 'Burkes assistant', 'Real Estate Man', 'Burkes assistant']","$152,000 (estimated)",,,,"December 3, 1927",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,,23 Critic reviews,Tantalizing reconstruction with elegant stills gives a hint of how good the film may have been...,"['Supernatural Horror', 'Vampire Horror', 'Horror', 'Mystery', 'Thriller']",['None'],,,6.7,1587.0,Passed,"lost film,london england,reconstructed film,fiance fiancee relationship,supernatural horror",https://m.media-amazon.com/images/M/MV5BY2UwZGM1NWItMDk3Yi00MGM1LWE2ZTgtYTY5MDgxOTA1YmI5XkEyXkFqcGc@._V1_.jpg,['Tod Browning'],"['Tod Browning', 'Waldemar Young', 'Joseph Farnham']","['Lon Chaney', 'Marceline Day', 'Henry B. Walthall']",69.0,None,Mild,None,Mild,Moderate,,,,,,,,,
