Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles,budget_numeric,grossWorldWWide_numeric,gross_US_Canada_numeric,opening_weekend_numeric,profit,roi,total_wins,total_nominations,runtime_minutes,release_month,release_decade,release_weekday,cast_size,genre_count,country_count,rating_mismatch
1. Sergeant York,1941,2h 14m,Approved,7.7,20K,,"A Tennessee farmer and marksman is drafted in World War I, and struggles with his pacifist inclinations before becoming one of the most celebrated war heroes.",https://www.imdb.com/title/tt0034167/?ref_=sr_i_1,"['Abem Finkel', 'Harry Chandlee', 'Howard Koch']",['Howard Hawks'],"['Gary Cooper', 'Walter Brennan', 'Joan Leslie', 'George Tobias', 'Stanley Ridges', 'Margaret Wycherly', 'Ward Bond', 'Noah Beery Jr.', 'June Lockhart', 'Dickie Moore', 'Clem Bevans', 'Howard Da Silva', 'Charles Trowbridge', 'Harvey Stephens', 'David Bruce', 'Carl Esmond', 'Joe Sawyer', 'Pat Flaherty']","['Alvin C. York', 'Pastor Rosier Pile', 'Gracie Williams', ""'Pusher' Ross"", 'Maj. Buxton', 'Mother York', 'Ike Botkin', 'Buck Lipscomb', 'Rosie York', 'George York', 'Zeke', 'Lem', 'Cordell Hull', 'Capt. Danforth', 'Bert Thomas', 'German Major', 'Sgt. Early', 'Sgt. Harry Parsons']","$1,400,000 (estimated)",,"$16,364,924","$16,361,885","September 27, 1941",['United States'],"['Tennessee, USA']",['Warner Bros.'],Won 2 Oscars 8 wins & 10 nominations total,8 wins & 10 nominations total,48 Critic reviews,"Still a Great Classic ,Oscar winning Performance for Cooper...","['Biography', 'Drama', 'History', 'Romance', 'War']","['English', 'French', 'German']",,,7.7,20143.0,Approved,"u.s. army,world war one,soldier,widow,1910s",https://m.media-amazon.com/images/M/MV5BMzYxMTYzMTMtNjk0Yy00NjMyLWIyMjUtNjk4ZDUwMzFkNDZmXkEyXkFqcGc@._V1_.jpg,['Howard Hawks'],"['Abem Finkel', 'Harry Chandlee', 'Howard Koch']","['Gary Cooper', 'Walter Brennan', 'Joan Leslie']",134.0,,Mild,,Mild,Mild,,,,,,,,"['July 2, 1941: (New York City, New York, premiere)', 'February 23, 1942: (Johannesburg)']","['July 2, 1941: (New York City, New York, premiere)', 'February 23, 1942: (Johannesburg)']",1400000.0,16364924.0,16361885.0,,14964924.0,10.689231428571428,8.0,10.0,134.0,9.0,1940.0,Saturday,18,5,1,False
2. Citizen Kane,1941,1h 59m,PG,8.2,496K,100.0,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",https://www.imdb.com/title/tt0033467/?ref_=sr_i_2,"['Herman J. Mankiewicz', 'Orson Welles', 'Roger Q. Denny']",['Orson Welles'],"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead', 'Ruth Warrick', 'Ray Collins', 'Erskine Sanford', 'Everett Sloane', 'William Alland', 'Paul Stewart', 'George Coulouris', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan']","['Kane', 'Jedediah Leland', 'Susan Alexander Kane', 'Mary Kane', 'Emily Monroe Norton Kane', 'James W. Gettys', 'Herbert Carter', 'Mr. Bernstein', 'Jerry Thompson', 'Raymond', 'Walter Parks Thatcher', 'Matiste', 'The Headwaiter', 'Mr. Rawlston', 'Miss Anderson', ""Kane's Father"", 'Kane III', 'Kane - Age Eight']","$839,727 (estimated)",,"$1,968,788","$1,867,787","September 5, 1941",['United States'],"['Busch Gardens - S. Grove Avenue, Pasadena, California, USA (Xanadu Grounds, demolished)']","['RKO Radio Pictures', 'Mercury Productions']",Top rated movie #118 Won 1 Oscar 16 wins & 13 nominations total,16 wins & 13 nominations total,211 Critic reviews,The march of time...,"['Epic', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Drama', 'Mystery']","['English', 'Italian']",,,8.2,496297.0,PG,"newspaper publisher,drunkenness,narcissism,newspaper,mansion",https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_.jpg,['Orson Welles'],"['Herman J. Mankiewicz', 'Orson Welles', 'Roger Q. Denny']","['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore']",119.0,,Mild,,Mild,,,,,,,,,"['May 1, 1941: (New York City, New York, premiere)', 'May 6, 1941: (Chicago, Illinois)', 'May 8, 1941: (Los Angeles, California)', 'May 16, 1941: (Washington, D.C.)', 'May 19, 1941: (Boston, Massachusetts)']","['May 1, 1941: (New York City, New York, premiere)', 'May 6, 1941: (Chicago, Illinois)', 'May 8, 1941: (Los Angeles, California)', 'May 16, 1941: (Washington, D.C.)', 'May 19, 1941: (Boston, Massachusetts)']",839727.0,1968788.0,1867787.0,,1129061.0,1.3445572191914754,16.0,13.0,119.0,9.0,1940.0,Friday,18,6,1,False
3. Darshan,1941,,,6.7,13,,,https://www.imdb.com/title/tt0033516/?ref_=sr_i_3,['G. Mohanial Dave'],['Chimanlal Luhar'],"['Prem Adib', 'Jyoti', 'Bhudo Advani', 'Shaker', 'Mira', 'M. Nazir', 'Amirbai Karnataki', 'Baby Kaushalya', 'Madhusudan', 'C. Pande', 'Daya Devi', 'Pravin Kumar', 'Ram Murthy', 'K.B. Athavale', 'Bholaram']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",,"$3,360","$240,819","$66,032",1941,['India'],,['Prakash Pictures'],,,,10,['Hindi'],['Hindi'],,,6.7,13.0,,,https://m.media-amazon.com/images/M/MV5BZjlkYThiNGItYTM4My00M2RhLThhMDAtZmU4N2M3MWYwM2JhXkEyXkFqcGc@._V1_.jpg,['Chimanlal Luhar'],['G. Mohanial Dave'],"['Prem Adib', 'Jyoti', 'Bhudo Advani']",,,,,,,,,,,,,,,,,240819.0,66032.0,3360.0,,,,,,1.0,1940.0,,15,1,1,False
4. The Maltese Falcon,1941,1h 40m,Approved,7.9,175K,97.0,A San Francisco private detective is swept up in the hunt for a priceless 16th-century statuette after his partner is murdered in a seemingly ordinary tailing job.,https://www.imdb.com/title/tt0033870/?ref_=sr_i_4,"['John Huston', 'Dashiell Hammett']",['John Huston'],"['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre', 'Barton MacLane', 'Lee Patrick', 'Sydney Greenstreet', 'Ward Bond', 'Jerome Cowan', 'Elisha Cook Jr.', 'James Burke', 'Murray Alper', 'John Hamilton', 'Charles Drake', 'Chester Gan', 'Creighton Hale', 'Robert Homans', 'William Hopper']","['Samuel Spade', ""Brigid O'Shaughnessy"", 'Iva Archer', 'Joel Cairo', 'Lt. of Detectives Dundy', 'Effie Perine', 'Kasper Gutman', 'Detective Tom Polhaus', 'Miles Archer', 'Wilmer Cook', 'Luke', 'Frank Richman', 'Bryan', 'Reporter', 'Bit Part', 'Stenographer', 'Policeman', 'Reporter']","$375,000 (estimated)",,"$45,106","$18,180","October 18, 1941",['United States'],"['Bush Street, San Francisco, California, USA (death of Miles Archer)']",['Warner Bros.'],Nominated for 3 Oscars 8 wins & 4 nominations total,8 wins & 4 nominations total,178 Critic reviews,"""I Won't Play The Sap For You.""","['Film Noir', 'Hard-boiled Detective', 'Crime', 'Drama', 'Mystery', 'Romance']",['English'],,,7.9,175286.0,Approved,"private detective,directorial debut,murder,statuette,henchman",https://m.media-amazon.com/images/M/MV5BZjJhOTcwNGYtZGM3ZS00ZTYzLWJlZDYtMzllYmRkMDI4MjBkXkEyXkFqcGc@._V1_.jpg,['John Huston'],"['John Huston', 'Dashiell Hammett']","['Humphrey Bogart', 'Mary Astor', 'Gladys George']",100.0,,Mild,,Mild,Mild,,,,,,,,"['October 3, 1941: (New York City, New York, premiere)']","['October 3, 1941: (New York City, New York, premiere)']",375000.0,45106.0,18180.0,,-329894.0,-0.8797173333333334,8.0,4.0,100.0,10.0,1940.0,Saturday,18,6,1,False
5. You'll Never Get Rich,1941,1h 28m,Approved,6.7,3.3K,,"In order to cover up his philandering ways, a married Broadway producer sets one of his dancers up on a date with a chorus girl for whom he had bought a gift, but the two dancers fall in love for real.",https://www.imdb.com/title/tt0034409/?ref_=sr_i_5,"['Michael Fessier', 'Ernest Pagano']",['Sidney Lanfield'],"['Fred Astaire', 'Rita Hayworth', 'Robert Benchley', 'John Hubbard', 'Osa Massen', 'Frieda Inescort', ""Guinn 'Big Boy' Williams"", 'Donald MacBride', 'Cliff Nazarro', 'Marjorie Gateson', 'Ann Shoemaker', 'Boyd Davis', 'Thomas Lang', 'Ed Allen', 'Sam Ash', 'Bonnie Bronson', 'Lucius Brooks', 'Stanley Brown']","['Robert Curtis', 'Sheila Winthrop', 'Martin Cortland', 'Tom Barton', 'Sonya', 'Mrs. Julia Cortland', 'Kewpie Blain', 'Top Sergeant', 'Swivel Tongue', 'Aunt Louise', 'Mrs. Barton', 'Colonel Shiller', 'Grand Central Station Worker', 'Grand Central Station Worker', 'Nightclub Headwaiter', 'Chorus Girl', 'Guard House Singer - One of The Four Tones', 'Private']",,,,,"September 25, 1941",['United States'],,['Columbia Pictures'],Nominated for 2 Oscars 2 nominations total,,11 Critic reviews,"Hayworth seems a bit too ""grand"" for Astaire's self-effacing style...","['Comedy', 'Musical', 'Romance']",['English'],,,6.7,3310.0,Approved,"guardhouse,new york city,u. s. army,gunfire,reprisal",https://m.media-amazon.com/images/M/MV5BOTIyMWQ3ZWMtNThkYS00NGJiLTg3MDctNGE2NzUyMjY4MDM4XkEyXkFqcGc@._V1_.jpg,['Sidney Lanfield'],"['Michael Fessier', 'Ernest Pagano']","['Fred Astaire', 'Rita Hayworth', 'Robert Benchley']",88.0,,Mild,,Mild,,,,,,,,,"['July 20, 1942: (Johannesburg)', 'July 24, 1942: (Cape Town)']","['July 20, 1942: (Johannesburg)', 'July 24, 1942: (Cape Town)']",,,,,,,,,88.0,9.0,1940.0,Thursday,18,3,1,False
6. The Strawberry Blonde,1941,1h 39m,Approved,7.2,4.7K,86.0,"Quick-tempered yet likable Biff Grimes falls for the beautiful Virginia Brush, but he is not the only young man in the neighborhood who is smitten with her.",https://www.imdb.com/title/tt0034236/?ref_=sr_i_6,"['Julius J. Epstein', 'James Hagan']",['Raoul Walsh'],"['James Cagney', 'Olivia de Havilland', 'Rita Hayworth', 'Alan Hale', 'Jack Carson', 'George Tobias', ""Una O'Connor"", 'George Reeves', 'Lucile Fairbanks', 'Edward McNamara', 'Helen Lynd', 'Herbert Heywood', 'Herbert Anderson', 'Peter Ashley', 'Paul Barrett', 'Wade Boteler', 'George Campeau', 'Lucia Carroll']","['Biff Grimes', 'Amy Lind', 'Virginia Brush', 'Old Man Grimes', 'Hugo Barnstead', 'Nicholas Pappalas', 'Mrs. Mulcahey', 'Harold', ""Harold's Girl Friend"", 'Big Joe', 'Josephine', 'Toby', 'Girl-Chaser in Park', 'Young Man', 'Bit Part', 'Warden', 'Sailor', 'Nurse']",,,,,"February 22, 1941",['United States'],"['Stage 22, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']",['Warner Bros.'],Nominated for 1 Oscar 3 wins & 1 nomination total,3 wins & 1 nomination total,47 Critic reviews,A witty comedy that stands the test of time,"['Romantic Comedy', 'Comedy', 'Romance']",['English'],,,7.2,4725.0,Approved,"free lunch counter,sunday afternoon stroll,going steady,new york city,home delivery milk wagon",https://m.media-amazon.com/images/M/MV5BZDllNWU5ODMtODE5NS00MmQxLTgzNWEtOWE2OTIzMTRkYWFiXkEyXkFqcGc@._V1_.jpg,['Raoul Walsh'],"['Julius J. Epstein', 'James Hagan']","['James Cagney', 'Olivia de Havilland', 'Rita Hayworth']",99.0,,Mild,,Mild,,,,,,,,,"['February 12, 1941: (Hollywood, California, premiere)', 'February 21, 1941: (New York City, New York)', 'August 30, 1941: (Cape Town)', 'August 30, 1941: (Johannesburg)']","['February 12, 1941: (Hollywood, California, premiere)', 'February 21, 1941: (New York City, New York)', 'August 30, 1941: (Cape Town)', 'August 30, 1941: (Johannesburg)']",,,,,,,3.0,1.0,99.0,2.0,1940.0,Saturday,18,3,1,False
7. Dumbo,1941,1h 4m,G,7.2,152K,96.0,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",https://www.imdb.com/title/tt0033563/?ref_=sr_i_7,"['Joe Grant', 'Dick Huemer', 'Otto Englander']","['Samuel Armstrong', 'Norman Ferguson', 'Wilfred Jackson']","['Sterling Holloway', 'Edward Brophy', 'James Baskett', 'Herman Bing', 'Billy Bletcher', 'Jim Carmichael', 'Hall Johnson Choir', 'Cliff Edwards', 'Verna Felton', 'Noreen Gammill', 'Eddie Holden', 'Malcolm Hutton', 'Hall Johnson', 'Eva Kotina', 'James MacDonald', 'Harold Manley', 'John McLeish', 'Jack Mercer']","['Mr. Stork', 'Timothy Q. Mouse', 'Fats Crow', 'The Ringmaster', 'Clown', 'Dopey Crow', 'Crows', 'Dandy Crow', 'The Elephant Matriarch', 'Catty the Elephant', 'Clown', 'Skinny', 'Deacon Crow', 'Circus Animals', 'Roaring Lion', 'Boy', 'Narrator', 'Clowns']","$950,000 (estimated)",,"$112,581",,"October 31, 1941",['United States'],"['Walt Disney Studios - 500 S. Buena Vista Street, Burbank, California, USA (Studio)']","['Walt Disney Animation Studios', 'Walt Disney Productions']",Won 1 Oscar 6 wins & 1 nomination total,6 wins & 1 nomination total,144 Critic reviews,Good! I still don't enjoy it though,"['Animal Adventure', 'Hand-Drawn Animation', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",['English'],,,7.2,151651.0,G,"circus,elephant,mother son relationship,mouse,clown",https://m.media-amazon.com/images/M/MV5BNzIzZWZmM2ItNGMzOC00MGFiLTgxODgtNTQ2Mzk3ZWE1MzYxXkEyXkFqcGc@._V1_.jpg,"['Samuel Armstrong', 'Norman Ferguson', 'Wilfred Jackson']","['Joe Grant', 'Dick Huemer', 'Otto Englander']","['Sterling Holloway', 'Edward Brophy', 'James Baskett']",64.0,,Mild,,Mild,Mild,,,,,,,,"['October 23, 1941: (New York City, New York, premiere)', 'December 21, 1941: (London)']","['October 23, 1941: (New York City, New York, premiere)', 'December 21, 1941: (London)']",950000.0,112581.0,,,-837419.0,-0.8814936842105263,6.0,1.0,64.0,10.0,1940.0,Friday,18,8,1,False
8. Suspicion,1941,1h 39m,Approved,7.2,46K,74.0,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.",https://www.imdb.com/title/tt0034248/?ref_=sr_i_8,"['Samson Raphaelson', 'Joan Harrison', 'Alma Reville']",['Alfred Hitchcock'],"['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke', 'Nigel Bruce', 'May Whitty', 'Isabel Jeans', 'Heather Angel', 'Auriol Lee', 'Reginald Sheffield', 'Leo G. Carroll', 'Neset Berküren', 'Billy Bevan', 'Faith Brook', 'Violet Campbell', 'Leonard Carey', 'David Clyde', 'Clyde Cook', 'Alec Craig']","['Johnnie Aysgarth', 'Lina McLaidlaw', 'General McLaidlaw', 'Beaky', 'Mrs. McLaidlaw', 'Mrs. Newsham', 'Ethel - Maid', 'Isobel Sedbusk', 'Reggie Wetherby', 'Captain Melbeck', 'Max', 'Ticket Taker', 'Alice Barham', 'Mrs. Barham', 'Burton', 'Trunk Man', 'Photographer', 'Hogarth Club Desk Clerk']","$1,103,000 (estimated)",,$19,,"November 14, 1941",['United States'],"['Big Sur, California, USA (""Tangmere-by-the-sea"" coast sea-cliff scenes)']",['RKO Radio Pictures'],Won 1 Oscar 7 wins & 2 nominations total,7 wins & 2 nominations total,119 Critic reviews,Suspicious Minds,"['Film Noir', 'Psychological Thriller', 'Whodunnit', 'Drama', 'Mystery', 'Thriller']",['English'],,,7.2,45593.0,Approved,"borrowing money,woman in jeopardy,based on novel,suspicion,debt",https://m.media-amazon.com/images/M/MV5BZmU4OGNiNjctMDllZS00MDQwLWJiZDYtYjE2MmQzNGE1NjdjXkEyXkFqcGc@._V1_.jpg,['Alfred Hitchcock'],"['Samson Raphaelson', 'Joan Harrison', 'Alma Reville']","['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke']",99.0,,,,Mild,Mild,,,,,,,,"['November 8, 1941: (Miami - Sneak Preview)', 'November 9, 1941: (Ludington, Michigan)']","['November 8, 1941: (Miami - Sneak Preview)', 'November 9, 1941: (Ludington, Michigan)']",1103000.0,19.0,,,-1102981.0,-0.9999827742520399,7.0,2.0,99.0,11.0,1940.0,Friday,18,6,1,False
9. Sullivan's Travels,1941,1h 30m,Approved,7.9,31K,89.0,A Hollywood director sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.,https://www.imdb.com/title/tt0034240/?ref_=sr_i_9,['Preston Sturges'],['Preston Sturges'],"['Joel McCrea', 'Veronica Lake', 'Robert Warwick', 'William Demarest', 'Franklin Pangborn', 'Porter Hall', 'Byron Foulger', 'Margaret Hayes', 'Robert Greig', 'Eric Blore', 'Torben Meyer', 'Victor Potel', 'Richard Webb', 'Charles R. Moore', 'Almira Sessions', 'Esther Howard', 'Frank Moran', 'Georges Renavent']","['John L. Sullivan', 'The Girl', 'Mr. LeBrand', 'Mr. Jones', 'Mr. Casalsis', 'Mr. Hadrian', 'Mr. Valdelle', 'Secretary', ""Sullivan's Butler"", ""Sullivan's Valet"", 'The Doctor', 'Cameraman', 'Radio Man', 'Colored Chef', 'Ursula', 'Miz Zeffie', 'Tough Chauffeur', 'Old Tramp']","$689,665 (estimated)",,"$10,390",,"February 6, 1942",['United States'],"['Paramount Ranch - 2813 Cornell Road, Agoura, California, USA']",['Paramount Pictures'],Awards 2 wins total,,94 Critic reviews,"Laughter, A Precious Commodity In This Cockeyed Caravan","['Romantic Comedy', 'Satire', 'Screwball Comedy', 'Showbiz Drama', 'Slapstick', 'Adventure', 'Comedy', 'Drama', 'Romance']",['English'],,,7.9,31141.0,Approved,"national film registry,falling from a train,minister,railyard,hobo",https://m.media-amazon.com/images/M/MV5BYmMyYjBmMzAtOWUzOC00YjU2LThmYTgtY2ZhMjM0MWM5MWI5XkEyXkFqcGc@._V1_.jpg,['Preston Sturges'],['Preston Sturges'],"['Joel McCrea', 'Veronica Lake', 'Robert Warwick']",90.0,,Mild,,Mild,Mild,,,,,,,,"['December 29, 1941: (Jackson, Tennessee)', 'January 3, 1942: (London)', 'January 15, 1942: (Detroit, Michigan)', 'January 22, 1942: (Boston, Massachusetts)']","['December 29, 1941: (Jackson, Tennessee)', 'January 3, 1942: (London)', 'January 15, 1942: (Detroit, Michigan)', 'January 22, 1942: (Boston, Massachusetts)']",689665.0,10390.0,,,-679275.0,-0.9849347146803158,,,90.0,2.0,1940.0,Friday,18,9,1,False
10. How Green Was My Valley,1941,1h 58m,Approved,7.7,30K,88.0,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",https://www.imdb.com/title/tt0033729/?ref_=sr_i_10,"['Philip Dunne', 'Richard Llewellyn']",['John Ford'],"['Walter Pidgeon', ""Maureen O'Hara"", 'Anna Lee', 'Donald Crisp', 'Roddy McDowall', 'John Loder', 'Sara Allgood', 'Barry Fitzgerald', 'Patric Knowles', 'Welsh Singers', 'Morton Lowry', 'Arthur Shields', 'Ann E. Todd', 'Frederick Worlock', 'Richard Fraser', 'Evan S. Evans', 'James Monks', 'Rhys Williams']","['Mr. Gruffydd', 'Angharad Morgan', 'Bronwyn', 'Mr. Gwilym Morgan', 'Huw Morgan', 'Ianto Morgan', 'Mrs. Beth Morgan', 'Cyfartha', 'Ivor Morgan', 'Singers', 'Mr. Jonas', 'Mr. Parry', 'Ceinwen', 'Dr. Richards', 'Davy Morgan', 'Gwilym Morgan Jr.', 'Owen Morgan', 'Dai Bando']","$1,250,000 (estimated)",,$865,,"January 29, 1942",['United States'],"['Santa Monica Mountains, Los Angeles, California, USA']",['20th Century Fox'],Won 5 Oscars 19 wins & 6 nominations total,19 wins & 6 nominations total,94 Critic reviews,A Family Film In Every Sense Of The Word.,"['Coming-of-Age', 'Period Drama', 'Drama', 'Family']","['English', 'Welsh']",,,7.7,29548.0,Approved,"coal miner,coal mine,based on novel,national film registry,coal",https://m.media-amazon.com/images/M/MV5BMTRjMWI5MGUtOTVjYy00NjZmLWI3MjctNDFmZjA0ZWJiNmZkXkEyXkFqcGc@._V1_.jpg,['John Ford'],"['Philip Dunne', 'Richard Llewellyn']","['Walter Pidgeon', 'Maureen O&apos;Hara', 'Anna Lee']",118.0,,Mild,,Mild,Mild,,,,,,,,"['October 28, 1941: (New York City, New York, premiere)', 'November 26, 1941: (Scranton, Pennsylvania)', 'November 26, 1941: (Wilkes-Barre, Pennsylvania)', 'January 8, 1942: (Los Angeles, California)']","['October 28, 1941: (New York City, New York, premiere)', 'November 26, 1941: (Scranton, Pennsylvania)', 'November 26, 1941: (Wilkes-Barre, Pennsylvania)', 'January 8, 1942: (Los Angeles, California)']",1250000.0,865.0,,,-1249135.0,-0.999308,19.0,6.0,118.0,1.0,1940.0,Thursday,18,4,1,False
