Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles,budget_numeric,grossWorldWWide_numeric,gross_US_Canada_numeric,opening_weekend_numeric,profit,roi,total_wins,total_nominations,runtime_minutes,release_month,release_decade,release_weekday,cast_size,genre_count,country_count,rating_mismatch
1. The 39 Steps,1935,1h 26m,Approved,7.6,67K,93.0,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information.",https://www.imdb.com/title/tt0026029/?ref_=sr_i_1,"['John Buchan', 'Charles Bennett', 'Ian Hay']",['Alfred Hitchcock'],"['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim', 'Godfrey Tearle', 'Peggy Ashcroft', 'John Laurie', 'Helen Haye', 'Frank Cellier', 'Wylie Watson', 'Gus McNaughton', 'Jerry Verno', 'Peggy Simpson', 'Ivor Barnard', 'Charles Bennett', 'Noel Birkin', 'Ex-Det. Sergt. Bishop', 'Wallace Bosco', 'Matthew Boulton']","['Hannay', 'Pamela', 'Miss Smith', 'Professor Jordan', ""Crofter's Wife"", 'Crofter', 'Mrs. Jordan', 'The Sheriff', 'Memory', 'Commercial Traveller', 'Commercial Traveller', 'Maid', 'Political Meeting Chairman', 'Second Passerby Near the Bus', 'Minor Role', 'Police Sergeant', 'Palladium Doorman', 'Fake Police Officer']","£50,000 (estimated)",,"$100,948",,"July 31, 1935",['United Kingdom'],"[""Glen Coe, Highland, Scotland, UK (Hannay arrives at Professor Jordan's home)""]",['Gaumont British Picture Corporation'],Awards 3 wins & 1 nomination total,3 wins & 1 nomination total,137 Critic reviews,"Hitchcock's famous ""man-on-the-run"" thriller...","['Conspiracy Thriller', 'Spy', 'Suspense Mystery', 'Whodunnit', 'Crime', 'Mystery', 'Thriller']",['English'],,,7.6,66529.0,Approved,"on the run,macguffin,female spy,military secret,british noir",https://m.media-amazon.com/images/M/MV5BMTY5ODAzMTcwOF5BMl5BanBnXkFtZTcwMzYxNDYyNA@@._V1_.jpg,['Alfred Hitchcock'],"['John Buchan', 'Charles Bennett', 'Ian Hay']","['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim']",86.0,,Mild,,Mild,Mild,,,,,,,,"['June 6, 1935: (London)']","['June 6, 1935: (London)']",50000.0,100948.0,,,,,3.0,1.0,86.0,7.0,1930.0,Wednesday,18,7,1,False
2. Bride of Frankenstein,1935,1h 15m,Approved,7.8,59K,95.0,"Mary Shelley reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate.",https://www.imdb.com/title/tt0026138/?ref_=sr_i_2,"['Mary Shelley', 'William Hurlbut', 'John L. Balderston']",['James Whale'],"['Boris Karloff', 'Elsa Lanchester', 'Colin Clive', 'Valerie Hobson', 'Ernest Thesiger', 'Gavin Gordon', 'Douglas Walton', ""Una O'Connor"", 'E.E. Clive', 'Lucien Prival', 'O.P. Heggie', 'Dwight Frye', 'Reginald Barlow', 'Mary Gordon', 'Anne Darling', 'Ted Billings', 'Robert Adair', 'Norman Ainsley']","['The Monster', 'Mary Wollstonecraft Shelley', 'Henry Frankenstein', 'Elizabeth', 'Doctor Pretorius', 'Lord Byron', 'Percy Bysshe Shelley', 'Minnie', 'Burgomaster', 'Butler', 'Hermit', 'Karl', 'Hans', ""Hans' Wife"", 'Shepherdess', 'Ludwig', 'Hunter in Woods', 'Archbishop']","$397,024 (estimated)",,"$15,091",,"May 6, 1935",['United States'],"['Court of Miracles, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA']",['Universal Pictures'],Nominated for 1 Oscar 6 wins & 4 nominations total,6 wins & 4 nominations total,136 Critic reviews,The best of all Frankenstein films!,"['Body Horror', 'Monster Horror', 'Psychological Horror', 'Tragedy', 'Drama', 'Horror', 'Sci-Fi']",['English'],,,7.8,59310.0,Approved,"sequel,mad scientist,laboratory,miniature person,monster",https://m.media-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@._V1_.jpg,['James Whale'],"['Mary Shelley', 'William Hurlbut', 'John L. Balderston']","['Boris Karloff', 'Elsa Lanchester', 'Colin Clive']",75.0,,Mild,,Mild,Mild,,,,,,,,"['April 19, 1935: (Chicago, Illinois, premiere)', 'April 19, 1935: (Portland, Oregon)', 'April 19, 1935: (San Francisco, California)', 'April 20, 1935: (limited)']","['April 19, 1935: (Chicago, Illinois, premiere)', 'April 19, 1935: (Portland, Oregon)', 'April 19, 1935: (San Francisco, California)', 'April 20, 1935: (limited)']",397024.0,15091.0,,,-381933.0,-0.9619897033932457,6.0,4.0,75.0,5.0,1930.0,Monday,18,7,1,False
3. Mutiny on the Bounty,1935,2h 12m,Approved,7.6,27K,87.0,"First mate Fletcher Christian leads a revolt against his sadistic commander, Captain Bligh, in this classic seafaring adventure, based on the real-life 1789 mutiny.",https://www.imdb.com/title/tt0026752/?ref_=sr_i_3,"['Talbot Jennings', 'Jules Furthman', 'Carey Wilson']",['Frank Lloyd'],"['Charles Laughton', 'Clark Gable', 'Franchot Tone', 'Herbert Mundin', 'Eddie Quillan', 'Dudley Digges', 'Donald Crisp', 'Henry Stephenson', 'Francis Lister', 'Spring Byington', 'Movita', 'Mamo Clark', 'Byron Russell', 'Percy Waram', 'David Torrence', 'John Harrington', 'Douglas Walton', 'Ian Wolfe']","['Captain Bligh', 'Fletcher Christian', 'Roger Byam', 'Smith', 'Ellison', 'Bacchus', 'Burkitt', 'Sir Joseph Banks', 'Captain Nelson', 'Mrs. Byam', 'Tehani', 'Maimiti', 'Quintal', 'Coleman', 'Lord Hood', 'Mr. Purcell', 'Stewart', 'Maggs']","$1,950,000 (estimated)",,"$4,901",,"January 12, 1936",['United States'],"['Gloucester, Massachusetts, USA']",['Metro-Goldwyn-Mayer (MGM)'],Won 1 Oscar 8 wins & 7 nominations total,8 wins & 7 nominations total,59 Critic reviews,The sentimental favorite version.,"['Sea Adventure', 'Adventure', 'Biography', 'Drama', 'History', 'Romance']","['English', 'Polynesian']",,,7.6,26849.0,Approved,"sailing ship,british seaman,1780s,implied sex,mutiny",https://m.media-amazon.com/images/M/MV5BYmY0ZWE0MDQtOTE5My00Yjg4LTg4NjEtODhjNzZkYzM2MWMxXkEyXkFqcGc@._V1_.jpg,['Frank Lloyd'],"['Talbot Jennings', 'Jules Furthman', 'Carey Wilson']","['Charles Laughton', 'Clark Gable', 'Franchot Tone']",132.0,Mild,Mild,,Mild,Mild,,,,,,,,"['November 8, 1935: (New York City, New York, premiere)', 'November 22, 1935: (Los Angeles, California)', 'December 23, 1935: (Johannesburg)']","['November 8, 1935: (New York City, New York, premiere)', 'November 22, 1935: (Los Angeles, California)', 'December 23, 1935: (Johannesburg)']",1950000.0,4901.0,,,-1945099.0,-0.9974866666666666,8.0,7.0,132.0,1.0,1930.0,Sunday,18,6,1,False
4. Top Hat,1935,1h 41m,Approved,7.7,22K,93.0,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",https://www.imdb.com/title/tt0027125/?ref_=sr_i_4,"['Dwight Taylor', 'Allan Scott', 'Sándor Faragó']",['Mark Sandrich'],"['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton', 'Erik Rhodes', 'Eric Blore', 'Helen Broderick', 'Robert Adair', 'Lucille Ball', 'Tito Blasco', 'William A. Boardway', 'Tom Brandon', 'Roy Brent', 'Tex Brodus', 'Pokey Champion', 'Phyllis Coghlan', 'Gino Corrado', 'Tom Costello', 'Lorinne Crawford']","['Jerry Travers', 'Dale Tremont', 'Horace Hardwick', 'Alberto Beddini', 'Bates', 'Madge Hardwick', 'London Hotel Clerk', 'Flower Clerk', 'Minor Role', 'Club Member', 'Minor Role', 'Minor Role', 'Hotel Guest', 'Dancer', 'Dancer', 'Venice Hotel Manager', 'Minor Role', 'Dancer']","$609,000 (estimated)",,"$15,092",,"September 6, 1935",['United States'],"['Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA (Studio)']",['RKO Radio Pictures'],Nominated for 4 Oscars 7 wins & 6 nominations total,7 wins & 6 nominations total,45 Critic reviews,Fancy Free,"['Classic Musical', 'Comedy', 'Musical', 'Romance']","['English', 'Italian']",,,7.7,22277.0,Approved,"tap dancing,mistaken identity,ballroom dancing,singer,hotel",https://m.media-amazon.com/images/M/MV5BYzUzZWE4NzctYzlkYS00NDkwLTljYjMtNWQwMDY4NGExZmJkXkEyXkFqcGc@._V1_.jpg,['Mark Sandrich'],"['Dwight Taylor', 'Allan Scott', 'Sándor Faragó']","['Fred Astaire', 'Ginger Rogers', 'Edward Everett Horton']",101.0,,,,Mild,,,['Trudy Wellman'],,,,,,"['August 12, 1935: (Los Angeles, California, premiere)', 'August 29, 1935: (New York City, New York)', 'October 8, 1935: (London)']","['August 12, 1935: (Los Angeles, California, premiere)', 'August 29, 1935: (New York City, New York)', 'October 8, 1935: (London)']",609000.0,15092.0,,,-593908.0,-0.9752183908045977,7.0,6.0,101.0,9.0,1930.0,Friday,18,4,1,False
5. Captain Blood,1935,1h 59m,Approved,7.7,17K,89.0,"After treating a Monmouth rebel against King James II in 1680s England, a young Irish doctor is exiled as a slave to Jamaica where he captures a Spanish galleon and becomes the most feared pirate of the Caribbean.",https://www.imdb.com/title/tt0026174/?ref_=sr_i_5,"['Rafael Sabatini', 'Casey Robinson']",['Michael Curtiz'],"['Errol Flynn', 'Olivia de Havilland', 'Lionel Atwill', 'Basil Rathbone', 'Ross Alexander', 'Guy Kibbee', 'Henry Stephenson', 'Robert Barrat', 'Hobart Cavanaugh', 'Donald Meek', 'Jessie Ralph', 'Forrester Harvey', 'Frank McGlynn Sr.', 'Holmes Herbert', 'David Torrence', 'J. Carrol Naish', 'Pedro de Cordoba', 'George Hassell']","['Peter Blood', 'Arabella Bishop', 'Colonel Bishop', 'Levasseur', 'Jeremy Pitt', 'Hagthorpe', 'Lord Willoughby', 'Wolverstone', 'Dr. Bronson', 'Dr. Whacker', 'Mrs. Barlow', 'Honesty Nuttall', 'Rev. Ogle', 'Capt. Gardner', 'Andrew Baynes', 'Cahusac', 'Don Diego', 'Governor Steed']","$1,200,000 (estimated)",,,,"December 28, 1935",['United States'],"['Three Arch Bay, California, USA']","['Cosmopolitan Productions', 'First National Pictures']",Nominated for 5 Oscars 3 wins & 5 nominations total,3 wins & 5 nominations total,70 Critic reviews,The Greatest Pirate Film to Date,"['Action Epic', 'Adventure Epic', 'Historical Epic', 'Romantic Epic', 'Sea Adventure', 'Swashbuckler', 'Action', 'Adventure', 'History', 'Romance']","['English', 'French']",,,7.7,17452.0,Approved,"pirate,naval battle,swashbuckler,gout,sea adventure",https://m.media-amazon.com/images/M/MV5BMjMwNDc1MzMyNV5BMl5BanBnXkFtZTgwODUzMjU1MzE@._V1_.jpg,['Michael Curtiz'],"['Rafael Sabatini', 'Casey Robinson']","['Errol Flynn', 'Olivia de Havilland', 'Lionel Atwill']",119.0,,Mild,,Mild,Mild,,,,,,,,"['December 19, 1935: (premiere)', 'December 26, 1935: (New York City, New York)']","['December 19, 1935: (premiere)', 'December 26, 1935: (New York City, New York)']",1200000.0,,,,,,3.0,5.0,119.0,12.0,1930.0,Saturday,18,10,1,False
6. A Night at the Opera,1935,1h 36m,Approved,7.8,37K,,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,https://www.imdb.com/title/tt0026778/?ref_=sr_i_6,"['George S. Kaufman', 'Morrie Ryskind', 'James Kevin McGuinness']","['Sam Wood', 'Edmund Goulding']","['Groucho Marx', 'Chico Marx', 'Harpo Marx', 'Kitty Carlisle', 'Allan Jones', 'Walter Woolf King', 'Sig Ruman', 'Margaret Dumont', 'Edward Keane', ""Robert Emmett O'Connor"", 'Enrique Acosta', 'Harry Adams', 'Harry Allen', 'Sam Appel', 'King Baggot', 'Marion Bell', 'Edna Bennett', 'Dolly Blackburn']","['Otis B. Driftwood', 'Fiorello', 'Tomasso', 'Rosa Castaldi', 'Riccardo Barone', 'Rudolfo Lassparri', 'Herman Gottlieb', 'Mrs. Claypool', ""Ship's Captain"", 'Police Sergeant Henderson', 'Nightclub Guest', 'Opera Spectator', 'Doorman', 'Dungeon Guard', 'Dignitary', ""Lady looking for 'Aunt Minnie'"", 'Maid', 'Little Girl watching Tomasso play']",,,"$10,150",,"November 15, 1935",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],Awards 3 wins total,,55 Critic reviews,Marx Bros. Masterpiece,"['Farce', 'Satire', 'Slapstick', 'Comedy', 'Music', 'Musical']","['English', 'Italian']",,,7.8,36630.0,Approved,"marx brothers,harp,national film registry,mallet,trunk",https://m.media-amazon.com/images/M/MV5BMTYyNjgwMDg4NF5BMl5BanBnXkFtZTgwNTQ5MTM4MTE@._V1_.jpg,"['Sam Wood', 'Edmund Goulding']","['George S. Kaufman', 'Morrie Ryskind', 'James Kevin McGuinness']","['Groucho Marx', 'Chico Marx', 'Harpo Marx']",96.0,,,,Mild,,,,,,,,,"['November 1, 1935: (Baltimore, Maryland, premiere)', 'November 1, 1935: (St. Louis, Missouri, premiere)']","['November 1, 1935: (Baltimore, Maryland, premiere)', 'November 1, 1935: (St. Louis, Missouri, premiere)']",,10150.0,,,,,,,96.0,11.0,1930.0,Friday,18,6,1,False
7. The Informer,1935,1h 31m,Approved,7.3,7.9K,65.0,"In 1922, an Irish rebel informs on his friend, then feels doom closing in.",https://www.imdb.com/title/tt0026529/?ref_=sr_i_7,"['Dudley Nichols', ""Liam O'Flaherty""]",['John Ford'],"['Victor McLaglen', 'Heather Angel', 'Preston Foster', 'Margot Grahame', 'Wallace Ford', ""Una O'Connor"", 'J.M. Kerrigan', 'Joe Sawyer', 'Neil Fitzgerald', 'Donald Meek', ""D'Arcy Corrigan"", 'Leo McCabe', 'Steve Pendleton', 'Francis Ford', 'May Boley', 'Grizelda Hervey', ""Denis O'Dea"", 'Frank Baker']","['Gypo Nolan', 'Mary McPhillip', 'Dan Gallagher', 'Katie Madden', 'Frankie McPhillip', 'Mrs. McPhillip', 'Terry', 'Barty Mulholland', 'Tommy Connor', 'Peter Mulligan', 'The Blind Man', 'Donahue', 'Dennis Daly', ""'Judge' Flynn"", 'Madame Betty', 'English Girl', 'Street Singer', 'Small Role']","$243,000 (estimated)",,,,"May 24, 1935",['United States'],"['RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA (Studio)']",['RKO Radio Pictures'],Won 4 Oscars 13 wins & 4 nominations total,13 wins & 4 nominations total,38 Critic reviews,A Flannelmouth Fool,"['Crime', 'Drama']",['English'],,,7.3,7894.0,Approved,"1920s,guilt,prostitute,betrayal,national film registry",https://m.media-amazon.com/images/M/MV5BMjZlMTQxZWYtN2Y4OS00NDdlLTk4MTYtOTQ2Mjg1YzM5MTMzXkEyXkFqcGc@._V1_.jpg,['John Ford'],"['Dudley Nichols', 'Liam O&apos;Flaherty']","['Victor McLaglen', 'Heather Angel', 'Preston Foster']",91.0,,Mild,,Moderate,Mild,,,,,,,,"['May 8, 1935: (San Francisco, California, premiere)', 'May 9, 1935: (Boston, Massachusetts)', 'May 9, 1935: (New York City, New York)', 'May 10, 1935: (Chicago, Illinois)']","['May 8, 1935: (San Francisco, California, premiere)', 'May 9, 1935: (Boston, Massachusetts)', 'May 9, 1935: (New York City, New York)', 'May 10, 1935: (Chicago, Illinois)']",243000.0,,,,,,13.0,4.0,91.0,5.0,1930.0,Friday,18,2,1,False
8. A Tale of Two Cities,1935,2h 8m,Approved,7.8,7K,87.0,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amidst the turmoil of the French Revolution.",https://www.imdb.com/title/tt0027075/?ref_=sr_i_8,"['Charles Dickens', 'W.P. Lipscomb', 'S.N. Behrman']","['Jack Conway', 'Robert Z. Leonard']","['Ronald Colman', 'Elizabeth Allan', 'Edna May Oliver', 'Reginald Owen', 'Basil Rathbone', 'Blanche Yurka', 'Henry B. Walthall', 'Donald Woods', 'Walter Catlett', 'Fritz Leiber', 'H.B. Warner', 'Mitchell Lewis', 'Claude Gillingwater', 'Billy Bevan', 'Isabel Jewell', 'Lucille La Verne', 'Tully Marshall', 'Fay Chaldecott']","['Sydney Carton', 'Lucie Manette', 'Miss Pross', 'C.J. Stryver', 'Marquis St. Evrémonde', 'Madame Therese De Farge', 'Dr. Manette', 'Charles Darnay', 'Barsad', 'Gaspard', 'Gabelle', 'Ernest De Farge', 'Jarvis Lorry Jr.', 'Jerry Cruncher', 'Seamstress', 'The Vengeance', 'Woodcutter', 'Lucie as a Child']","$1,232,000 (estimated)",,,,"December 25, 1935",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio, Waterfront Street)']",['Metro-Goldwyn-Mayer (MGM)'],Nominated for 2 Oscars 2 wins & 2 nominations total,2 wins & 2 nominations total,18 Critic reviews,"why, Why, WHY!","['Period Drama', 'Drama', 'History', 'Romance']",['English'],,,7.8,6959.0,Approved,"french revolution,18th century,based on novel,knitting,murder",https://m.media-amazon.com/images/M/MV5BMTcxODdmNmYtNGNlNi00MDMxLWIyM2ItYThkNjdkYmQwZjBkXkEyXkFqcGc@._V1_.jpg,"['Jack Conway', 'Robert Z. Leonard']","['Charles Dickens', 'W.P. Lipscomb', 'S.N. Behrman']","['Ronald Colman', 'Elizabeth Allan', 'Edna May Oliver']",128.0,,Moderate,,Mild,Mild,,,,,,,,"['December 15, 1935: (New York City, New York, premiere)']","['December 15, 1935: (New York City, New York, premiere)']",1232000.0,,,,,,2.0,2.0,128.0,12.0,1930.0,Wednesday,18,4,1,False
9. David Copperfield,1935,2h 10m,Approved,7.3,5.2K,91.0,A gentle orphan discovers life and love in an indifferent adult world.,https://www.imdb.com/title/tt0026266/?ref_=sr_i_9,"['Charles Dickens', 'Hugh Walpole', 'Howard Estabrook']",['George Cukor'],"['Freddie Bartholomew', 'Frank Lawton', 'Edna May Oliver', 'Elizabeth Allan', 'Jessie Ralph', 'Harry Beresford', 'Hugh Walpole', 'Basil Rathbone', 'Herbert Mundin', 'John Buckler', 'Fay Chaldecott', ""Una O'Connor"", 'Lionel Barrymore', 'Violet Kemble Cooper', 'Elsa Lanchester', 'Jean Cadell', 'W.C. Fields', 'Lennox Pawle']","['David, the Child', 'David, the Man', 'Aunt Betsey', 'Mrs. Copperfield', 'Nurse Peggotty', 'Dr. Chillip', 'The Vicar', 'Mr. Murdstone', 'Barkis', 'Ham', ""Little Em'ly, the Child"", 'Mrs. Gummidge', 'Dan Peggotty', 'Jane Murdstone', 'Clickett', 'Mrs. Micawber', 'Micawber', 'Mr. Dick']",,,$102,,"June 20, 1935",['United States'],"['England, UK (David Walking to Canterbury)']",['Metro-Goldwyn-Mayer (MGM)'],Nominated for 3 Oscars 3 wins & 4 nominations total,3 wins & 4 nominations total,30 Critic reviews,Better By Halves,"['Period Drama', 'Adventure', 'Drama', 'Family', 'Romance']",['English'],,,7.3,5156.0,Approved,"19th century,stepfather,child abuse,marriage,orphan",https://m.media-amazon.com/images/M/MV5BM2NlZDYwM2EtNmUzNy00M2QyLWE3MTUtNjUyZDE2ZjRiNmRhXkEyXkFqcGc@._V1_.jpg,['George Cukor'],"['Charles Dickens', 'Hugh Walpole', 'Howard Estabrook']","['Freddie Bartholomew', 'Frank Lawton', 'Edna May Oliver']",130.0,,,,,,,,,,,,,"['January 18, 1935: (New York City, New York)', 'September 1, 1935: (Venice Film Festival)']","['January 18, 1935: (New York City, New York)', 'September 1, 1935: (Venice Film Festival)']",,102.0,,,,,3.0,4.0,130.0,6.0,1930.0,Thursday,18,5,1,False
10. Sylvia Scarlett,1935,1h 35m,Approved,6.2,4.9K,,"When her father decides to flee to England, young Sylvia Scarlett must become Sylvester Scarlett and protect her father every step of the way, with the questionable help of plenty others.",https://www.imdb.com/title/tt0027067/?ref_=sr_i_10,"['Gladys Unger', 'John Collier', 'Mortimer Offner']",['George Cukor'],"['Katharine Hepburn', 'Cary Grant', 'Brian Aherne', 'Edmund Gwenn', 'Robert Adair', 'Bunny Beatty', 'May Beatty', 'Daisy Belmore', 'Carmen Beretta', 'Nina Borget', 'Thomas Braidon', 'Elsa Buchanan', 'Colin Campbell', 'James Carlisle', 'Patricia Caron', 'Harold Cheevers', 'E.E. Clive', 'Edward Cooper']","['Sylvia Scarlett a.k.a. Sylvester', 'Jimmy Monkley', 'Michael Fane', 'Henry Scarlett', 'Turnkey', 'Maid', 'Older Woman on Ship', 'Fat Woman on Beach', 'Woman', 'Minor Role', 'Minor Role', 'Minor Role', 'Minor Role', 'Park Scam Onlooker', 'Minor Role', 'Bobby', 'Customs Inspector', 'Customs Inspector']","$641,000 (estimated)",,,,"January 3, 1936",['United States'],"['Leo Carrillo State Beach - 35000 W. Pacific Coast Highway, Malibu, California, USA']",['RKO Radio Pictures'],Awards 1 win total,,37 Critic reviews,"It's a Boy, It's a Girl, It's Katharine Hepburn","['Comedy', 'Drama', 'Romance']","['English', 'French']",,,6.2,4897.0,Approved,"woman dresses as a man,alliteration in title,two word title,f rated,character name as title",https://m.media-amazon.com/images/M/MV5BNGVjYThmMTMtYWE3YS00MGE5LWIxNjAtYzM5ZDBhNzQzODkwXkEyXkFqcGc@._V1_.jpg,['George Cukor'],"['Gladys Unger', 'John Collier', 'Mortimer Offner']","['Katharine Hepburn', 'Cary Grant', 'Brian Aherne']",95.0,,,,,,"['Katharine Hepburn', 'Cary Grant', 'Brian Aherne', 'Edmund Gwenn']",,,,,,,"['December 25, 1935: (limited)', 'December 25, 1935: (Boston, Massachusetts)', 'December 25, 1935: (Detroit, Michigan)', 'December 25, 1935: (Los Angeles, California)', 'December 25, 1935: (Washington, D.C.)']","['December 25, 1935: (limited)', 'December 25, 1935: (Boston, Massachusetts)', 'December 25, 1935: (Detroit, Michigan)', 'December 25, 1935: (Los Angeles, California)', 'December 25, 1935: (Washington, D.C.)']",641000.0,,,,,,,,95.0,1.0,1930.0,Friday,18,3,1,False
