Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt2103281/?ref_=sr_t_11,170000000,710644566,208545589,72611427,['Matt Reeves'],"['Mark Bomback', 'Rick Jaffa', 'Amanda Silver']","['Gary Oldman', 'Keri Russell', 'Andy Serkis']","['Dystopian Sci-Fi', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']","['United States', 'United Kingdom', 'Canada']","['Vancouver, British Columbia, Canada']","['Twentieth Century Fox', 'Chernin Entertainment', 'Ingenious Media']","['English', 'American Sign Language']",0,48,1,2014
https://www.imdb.com/title/tt1872181/?ref_=sr_t_12,200000000,716891708,203605622,91608337,['Marc Webb'],"['Alex Kurtzman', 'Roberto Orci', 'Jeff Pinkner']","['Andrew Garfield', 'Emma Stone', 'Jamie Foxx']","['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Rochester, New York, USA']","['Columbia Pictures', 'Marvel Entertainment', 'Avi Arad Productions']",['English'],0,30,0,2014
https://www.imdb.com/title/tt0816692/?ref_=sr_t_13,165000000,740726550,203227580,47510360,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan']","['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain']","['Adventure Epic', 'Epic', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Drama', 'Sci-Fi']","['United States', 'United Kingdom', 'Canada']",['Iceland'],"['Paramount Pictures', 'Warner Bros.', 'Legendary Entertainment']",['English'],0,148,0,2014
https://www.imdb.com/title/tt0831387/?ref_=sr_t_14,160000000,524978362,200676069,93188384,['Gareth Edwards'],"['Dave Callaham', 'Max Borenstein']","['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Bryan Cranston']","['Dinosaur Adventure', 'Disaster', 'Kaiju', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","['United States', 'Japan']","['Vancouver, British Columbia, Canada']","['Warner Bros.', 'Legendary Entertainment', 'Disruption Entertainment']","['English', 'Japanese']",0,31,0,2014
https://www.imdb.com/title/tt2294449/?ref_=sr_t_15,50000000,331333876,191719337,57071445,"['Phil Lord', 'Christopher Miller']","['Michael Bacall', 'Oren Uziel', 'Rodney Rothman']","['Channing Tatum', 'Jonah Hill', 'Ice Cube']","['Buddy Cop', 'Action', 'Comedy', 'Crime']",['United States'],"['San Juan, Puerto Rico']","['Columbia Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'LStar Capital']","['English', 'Spanish', 'Ukrainian']",0,25,0,2014
https://www.imdb.com/title/tt1291150/?ref_=sr_t_16,125000000,485004754,191204754,65575105,['Jonathan Liebesman'],"['Josh Appelbaum', 'André Nemec', 'Evan Daugherty']","['Megan Fox', 'Will Arnett', 'William Fichtner']","['Samurai', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Crime', 'Fantasy', 'Sci-Fi']",['United States'],"['Playa Vista, California, USA']","['Paramount Pictures', 'Nickelodeon Movies', 'Platinum Dunes']","['English', 'Japanese']",0,11,0,2014
https://www.imdb.com/title/tt1646971/?ref_=sr_t_17,145000000,621537519,177002924,49451322,['Dean DeBlois'],"['Dean DeBlois', 'Cressida Cowell']","['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler']","['Computer Animation', 'Teen Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['United States', 'India']",[],"['DreamWorks Animation', 'Mad Hatter Entertainment', 'Vertigo Entertainment']",['English'],0,61,1,2014
https://www.imdb.com/title/tt2267998/?ref_=sr_t_18,61000000,370890259,167767189,37513109,['David Fincher'],['Gillian Flynn'],"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris']","['Erotic Thriller', 'Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Tragedy', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Cape Girardeau, Missouri, USA']","['Twentieth Century Fox', 'New Regency Productions', 'TSG Entertainment']",['English'],0,188,1,2014
https://www.imdb.com/title/tt1840309/?ref_=sr_t_19,85000000,288885818,150947895,54607747,['Neil Burger'],"['Evan Daugherty', 'Vanessa Taylor', 'Veronica Roth']","['Shailene Woodley', 'Theo James', 'Kate Winslet']","['Dystopian Sci-Fi', 'Teen Adventure', 'Action', 'Adventure', 'Mystery', 'Sci-Fi']",['United States'],"['Chicago, Illinois, USA']","['Summit Entertainment', 'Red Wagon Entertainment']","['English', 'Spanish']",0,11,0,2014
https://www.imdb.com/title/tt2004420/?ref_=sr_t_20,18000000,270665134,150157400,49033915,['Nicholas Stoller'],"['Andrew Jay Cohen', ""Brendan O'Brien""]","['Seth Rogen', 'Rose Byrne', 'Zac Efron']",['Comedy'],['United States'],"['Los Angeles, California, USA']","['Good Universe', 'Point Grey Pictures']","['English', 'Ukrainian']",0,11,0,2014
