Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,characters,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,awards_wins_nominations_total,critic_reviews_count,user_reviews_count,genres,Languages,similar_movies,similar_movies_links,json_ld_rating,json_ld_vote_count,json_ld_content_rating,json_ld_keywords,json_ld_poster_url,json_ld_directors,json_ld_writers,json_ld_actors,json_ld_runtime_minutes,sex_nudity_severity,violence_gore_severity,profanity_severity,alcohol_drugs_smoking_severity,frightening_intense_scenes_severity,producers,composer,cinematographer,editor,casting_director,production_designer,costume_designer,release_dates_by_country,aka_titles,budget_numeric,grossWorldWWide_numeric,gross_US_Canada_numeric,opening_weekend_numeric,profit,roi,total_wins,total_nominations,runtime_minutes,release_month,release_decade,release_weekday,cast_size,genre_count,country_count,rating_mismatch
1. Modern Times,1936,1h 27m,G,8.5,287K,96.0,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,https://www.imdb.com/title/tt0027977/?ref_=sr_i_1,['Charles Chaplin'],['Charles Chaplin'],"['Charles Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford', 'Chester Conklin', 'Hank Mann', 'Stanley Blystone', 'Al Ernest Garcia', 'Richard Alexander', 'Cecil Reynolds', 'Mira McKinney', 'Murdock MacQuarrie', 'Wilfred Lucas', 'Edward LeSaint', 'Fred Malatesta', 'Sammy Stein', 'Juana Sutton', 'Ted Oliver']","['A Factory Worker', 'A Gamin', 'Cafe Proprietor', 'Big Bill', 'Mechanic', 'Burglar', ""Gamin's Father"", 'President of the Electro Steel Corp.', 'Prison Cellmate', 'Minister', ""Minister's Wife"", 'J. Widdecombe Billows', 'Juvenile Officer', 'Sheriff Couler', 'Cafe Head Waiter', 'Turbine Operator', 'Woman with Buttoned Bosom', ""Billows' Assistant""]","$1,500,000 (estimated)","$35,809","$469,661","$163,577","February 25, 1936",['United States'],"['Sierra Hwy. & Penman Rd., Santa Clarita, California, USA (Ending-The Road)']",['Charles Chaplin Productions'],Top rated movie #53 Awards 6 wins & 1 nomination total,6 wins & 1 nomination total,143 Critic reviews,"""Actions speak louder than words""","['Romantic Comedy', 'Satire', 'Slapstick', 'Comedy', 'Drama', 'Romance']",['English'],,,8.5,286611.0,G,"factory,actor director writer,music score composed by director,satire,the little tramp character",https://m.media-amazon.com/images/M/MV5BODVkZGFhNGQtYjdiYi00Njc4LWFmYTItNTlmNzJjMTg1ZDc5XkEyXkFqcGc@._V1_.jpg,['Charles Chaplin'],['Charles Chaplin'],"['Charles Chaplin', 'Paulette Goddard', 'Henry Bergman']",87.0,,Mild,,Mild,,,,,,,,,"['February 5, 1936: (Rivoli Theatre, New York City, New York, premiere)', 'February 12, 1936: (Los Angeles, California)', 'February 12, 1936: (Philadelphia, Pennsylvania)', 'February 14, 1936: (Montréal)']","['February 5, 1936: (Rivoli Theatre, New York City, New York, premiere)', 'February 12, 1936: (Los Angeles, California)', 'February 12, 1936: (Philadelphia, Pennsylvania)', 'February 14, 1936: (Montréal)']",1500000.0,469661.0,163577.0,35809.0,-1030339.0,-0.6868926666666667,6.0,1.0,87.0,2.0,1930.0,Tuesday,18,6,1,False
2. The Crime of Monsieur Lange,1936,1h 17m,Not Rated,7.2,4.1K,,"The boss of a publishing company is a womanizer and a jerk, but what would happen if he suddenly disappeared?",https://www.imdb.com/title/tt0027478/?ref_=sr_i_2,"['Jean Castanier', 'Jacques Prévert', 'Jean Renoir']",['Jean Renoir'],"['René Lefèvre', 'Florelle', 'Jules Berry', 'Marcel Lévesque', 'Odette Talazac', 'Henri Guisol', 'Maurice Baquet', 'Jacques B. Brunius', 'Sylvain Itkine', 'Marcel Duhamel', 'Henri Saint-Isle', 'Pierre Huchet', 'René Génin', 'Max Morise', 'Charbonnier', 'Jean Dasté', 'Sylvia Bataille', 'Nadia Sibirskaïa']","['Amédée Lange', 'Valentine', 'Batala', 'The Concierge', ""The Concierge's Wife"", 'The Son Meunier', ""Charles, The Concierges' Son"", 'Mr. Baigneur', 'Inspector Itkine', 'The Foreman', None, None, 'A Client at the Auberge', None, 'Typesetter', 'The Model maker', 'Edith', 'Estelle']",,"$9,633","$38,002","$36,438","January 24, 1936",['France'],"['Le Tréport, Seine-Maritime, France']",['Films Obéron'],,,24 Critic reviews,Pretty Good,"['French', 'Dark Comedy', 'Comedy', 'Crime', 'Drama']",['French'],,,7.2,4093.0,Not Rated,"france,dark comedy,exploitation,unwanted sexual advances,magazine",https://m.media-amazon.com/images/M/MV5BMzQzMzE2NGMtNGYzMC00ZTlmLTk0YWQtOTU4M2QzNTViNjM3XkEyXkFqcGc@._V1_.jpg,['Jean Renoir'],"['Jean Castanier', 'Jacques Prévert', 'Jean Renoir']","['René Lefèvre', 'Florelle', 'Jules Berry']",77.0,,,,,,,,,,,,,"['April 3, 1964: (New York City, New York)', 'June 1, 1968: (TV premiere)', 'June 7, 1969: (TV premiere)']","['April 3, 1964: (New York City, New York)', 'June 1, 1968: (TV premiere)', 'June 7, 1969: (TV premiere)']",,38002.0,36438.0,9633.0,,,,,77.0,1.0,1930.0,Friday,18,5,1,False
3. César,1936,2h 48m,Not Rated,7.6,1.9K,,"After letting his son be raised by another man, a retired seaman tries to rebuild his family.",https://www.imdb.com/title/tt0027489/?ref_=sr_i_3,['Marcel Pagnol'],['Marcel Pagnol'],"['Raimu', 'Pierre Fresnay', 'Orane Demazis', 'Fernand Charpin', 'Paul Dullac', 'Robert Vattier', 'Marcel Maupi', 'Édouard Delmont', 'Milly Mathis', 'Thommeray', 'Jean Castan', 'Robert Bassac', 'Alida Rouffe', 'Rellys', 'Charblay', 'Albert Spanna', 'Odette Roger', 'Doumel']","['César Ollivier', 'Marius Ollivier', 'Fanny Panisse', 'Honoré Panisse', 'Félix Escartefigue', 'Aldebert Brun', 'Innocent Mangiapan', 'Le docteur Félicien Venelle', 'Tante Claudine Foulon', 'Elzéar Bonnegrâce - le curé de Saint Victor', ""L'enfant de choeur"", 'Pierre Dromard', 'Honorine Cabanis', ""L'employé de Panisse"", 'Henri - le patron du bar de Toulon', 'Le facteur', ""La servante de l'hôtel"", ""Fernand - l'associé de Marius""]",,"$7,720","$8,262","$8,262","October 27, 1948",['France'],"['Quai de Rive Neuve, Marseille, Bouches-du-Rhône, France']",['Les Films Marcel Pagnol'],,,25 Critic reviews,A sweet and fulfilling end to The First Ever and One of the Finest Trilogy of world Cinema.,"['French', 'Drama']",['French'],,,7.6,1854.0,Not Rated,"france,marseille france,group of friends,young wife,sailor",https://m.media-amazon.com/images/M/MV5BM2ZhZWQzZDUtNDYwMi00ZDI2LThlNzItMzk3ZDVjZTg2OTk4XkEyXkFqcGc@._V1_.jpg,['Marcel Pagnol'],['Marcel Pagnol'],"['Raimu', 'Pierre Fresnay', 'Orane Demazis']",168.0,,,,,,,,,,,,,"['June 21, 1950: (re-release, Paris)', 'July 26, 1950: (re-release)', 'July 7, 1972: (TV premiere)']","['June 21, 1950: (re-release, Paris)', 'July 26, 1950: (re-release)', 'July 7, 1972: (TV premiere)']",,8262.0,8262.0,7720.0,,,,,168.0,10.0,1940.0,Wednesday,18,2,1,False
4. Fury,1936,1h 32m,Approved,7.8,15K,,"When a wrongly-accused prisoner barely survives a lynch-mob attack and is presumed dead, he vindictively decides to fake his death and frame the mob for his supposed murder.",https://www.imdb.com/title/tt0027652/?ref_=sr_i_4,"['Bartlett Cormack', 'Fritz Lang', 'Norman Krasna']",['Fritz Lang'],"['Sylvia Sidney', 'Spencer Tracy', 'Walter Abel', 'Bruce Cabot', 'Edward Ellis', 'Walter Brennan', 'Frank Albertson', 'George Walcott', 'Arthur Stone', 'Morgan Wallace', 'George Chandler', 'Roger Gray', 'Edwin Maxwell', 'Howard Hickman', 'Jonathan Hale', 'Leila Bennett', 'Esther Dale', 'Helen Flint']","['Katherine Grant', 'Joe Wilson', 'District Attorney', 'Kirby Dawson', 'Sheriff', ""'Bugs' Meyers"", 'Charlie', 'Tom', 'Durkin', 'Fred Garrett', 'Milton Jackson', 'Stranger', 'Vickery', 'Governor', 'Defense Attorney', 'Edna Hooper', 'Mrs. Whipple', 'Franchette']",,,"$11,991",,"June 5, 1936",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA']",['Metro-Goldwyn-Mayer (MGM)'],Nominated for 1 Oscar 5 wins & 4 nominations total,5 wins & 4 nominations total,81 Critic reviews,Where we see how injustice always breeds more of the same.,"['Film Noir', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']","['English', 'Latin']",,,7.8,14833.0,Approved,"lynch mob,national film registry,small town,presumed dead,jail",https://m.media-amazon.com/images/M/MV5BM2I2NjMxNTYtZmI3ZS00ZmZiLWFiNzctNmIwZjQ1MWE3YzUwXkEyXkFqcGc@._V1_.jpg,['Fritz Lang'],"['Bartlett Cormack', 'Fritz Lang', 'Norman Krasna']","['Sylvia Sidney', 'Spencer Tracy', 'Walter Abel']",92.0,,Mild,,Mild,Mild,,,,,,,,"['June 26, 1936: (London)']","['June 26, 1936: (London)']",,11991.0,,,,,5.0,4.0,92.0,6.0,1930.0,Friday,18,5,1,False
5. My Man Godfrey,1936,1h 34m,Approved,7.9,29K,82.0,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,https://www.imdb.com/title/tt0028010/?ref_=sr_i_5,"['Morrie Ryskind', 'Eric Hatch', 'Zoe Akins']",['Gregory La Cava'],"['William Powell', 'Carole Lombard', 'Alice Brady', 'Gail Patrick', 'Eugene Pallette', 'Jean Dixon', 'Alan Mowbray', 'Mischa Auer', 'Pat Flaherty', 'Robert Light', 'Ernie Adams', 'Jimmy Aye', 'William Begg', 'James Carlisle', 'Jack Chefe', 'Elaine Cochrane', 'Phyllis Crane', 'Eddie Fetherston']","['Godfrey', 'Irene Bullock', 'Angelica Bullock', 'Cornelia Bullock', 'Alexander Bullock', 'Molly', 'Tommy Gray', 'Carlo', 'Mike Flaherty', 'Faithful George', 'Forgotten Man', 'Party Guest', 'Socialite at Scavenger Hunt', 'Socialite', 'Headwaiter', 'Socialite', 'Party Guest', 'Process Server']","$656,000 (estimated)",,,,"September 6, 1936",['United States'],"['Universal Studios - 100 Universal City Plaza, Universal City, California, USA (Studio)']",['Universal Pictures'],Nominated for 6 Oscars 5 wins & 6 nominations total,5 wins & 6 nominations total,94 Critic reviews,Scavenger hunt,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","['English', 'Russian']",,,7.9,28814.0,Approved,"butler,homelessness,poverty,class differences,great depression",https://m.media-amazon.com/images/M/MV5BOTg3ZTE1M2UtODE3MS00NWU3LTgyMWEtMzI1M2RmM2NmMDI0XkEyXkFqcGc@._V1_.jpg,['Gregory La Cava'],"['Morrie Ryskind', 'Eric Hatch', 'Zoe Akins']","['William Powell', 'Carole Lombard', 'Alice Brady']",94.0,,,,Mild,,,,,,,,,"['September 1, 1936: (Los Angeles, California, premiere)', 'September 2, 1936: (limited)', 'September 22, 1936: (London)']","['September 1, 1936: (Los Angeles, California, premiere)', 'September 2, 1936: (limited)', 'September 22, 1936: (London)']",656000.0,,,,,,5.0,6.0,94.0,9.0,1930.0,Sunday,18,4,1,False
6. Sabotage,1936,1h 16m,Approved,7.0,21K,85.0,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.",https://www.imdb.com/title/tt0028212/?ref_=sr_i_6,"['Joseph Conrad', 'Charles Bennett', 'Ian Hay']",['Alfred Hitchcock'],"['Sylvia Sidney', 'Oscar Homolka', 'Desmond Tester', 'John Loder', 'Joyce Barbour', 'Matthew Boulton', 'S.J. Warmington', 'William Dewhurst', 'Pamela Bevan', 'Peter Bull', 'Albert Chevalier', 'Clare Greet', 'Robertson Hare', 'Charles Hawtrey', 'Alfred Hitchcock', 'Martita Hunt', 'Mike Johnson', 'J. Hubert Leslie']","['Mrs. Verloc', 'Karl Verloc--Her Husband', 'Stevie', 'Detective Sgt. Ted Spencer', 'Renee', 'Superintendent Talbot', 'Hollingshead', 'The Professor', ""Miss Chatham's Daughter"", 'Michaelis - Conspirator', 'Cinema Commissioner', 'Mrs. Jones - Cook', None, 'Studious Youth at the Aquarium', 'Man Walking Past the Cinema as the Light Is Renewed', ""Miss Chatman - The Professor's Daughter"", 'Member of Cinema Crowd', 'Conspirator']",,,$721,,"January 11, 1937",['United Kingdom'],"[""London Zoo, Regent's Park, London, England, UK (aquarium - closed 2019)""]",['Gaumont British Picture Corporation'],,,69 Critic reviews,The best of Hitch's early British films...,"['Psychological Thriller', 'Spy', 'Crime', 'Thriller']",['English'],,,7.0,20855.0,Approved,"terrorism,undercover police officer,psychological thriller,bomb on bus,london zoo",https://m.media-amazon.com/images/M/MV5BNTFmNDQ4MWYtN2Q5YS00ZWQyLThkMTItYzQyNDcyM2E4ZDdmXkEyXkFqcGc@._V1_.jpg,['Alfred Hitchcock'],"['Joseph Conrad', 'Charles Bennett', 'Ian Hay']","['Sylvia Sidney', 'Oscar Homolka', 'Desmond Tester']",76.0,,Mild,,Mild,Mild,,,,,,,,"['December 2, 1936: (London)']","['December 2, 1936: (London)']",,721.0,,,,,,,76.0,1.0,1930.0,Monday,18,4,1,False
7. The Great Ziegfeld,1936,2h 56m,Approved,6.6,9.9K,69.0,"The ups and downs of Florenz Ziegfeld Jr., famed producer of extravagant stage revues, are portrayed.",https://www.imdb.com/title/tt0027698/?ref_=sr_i_7,['William Anthony McGuire'],['Robert Z. Leonard'],"['William Powell', 'Myrna Loy', 'Luise Rainer', 'Frank Morgan', 'Fanny Brice', 'Virginia Bruce', 'Reginald Owen', 'Ray Bolger', 'Ernest Cossart', 'Joseph Cawthorn', 'Nat Pendleton', 'Harriet Hoctor', 'Jean Chatburn', 'Paul Irving', 'Herman Bing', 'Charles Judels', 'Marcelle Corday', 'Raymond Walburn']","['Florenz Ziegfeld Jr.', 'Billie Burke', 'Anna Held', 'Billings', 'Fannie Brice', 'Audrey Dane', 'Sampston', 'Ray Bolger', 'Sidney', 'Dr. Ziegfeld', 'Sandow', 'Harriet Hoctor', 'Mary Lou', 'Erlanger', 'Costumer', 'Pierre', 'Marie', 'Sage']",,,,,"September 23, 1936",['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],Won 3 Oscars 8 wins & 5 nominations total,8 wins & 5 nominations total,50 Critic reviews,What A Lovable Dinosaur,"['Classic Musical', 'Drama', 'Musical']",['English'],,,6.6,9855.0,Approved,"will rogers character,little egypt character,reference to grover cleveland,theatrical impresario,reference to lillian russell",https://m.media-amazon.com/images/M/MV5BOTU3ODQzYzMtOWRhYS00NTY2LWE4YmYtOGM2ZjhiNThjOWQ4XkEyXkFqcGc@._V1_.jpg,['Robert Z. Leonard'],['William Anthony McGuire'],"['William Powell', 'Myrna Loy', 'Luise Rainer']",176.0,,,,Mild,,,,,,,,,"['March 22, 1936: (Los Angeles, premiere)', 'April 8, 1936: (New York, New York, premiere)', 'April 15, 1936: (Los Angeles, California)', 'June 5, 1936: (Barcelona)', 'August 31, 1936: (Venice Film Festival)']","['March 22, 1936: (Los Angeles, premiere)', 'April 8, 1936: (New York, New York, premiere)', 'April 15, 1936: (Los Angeles, California)', 'June 5, 1936: (Barcelona)', 'August 31, 1936: (Venice Film Festival)']",,,,,,,8.0,5.0,176.0,9.0,1930.0,Wednesday,18,3,1,False
8. Mr. Deeds Goes to Town,1936,1h 55m,Approved,7.8,25K,,A unassuming greeting card poet from a small town in Vermont heads to New York City upon inheriting a massive fortune and is immediately hounded by those who wish to take advantage of him.,https://www.imdb.com/title/tt0027996/?ref_=sr_i_8,"['Robert Riskin', 'Clarence Budington Kelland']",['Frank Capra'],"['Gary Cooper', 'Jean Arthur', 'George Bancroft', 'Lionel Stander', 'Douglass Dumbrille', 'Raymond Walburn', 'H.B. Warner', 'Ruth Donnelly', 'Walter Catlett', 'John Wray', 'Stanley Andrews', 'Frank Austin', 'John W. Austin', 'Irving Bacon', 'Louise Bates', 'Bobbie Beal', 'Hank Bell', 'Billy Bevan']","['Longfellow Deeds', ""Louise 'Babe' Bennett"", 'MacWade', 'Cornelius Cobb', 'John Cedar', 'Walter', 'Judge May', 'Mabel Dawson', 'Morrow', 'Farmer', 'James Cedar', 'George Rankin', 'Party Guest', 'Frank', 'Minor Role', 'Chorine', 'Unemployed Farmer in Line and Courtroom', 'Cabby']","$800,000 (estimated)",,"$8,644",,"April 12, 1936",['United States'],"['Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA']",['Columbia Pictures'],Won 1 Oscar 7 wins & 7 nominations total,7 wins & 7 nominations total,57 Critic reviews,Flawless Capra and Cooper.,"['Romantic Comedy', 'Screwball Comedy', 'Comedy', 'Drama', 'Romance']",['English'],,,7.8,25128.0,Approved,"screwball comedy,longfellow deeds character,man reading a newspaper,dog,train trip",https://m.media-amazon.com/images/M/MV5BOGY0OTZiNjEtNzYwYS00MDE3LWI4MTEtZjFmMTI4MTZkNjJlXkEyXkFqcGc@._V1_.jpg,['Frank Capra'],"['Robert Riskin', 'Clarence Budington Kelland']","['Gary Cooper', 'Jean Arthur', 'George Bancroft']",115.0,,Mild,,Mild,Mild,,,,,,,,"['April 8, 1936: (Memphis, Tennessee, premiere)', 'April 9, 1936: (limited)']","['April 8, 1936: (Memphis, Tennessee, premiere)', 'April 9, 1936: (limited)']",800000.0,8644.0,,,-791356.0,-0.989195,7.0,7.0,115.0,4.0,1930.0,Sunday,18,5,1,False
9. The Charge of the Light Brigade,1936,1h 55m,Approved,7.0,5.9K,,"A major countermands orders and attacks to avenge a previous massacre of men, women, and children.",https://www.imdb.com/title/tt0027438/?ref_=sr_i_9,"['Michael Jacoby', 'Rowland Leigh', 'Alfred Lord Tennyson']",['Michael Curtiz'],"['Errol Flynn', 'Olivia de Havilland', 'Patric Knowles', 'Henry Stephenson', 'Nigel Bruce', 'Donald Crisp', 'David Niven', 'C. Henry Gordon', 'G.P. Huntley', 'Robert Barrat', 'Spring Byington', 'E.E. Clive', 'J. Carrol Naish', 'Walter Holbrook', 'Princess Baba', 'Charles Sedgwick', 'Scotty Beckett', 'George Regas']","['Major Geoffrey Vickers', 'Elsa Campbell', 'Captain Perry Vickers', 'Sir Charles Macefield', 'Sir Benjamin Warrenton', 'Colonel Campbell', 'Captain Randall', 'Surat Khan', 'Major Jowett', 'Count Igor Volonoff', 'Lady Octavia Warrenton', 'Sir Humphrey Harcourt', 'Subadar-Major Puran Singh', 'Cornet Barclay', ""Prema's Mother"", 'Cornet Pearson', 'Prema Singh', 'Wazir']","$1,200,000 (estimated)",,,,"October 20, 1936",['United States'],"['Lake Sherwood, California, USA (massacre at the boats)']",['Warner Bros.'],Won 1 Oscar 4 wins & 3 nominations total,4 wins & 3 nominations total,30 Critic reviews,Errol Flynn's Inaccurate But Rousing Follow-Up to CAPTAIN BLOOD...,"['Action', 'Adventure', 'Romance', 'War']",['English'],,,7.0,5880.0,Approved,"1850s,india,fort,russia,desert",https://m.media-amazon.com/images/M/MV5BMDliMzBmZjAtZmNiMC00NzQ5LWFmYjktZGEwNmQ3ZjY5ODVlXkEyXkFqcGc@._V1_.jpg,['Michael Curtiz'],"['Michael Jacoby', 'Rowland Leigh', 'Alfred Lord Tennyson']","['Errol Flynn', 'Olivia de Havilland', 'Patric Knowles']",115.0,,,,,,,,,,,,,"['January 14, 1937: (London)']","['January 14, 1937: (London)']",1200000.0,,,,,,4.0,3.0,115.0,10.0,1930.0,Tuesday,18,4,1,False
10. After the Thin Man,1936,1h 52m,Approved,7.6,13K,76.0,"Private detective Nick Charles and his wealthy wife Nora are back home at last and hoping for a quiet New Year when there is a murder. The obvious suspect is his wife, Nora's cousin, Selma.",https://www.imdb.com/title/tt0027260/?ref_=sr_i_10,"['Frances Goodrich', 'Albert Hackett', 'Dashiell Hammett']",['W.S. Van Dyke'],"['William Powell', 'Myrna Loy', 'James Stewart', 'Elissa Landi', 'Joseph Calleia', 'Jessie Ralph', 'Alan Marshal', 'Teddy Hart', 'Sam Levene', 'Penny Singleton', 'William Law', 'George Zucco', 'Paul Fix', 'Asta', 'Mrs. Asta', 'Jack Adair', 'Eadie Adams', 'Ernie Alexander']","['Nick Charles', 'Nora Charles', 'David Graham', 'Selma Landis', ""'Dancer'"", 'Aunt Katherine', 'Robert Landis', 'Casper', 'Abrams', 'Polly', 'Lum Kee', 'Dr. Kammer', 'Phil', 'Asta', 'Mrs. Asta', 'Escort of Dizzy Blonde', 'Singer at Welcome Home Party', 'Filing Clerk in Morgue']","$683,000 (estimated)",,,,"December 25, 1936",['United States'],"[""Coit Tower, San Francisco, California, USA (base used as exterior of the Charles' home)""]",['Metro-Goldwyn-Mayer (MGM)'],Nominated for 1 Oscar 4 wins & 1 nomination total,4 wins & 1 nomination total,48 Critic reviews,"Nick & Nora: ""...a hard habit to get out of!""","['Comedy', 'Crime', 'Mystery']",['English'],,,7.6,13239.0,Approved,"dinner party,dinner table,aunt niece relationship,love triangle,bribe",https://m.media-amazon.com/images/M/MV5BZTkxZGU0ZTYtZTZlOS00NzU5LWE2NmQtM2EwNWIyNzZiOTI5XkEyXkFqcGc@._V1_.jpg,['W.S. Van Dyke'],"['Frances Goodrich', 'Albert Hackett', 'Dashiell Hammett']","['William Powell', 'Myrna Loy', 'James Stewart']",112.0,,Mild,,Moderate,Mild,,,,,,,,"['December 23, 1936: (Philadelphia, Pennsylvania)']","['December 23, 1936: (Philadelphia, Pennsylvania)']",683000.0,,,,,,4.0,1.0,112.0,12.0,1930.0,Friday,18,3,1,False
